year,region,county,town,Akce za zruš.Senátu a proti t.,,ods,ksčm,Str.venkova-spoj.občan.síly,Balbínova poetická strana,Republikáni,Republikáni Miroslava Sládka,Nové hnutí,České sociálně demokrat.hnutí,Humanistická aliance,Cesta změny,Strana zdravého rozumu,Česká strana národně sociální,Česká pravice,Volba pro budoucnost,sz,Strana za životní jistoty,"Koalice KDU-ČSL, US-DEU",Naděje,Národně demokratická strana,Moravská demokratická strana,Občanská demokratická aliance,čssd,Sdružení nezávislých,Demokratická liga,Pravý Blok,Strana demokrat.socialismu,Romská občanská iniciativa ČR,voters,votes_ok,votes_all
2002,Středočeský kraj,Kolín,Vlkančice,,,20,9,3,0,0,0,,,0,0,0,0,0,0,0,0,5,0,1,,0,23,2,0,0,,,90,63,63
2002,Středočeský kraj,Kolín,Libodřice,,,31,26,2,0,0,2,,,0,0,0,2,0,0,2,0,8,1,0,,1,50,0,0,0,,,206,125,125
2002,Středočeský kraj,Kolín,Volárna,,,35,40,0,0,0,2,,,0,0,0,2,0,7,3,2,5,0,0,,0,85,1,0,3,,,384,185,185
2002,Středočeský kraj,Kolín,Lipec,,,15,22,3,0,1,4,,,0,0,0,0,0,1,7,1,7,1,0,,0,45,1,0,0,,,158,108,108
2002,Středočeský kraj,Kolín,Vrátkov,,,21,23,1,1,0,5,,,0,0,0,2,0,0,3,6,11,0,0,,0,28,5,0,0,,,191,106,107
2002,Středočeský kraj,Kolín,Lošany,,,47,27,3,1,0,1,,,0,0,0,0,0,1,7,4,6,0,0,,0,30,0,0,0,,,237,127,127
2002,Středočeský kraj,Kolín,Vrbčany,,,23,47,4,1,1,2,,,0,0,1,0,1,2,1,2,6,1,0,,0,38,2,0,1,,,250,133,134
2002,Středočeský kraj,Kolín,Malotice,,,27,43,2,2,0,1,,,1,0,3,0,0,1,3,3,11,2,0,,2,60,3,0,0,,,223,164,165
2002,Středočeský kraj,Kolín,Vrbová Lhota,,,48,42,1,1,0,5,,,0,0,1,2,0,0,1,1,10,2,0,,0,65,0,0,5,,,283,184,186
2002,Středočeský kraj,Kolín,Masojedy,,,15,6,1,0,0,0,,,0,0,0,0,1,0,1,1,3,0,0,,0,5,2,0,0,,,49,35,35
2002,Středočeský kraj,Kolín,Výžerky,,,13,8,1,0,0,2,,,0,0,1,0,0,1,2,4,8,0,0,,0,23,1,0,1,,,84,65,65
2002,Středočeský kraj,Kolín,Mrzky,,,21,9,1,2,0,1,,,0,0,0,0,0,0,1,0,8,0,0,,0,24,2,0,0,,,103,69,69
2002,Středočeský kraj,Kolín,Vyžlovka,,,83,50,1,0,0,4,,,1,1,0,3,0,2,3,5,29,0,0,,1,69,11,0,2,,,395,265,266
2002,Středočeský kraj,Kolín,Nebovidy,,,53,86,2,1,0,1,,,0,0,2,1,0,5,3,4,27,1,0,,0,99,1,0,3,,,391,289,290
2002,Středočeský kraj,Kolín,Zalešany,,,15,18,1,1,0,0,,,0,2,0,1,0,0,0,2,2,0,0,,0,18,1,0,1,,,90,62,62
2002,Středočeský kraj,Kolín,Němčice,,,26,31,2,0,0,2,,,0,0,0,1,0,1,2,1,14,0,0,,0,53,4,0,0,,,223,137,137
2002,Středočeský kraj,Kolín,Zásmuky,,,224,227,8,4,0,17,,,1,2,4,2,0,5,8,13,48,2,0,,3,229,7,0,2,,,1343,806,808
2002,Středočeský kraj,Kolín,Nová Ves I,,,102,118,5,1,1,6,,,2,1,3,1,0,5,6,8,43,4,1,,6,175,6,0,0,,,839,494,496
2002,Středočeský kraj,Kolín,Žabonosy,,,8,43,0,0,0,0,,,0,0,0,9,0,0,3,1,1,0,1,,1,31,8,0,0,,,161,106,108
2002,Středočeský kraj,Kolín,Nučice,,,44,31,2,0,0,0,,,0,0,4,1,0,1,4,1,23,0,0,,0,49,3,0,2,,,263,165,165
2002,Středočeský kraj,Kolín,Ždánice,,,57,24,7,1,1,3,,,0,0,1,0,0,0,3,2,17,0,0,,0,68,4,0,3,,,256,191,192
2002,Středočeský kraj,Kolín,Ohaře,,,34,26,1,1,0,1,,,0,0,1,0,0,1,5,4,28,3,0,,0,43,3,0,2,,,223,153,153
2002,Středočeský kraj,Kolín,Žiželice,,,108,179,7,3,2,8,,,0,0,3,5,0,0,20,8,59,1,0,,2,205,10,0,2,,,1078,622,626
2002,Středočeský kraj,Kutná Hora,Adamov,,,12,36,0,0,0,0,,,0,1,0,0,0,1,3,0,10,0,0,,0,26,1,0,0,,,102,90,90
2002,Středočeský kraj,Kutná Hora,Petrovice I,,,23,26,1,1,0,0,,,0,0,0,2,0,1,2,0,22,2,1,,0,55,2,0,7,,,239,145,145
2002,Středočeský kraj,Kutná Hora,Bernardov,,,18,29,8,1,0,2,,,0,0,0,1,0,0,3,1,4,1,0,,0,19,4,0,1,,,135,92,93
2002,Středočeský kraj,Kutná Hora,Petrovice II,,,8,17,0,0,0,1,,,0,0,1,0,0,0,0,0,5,0,0,,0,47,4,0,0,,,99,83,90
2002,Středočeský kraj,Kutná Hora,Bílé Podolí,,,62,77,5,0,0,4,,,0,0,0,0,0,1,6,3,28,1,0,,1,85,4,1,1,,,471,279,280
2002,Středočeský kraj,Kutná Hora,Podveky,,,41,21,2,1,0,5,,,0,0,0,0,0,0,1,0,12,1,0,,0,24,0,0,0,,,179,108,108
2002,Středočeský kraj,Kutná Hora,Bludov,,,6,5,0,0,0,0,,,0,0,0,0,0,0,1,0,2,0,0,,0,1,0,0,0,,,27,15,15
2002,Středočeský kraj,Kutná Hora,Potěhy,,,47,52,5,0,1,4,,,1,2,0,1,0,0,6,4,25,0,0,,1,145,10,0,0,,,501,304,304
2002,Středočeský kraj,Kutná Hora,Bohdaneč,,,39,57,2,1,2,1,,,0,0,1,4,0,1,4,1,23,1,0,,0,65,6,1,3,,,324,212,212
2002,Středočeský kraj,Kutná Hora,Rašovice,,,26,26,1,1,0,1,,,0,0,0,0,0,0,1,2,13,0,0,,0,42,1,0,2,,,239,116,117
2002,Středočeský kraj,Kutná Hora,Brambory,,,23,15,0,0,0,0,,,0,0,1,0,0,0,0,0,4,1,0,,0,17,1,0,0,,,90,62,64
2002,Středočeský kraj,Kutná Hora,Rataje nad Sázavou,,,68,45,21,3,0,1,,,0,0,0,5,0,0,0,3,42,0,0,,0,92,1,1,0,,,457,282,282
2002,Středočeský kraj,Kutná Hora,Bratčice,,,45,27,1,0,1,1,,,0,0,3,1,0,1,5,1,32,2,0,,0,84,4,0,3,,,324,211,213
2002,Středočeský kraj,Kutná Hora,Rohozec,,,39,30,0,0,0,2,,,0,0,0,0,0,0,0,1,10,1,0,,0,64,3,0,0,,,214,150,153
2002,Středočeský kraj,Kutná Hora,Církvice,,,111,143,7,2,1,4,,,1,1,0,7,0,4,5,2,33,0,0,,0,190,11,0,6,,,884,528,533
2002,Středočeský kraj,Kutná Hora,Řendějov,,,17,28,0,0,1,1,,,0,0,1,0,0,0,0,1,21,1,0,,0,63,2,0,1,,,207,137,137
2002,Středočeský kraj,Kutná Hora,Čáslav,,,920,923,7,18,6,28,,,4,5,3,25,2,11,85,29,417,12,2,,9,2215,36,3,39,,,8006,4799,4814
2002,Středočeský kraj,Kutná Hora,Samopše,,,16,18,0,0,0,2,,,0,0,0,1,0,0,0,1,0,0,0,,0,30,0,0,1,,,107,69,70
2002,Středočeský kraj,Kutná Hora,Čejkovice,,,5,2,2,1,0,0,,,0,0,0,0,0,0,0,0,10,0,1,,1,3,0,0,0,,,30,25,25
2002,Středočeský kraj,Kutná Hora,Semtěš,,,41,43,2,0,0,0,,,0,0,0,6,0,1,3,0,11,0,0,,0,64,2,1,0,,,231,174,174
2002,Středočeský kraj,Kutná Hora,Černíny,,,42,47,4,0,0,1,,,2,0,3,0,0,1,4,3,43,0,0,,0,89,5,0,0,,,346,244,244
2002,Středočeský kraj,Kutná Hora,Schořov,,,4,19,0,0,0,1,,,0,0,0,0,0,0,0,1,6,0,0,,0,20,0,0,0,,,63,51,51
2002,Středočeský kraj,Kutná Hora,Červené Janovice,,,48,63,6,4,1,1,,,0,0,7,5,0,1,5,8,37,3,0,,1,136,11,0,1,,,573,338,344
2002,Středočeský kraj,Kutná Hora,Slavošov,,,23,30,0,3,0,0,,,0,0,0,1,0,0,0,1,9,2,0,,0,41,0,0,0,,,135,110,110
2002,Středočeský kraj,Kutná Hora,Čestín,,,44,59,5,0,1,2,,,0,1,1,1,0,1,4,3,41,0,0,,0,71,4,1,2,,,372,241,241
2002,Středočeský kraj,Kutná Hora,Soběšín,,,15,23,6,1,0,1,,,0,0,0,0,0,1,1,1,15,0,0,,2,48,1,0,0,,,152,115,116
2002,Středočeský kraj,Kutná Hora,Dobrovítov,,,9,10,0,0,0,1,,,0,0,0,0,0,2,4,2,10,0,0,,0,36,6,0,0,,,95,80,80
2002,Středočeský kraj,Kutná Hora,Souňov,,,16,4,0,0,0,0,,,1,0,0,0,0,0,0,0,7,0,0,,1,28,0,0,0,,,93,57,57
2002,Středočeský kraj,Kutná Hora,Dolní Pohleď,,,2,15,2,0,0,1,,,0,0,0,0,0,0,0,0,8,0,0,,0,27,4,0,0,,,79,59,59
2002,Středočeský kraj,Kutná Hora,Staňkovice,,,24,25,6,0,0,2,,,0,0,0,0,0,1,3,2,20,0,0,,1,49,3,0,2,,,210,138,140
2002,Středočeský kraj,Kutná Hora,Drobovice,,,31,39,5,0,0,1,,,0,0,0,2,0,0,2,1,9,0,0,,0,88,0,0,0,,,307,178,178
2002,Středočeský kraj,Kutná Hora,Starkoč,,,9,15,0,0,0,3,,,0,0,0,0,0,0,1,0,5,0,0,,0,28,0,0,2,,,98,63,64
2002,Středočeský kraj,Kutná Hora,Hlízov,,,40,47,1,0,0,0,,,0,1,0,0,0,0,3,2,38,0,0,,0,74,1,0,0,,,337,207,207
2002,Středočeský kraj,Kutná Hora,Sudějov,,,11,6,0,0,0,0,,,0,0,0,0,0,0,0,0,6,0,0,,0,17,0,0,0,,,56,40,41
2002,Středočeský kraj,Kutná Hora,Horka I,,,36,25,9,0,0,0,,,0,0,1,3,0,3,3,1,21,0,0,,2,90,2,0,1,,,346,197,197
2002,Středočeský kraj,Kutná Hora,Suchdol,,,150,102,2,0,1,1,,,0,0,0,4,0,2,7,4,39,0,0,,2,195,10,1,0,,,843,520,521
2002,Středočeský kraj,Kutná Hora,Horka II,,,39,44,2,0,0,5,,,0,0,0,1,0,0,1,6,15,0,1,,1,108,9,0,0,,,336,232,233
2002,Středočeský kraj,Kutná Hora,Svatý Mikuláš,,,85,124,4,5,0,2,,,2,2,0,1,0,5,4,1,35,0,1,,0,149,5,0,5,,,615,430,430
2002,Středočeský kraj,Kutná Hora,Horky,,,31,57,7,2,0,3,,,0,0,0,2,0,0,2,0,16,1,0,,0,93,2,0,0,,,304,216,217
2002,Středočeský kraj,Kutná Hora,Šebestěnice,,,8,18,0,0,0,0,,,0,0,1,5,0,0,1,0,9,1,0,,0,19,0,0,1,,,88,63,63
2002,Středočeský kraj,Kutná Hora,Horušice,,,29,22,2,0,0,0,,,0,0,2,0,0,0,2,0,7,0,0,,0,30,2,0,0,,,154,96,96
2002,Středočeský kraj,Kutná Hora,Štipoklasy,,,8,10,0,0,0,2,,,0,0,1,0,0,0,2,0,11,0,0,,0,40,2,1,0,,,108,77,77
2002,Středočeský kraj,Kutná Hora,Hostovlice,,,35,32,3,2,1,3,,,0,0,0,0,0,0,1,1,9,0,0,,0,45,0,0,2,,,199,134,137
2002,Středočeský kraj,Kutná Hora,Třebešice,,,5,28,1,0,0,0,,,0,0,0,0,0,1,0,6,11,0,0,,0,29,1,0,0,,,166,82,82
2002,Středočeský kraj,Kutná Hora,Hraběšín,,,10,12,3,0,0,0,,,1,0,1,0,0,0,0,2,12,0,0,,0,14,2,0,0,,,99,57,57
2002,Středočeský kraj,Kutná Hora,Třebětín,,,15,22,1,0,0,0,,,0,0,0,0,0,0,1,1,13,0,0,,0,25,2,0,1,,,120,81,81
2002,Středočeský kraj,Kutná Hora,Chabeřice,,,36,37,5,0,0,3,,,0,1,1,0,0,1,2,3,25,1,0,,0,51,6,0,0,,,222,172,172
2002,Středočeský kraj,Kutná Hora,Třebonín,,,15,17,2,0,0,0,,,1,0,0,0,0,0,2,0,15,0,0,,0,19,0,0,0,,,101,71,71
2002,Středočeský kraj,Kutná Hora,Chlístovice,,,56,111,7,0,0,7,,,1,0,2,2,0,1,7,5,29,1,0,,0,112,10,0,0,,,573,351,352
2002,Středočeský kraj,Kutná Hora,Tupadly,,,32,61,0,2,1,4,,,0,0,0,1,0,0,5,1,35,0,0,,0,97,2,0,1,,,423,242,243
2002,Středočeský kraj,Kutná Hora,Chotusice,,,70,44,6,1,0,2,,,0,0,1,0,0,0,8,7,22,2,1,,1,143,1,0,3,,,534,312,312
2002,Středočeský kraj,Kutná Hora,Uhlířské Janovice,,,355,211,44,9,2,6,,,0,5,4,12,0,7,31,24,138,6,1,,2,474,24,0,5,,,2434,1360,1366
2002,Středočeský kraj,Kutná Hora,Kácov,,,106,89,14,1,0,0,,,0,1,1,3,0,1,4,4,75,1,1,,1,169,20,0,5,,,712,496,499
2002,Středočeský kraj,Kutná Hora,Úmonín,,,81,31,6,0,0,5,,,4,0,0,2,0,1,7,0,34,1,0,,1,63,6,0,0,,,348,242,243
2002,Středočeský kraj,Kutná Hora,Kluky,,,61,54,3,2,0,4,,,0,0,0,0,0,2,3,1,24,0,0,,3,94,1,0,14,,,377,266,266
2002,Středočeský kraj,Kutná Hora,Úžice,,,56,52,10,2,0,1,,,0,0,1,0,0,1,5,5,14,0,0,,1,154,9,0,2,,,490,313,313
2002,Středočeský kraj,Kutná Hora,Kobylnice,,,27,24,3,2,0,0,,,1,1,0,0,0,0,1,0,12,0,0,,0,35,2,0,0,,,143,108,110
2002,Středočeský kraj,Kutná Hora,Vavřinec,,,42,44,2,2,0,7,,,0,0,1,6,0,0,4,3,23,1,0,,1,73,2,0,3,,,359,214,214
2002,Středočeský kraj,Kutná Hora,Košice,,,9,2,0,0,0,0,,,0,0,0,1,0,0,0,0,2,0,0,,1,8,1,0,4,,,38,28,28
2002,Středočeský kraj,Kutná Hora,Vidice,,,28,25,3,0,0,0,,,0,0,1,2,0,3,3,0,23,0,1,,0,30,2,0,2,,,192,123,123
2002,Středočeský kraj,Kutná Hora,Krchleby,,,38,36,3,1,0,5,,,0,0,0,0,0,0,5,1,16,0,0,,0,74,4,0,3,,,312,186,186
2002,Středočeský kraj,Kutná Hora,Vinaře,,,24,47,4,0,0,1,,,0,1,1,0,0,0,3,0,10,0,0,,0,32,0,0,2,,,189,125,126
2002,Středočeský kraj,Kutná Hora,Křesetice,,,52,66,12,0,0,1,,,1,0,0,4,0,2,5,1,31,2,0,,0,89,1,0,1,,,459,268,268
2002,Středočeský kraj,Kutná Hora,Vlačice,,,17,36,4,0,0,2,,,0,0,0,0,0,1,0,1,7,1,0,,1,46,0,0,0,,,207,116,117
2002,Středočeský kraj,Kutná Hora,Kutná Hora,,,2575,1609,36,41,11,75,,,7,6,19,109,0,104,184,124,1164,52,10,,22,3135,141,3,69,,,16871,9496,9517
2002,Středočeský kraj,Kutná Hora,Vlastějovice,,,43,49,2,0,0,1,,,0,0,1,0,2,0,4,3,21,1,1,,0,111,0,1,5,,,440,245,246
2002,Středočeský kraj,Kutná Hora,Ledečko,,,20,5,0,3,0,0,,,1,0,0,1,0,0,3,1,7,0,1,,2,29,2,0,2,,,136,77,77
2002,Středočeský kraj,Kutná Hora,Vlkaneč,,,37,84,3,5,1,5,,,0,1,0,3,0,0,9,6,37,4,0,,2,109,7,1,2,,,502,316,320
2002,Středočeský kraj,Kutná Hora,Malešov,,,94,113,1,4,0,5,,,0,2,0,2,1,4,6,2,41,2,0,,0,166,6,0,2,,,706,451,454
2002,Středočeský kraj,Kutná Hora,Vodranty,,,2,10,3,0,2,1,,,0,0,0,0,0,0,1,0,5,0,0,,0,20,0,0,0,,,62,44,44
2002,Středočeský kraj,Kutná Hora,Miskovice,,,77,89,4,4,0,3,,,0,0,2,2,1,15,6,2,40,2,0,,2,136,3,0,4,,,639,392,394
2002,Středočeský kraj,Kutná Hora,Vrdy,,,240,342,7,7,0,4,,,0,1,2,6,0,9,24,7,99,8,0,,5,466,15,12,9,,,2315,1263,1266
2002,Středočeský kraj,Kutná Hora,Močovice,,,15,50,2,1,1,1,,,0,0,1,0,0,1,4,3,11,0,0,,1,67,2,0,0,,,266,160,161
2002,Středočeský kraj,Kutná Hora,Záboří nad Labem,,,58,89,7,1,0,7,,,0,2,1,2,0,0,10,1,45,2,1,,0,172,8,1,6,,,629,413,414
2002,Středočeský kraj,Kutná Hora,Nepoměřice,,,13,28,2,3,1,0,,,0,0,0,1,0,0,3,0,20,1,0,,0,38,0,0,0,,,172,110,111
2002,Středočeský kraj,Kutná Hora,Zbizuby,,,33,33,6,0,0,2,,,0,0,0,5,0,0,1,5,30,0,0,,0,61,2,0,3,,,304,181,181
2002,Středočeský kraj,Kutná Hora,Nové Dvory,,,107,57,5,0,1,1,,,0,0,0,2,0,3,9,3,39,1,1,,1,111,4,0,3,,,620,348,348
2002,Středočeský kraj,Kutná Hora,Zbraslavice,,,150,143,3,4,2,4,,,1,1,4,4,0,5,6,1,62,2,1,,1,265,18,0,5,,,1114,682,683
2002,Středočeský kraj,Kutná Hora,Okřesaneč,,,6,60,0,0,0,3,,,1,0,0,0,0,0,1,1,9,0,0,,0,50,0,0,0,,,162,131,131
2002,Středočeský kraj,Kutná Hora,Zbýšov,,,45,66,2,1,1,9,,,0,0,1,0,0,0,2,8,43,1,0,,1,120,14,0,0,,,512,314,315
2002,Středočeský kraj,Kutná Hora,Onomyšl,,,24,19,2,1,1,0,,,0,0,1,2,0,3,2,1,18,2,0,,0,74,5,0,0,,,214,155,156
2002,Středočeský kraj,Kutná Hora,Zruč nad Sázavou,,,544,384,11,13,0,17,,,1,9,7,13,0,8,53,48,185,6,2,,8,955,20,1,12,,,3996,2297,2308
2002,Středočeský kraj,Kutná Hora,Opatovice I,,,18,15,2,0,0,0,,,0,0,0,0,0,0,3,1,13,0,0,,1,24,0,0,0,,,96,77,77
2002,Středočeský kraj,Kutná Hora,Žáky,,,21,49,0,0,1,4,,,0,0,0,1,0,0,5,2,21,0,0,,0,70,2,0,13,,,287,189,190
2002,Středočeský kraj,Kutná Hora,Paběnice,,,19,24,3,0,0,1,,,0,0,0,0,0,1,1,0,19,0,0,,2,36,1,0,0,,,152,107,107
2002,Středočeský kraj,Kutná Hora,Žehušice,,,70,43,6,2,1,8,,,0,0,1,0,0,1,8,0,48,0,0,,3,82,5,0,0,,,458,278,280
2002,Středočeský kraj,Kutná Hora,Pertoltice,,,14,30,4,0,0,3,,,0,0,0,0,0,1,4,2,5,0,0,,0,37,1,0,3,,,140,104,104
2002,Středočeský kraj,Kutná Hora,Žleby,,,151,182,5,0,0,18,,,0,0,0,1,0,0,5,1,38,1,0,,1,217,5,0,4,,,1015,629,629
2002,Středočeský kraj,Mělník,Borek,,,45,5,2,0,0,0,,,0,0,0,6,0,0,1,0,17,2,0,,0,31,2,0,0,,,145,111,112
2002,Středočeský kraj,Mělník,Malý Újezd,,,88,82,4,3,0,4,,,0,0,1,0,3,1,6,1,20,3,1,,5,122,11,0,2,,,619,357,361
2002,Středočeský kraj,Mělník,Býkev,,,20,30,2,0,0,3,,,0,0,0,0,0,0,5,0,12,2,1,,0,58,2,0,0,,,246,135,137
2002,Středočeský kraj,Mělník,Medonosy,,,19,5,0,0,0,0,,,0,0,0,1,0,0,1,0,4,0,0,,0,20,11,0,0,,,90,61,61
2002,Středočeský kraj,Mělník,Byšice,,,115,77,2,2,1,11,,,0,0,1,2,0,0,9,4,62,6,1,,1,150,66,0,3,,,894,513,516
2002,Středočeský kraj,Mělník,Mělnické Vtelno,,,104,83,8,0,1,2,,,0,0,1,3,0,0,7,3,42,2,0,,1,99,19,0,1,,,681,376,376
2002,Středočeský kraj,Mělník,Cítov,,,89,117,3,0,1,8,,,0,0,1,2,0,1,6,1,42,2,0,,0,117,2,0,0,,,766,392,394
2002,Středočeský kraj,Mělník,Mělník,,,2499,1436,36,83,8,103,,,10,23,19,58,6,26,205,111,1035,118,11,,43,2549,148,2,66,,,15756,8595,8623
2002,Středočeský kraj,Mělník,Čečelice,,,65,50,2,2,4,1,,,1,0,1,0,2,0,3,0,26,3,0,,0,72,5,0,0,,,438,237,238
2002,Středočeský kraj,Mělník,Mšeno,,,182,99,15,4,1,4,,,3,2,2,5,0,1,9,33,108,5,0,,2,200,13,0,2,,,1127,690,693
2002,Středočeský kraj,Mělník,Dobřeň,,,22,16,4,0,0,2,,,0,0,0,0,0,0,2,0,11,0,0,,0,15,2,0,0,,,136,74,75
2002,Středočeský kraj,Mělník,Nebužely,,,33,41,3,4,0,2,,,0,0,1,1,0,1,1,0,30,0,0,,0,54,4,0,0,,,299,175,177
2002,Středočeský kraj,Mělník,Dolní Beřkovice,,,122,156,4,0,1,18,,,0,1,0,5,0,1,10,6,46,4,0,,2,187,11,0,2,,,1001,576,579
2002,Středočeský kraj,Mělník,Nedomice,,,46,15,0,1,0,0,,,0,0,1,0,2,2,1,1,13,0,0,,0,29,2,0,1,,,208,114,115
2002,Středočeský kraj,Mělník,Dolní Zimoř,,,7,10,0,0,0,0,,,0,0,0,0,0,0,0,0,10,2,0,,0,10,2,0,0,,,58,41,41
2002,Středočeský kraj,Mělník,Nelahozeves,,,128,123,1,3,1,6,,,0,0,0,2,0,0,7,4,54,2,0,,4,221,61,1,1,,,1071,619,620
2002,Středočeský kraj,Mělník,Dřínov,,,35,28,3,0,0,2,,,0,0,0,0,0,1,2,1,20,0,0,,0,32,0,0,1,,,269,125,125
2002,Středočeský kraj,Mělník,Neratovice,,,1801,1057,26,48,3,79,,,13,5,10,30,12,12,140,29,873,66,7,,26,1943,152,4,19,,,12646,6355,6394
2002,Středočeský kraj,Mělník,Dřísy,,,139,47,2,0,0,6,,,0,0,0,1,1,1,3,2,66,7,0,,4,73,11,0,0,,,596,363,365
2002,Středočeský kraj,Mělník,Nosálov,,,27,16,3,0,0,0,,,0,0,0,0,0,2,0,0,13,1,0,,1,25,0,0,2,,,133,90,91
2002,Středočeský kraj,Mělník,Horní Počaply,,,131,158,4,0,1,14,,,0,3,1,5,0,0,22,11,36,4,1,,3,194,4,0,4,,,950,596,598
2002,Středočeský kraj,Mělník,Nová Ves,,,98,100,4,2,1,0,,,0,0,1,7,0,1,8,2,45,5,1,,1,116,13,0,1,,,707,406,407
2002,Středočeský kraj,Mělník,Hořín,,,66,101,3,3,1,8,,,0,0,3,2,0,0,10,4,37,3,2,,2,73,4,1,2,,,585,325,328
2002,Středočeský kraj,Mělník,Obříství,,,107,96,5,1,0,2,,,0,0,2,4,0,0,2,3,41,4,1,,0,91,13,0,4,,,738,376,380
2002,Středočeský kraj,Mělník,Hostín,,,45,6,2,2,0,0,,,0,0,0,0,2,0,3,0,5,0,1,,1,26,6,0,1,,,173,100,100
2002,Středočeský kraj,Mělník,Ovčáry,,,85,32,1,0,2,1,,,0,0,0,0,2,1,4,2,14,1,0,,1,62,3,0,1,,,324,212,214
2002,Středočeský kraj,Mělník,Hostín u Vojkovic,,,20,13,2,1,0,1,,,0,0,1,1,2,0,1,3,11,1,0,,1,43,6,0,0,,,260,107,108
2002,Středočeský kraj,Mělník,Řepín,,,54,51,14,1,0,5,,,1,0,2,0,0,3,5,10,31,15,0,,3,68,3,0,2,,,459,268,271
2002,Středočeský kraj,Mělník,Chlumín,,,34,46,4,1,0,3,,,0,0,2,0,0,1,4,4,18,5,0,,0,41,1,0,0,,,333,164,164
2002,Středočeský kraj,Mělník,Spomyšl,,,52,52,2,2,1,1,,,1,0,0,0,0,1,4,3,5,2,0,,0,43,2,0,0,,,331,171,171
2002,Středočeský kraj,Mělník,Chorušice,,,53,73,1,2,0,2,,,0,1,0,1,0,1,4,0,17,3,1,,0,45,20,0,1,,,378,225,226
2002,Středočeský kraj,Mělník,Stránka,,,21,35,1,0,0,3,,,0,0,0,0,0,0,2,0,18,2,0,,0,26,3,0,2,,,183,113,113
2002,Středočeský kraj,Mělník,Chvatěruby,,,59,48,1,1,0,0,,,0,0,0,0,0,0,3,2,9,0,0,,1,77,3,0,0,,,338,204,206
2002,Středočeský kraj,Mělník,Střemy,,,45,32,6,1,0,1,,,0,0,2,0,0,1,5,2,20,2,0,,0,33,3,0,0,,,288,153,155
2002,Středočeský kraj,Mělník,Jeviněves,,,27,28,3,0,0,0,,,0,0,0,0,0,0,0,1,6,1,0,,0,39,4,0,0,,,141,109,109
2002,Středočeský kraj,Mělník,Tišice,,,211,117,9,3,3,9,,,1,0,3,9,2,0,24,5,50,3,1,,3,218,16,0,2,,,1149,689,690
2002,Středočeský kraj,Mělník,Kadlín,,,16,14,0,0,0,0,,,0,0,0,0,0,1,0,0,12,0,0,,0,25,1,0,0,,,111,69,69
2002,Středočeský kraj,Mělník,Tuhaň,,,40,48,3,2,2,5,,,0,0,0,0,0,0,4,2,25,5,0,,3,55,8,0,1,,,418,203,203
2002,Středočeský kraj,Mělník,Kanina,,,1,11,1,0,0,2,,,0,0,0,0,0,0,2,1,2,0,0,,0,15,0,0,0,,,43,35,35
2002,Středočeský kraj,Mělník,Tupadly,,,7,32,0,0,0,2,,,0,0,2,0,0,0,3,1,2,0,0,,0,15,0,0,0,,,98,64,64
2002,Středočeský kraj,Mělník,Kly,,,87,53,8,0,0,7,,,0,0,0,2,0,2,18,4,55,6,0,,2,118,24,0,5,,,762,391,398
2002,Středočeský kraj,Mělník,Újezdec,,,11,4,5,0,1,3,,,0,0,0,0,0,1,3,0,6,3,3,,0,24,1,0,0,,,88,65,65
2002,Středočeský kraj,Mělník,Kokořín,,,24,45,3,8,0,2,,,0,0,1,0,0,0,5,1,10,4,0,,0,36,2,0,0,,,296,141,141
2002,Středočeský kraj,Mělník,Úžice,,,62,71,5,3,1,4,,,2,2,1,1,0,0,7,0,28,2,0,,2,106,8,0,0,,,607,305,305
2002,Středočeský kraj,Mělník,Konětopy,,,41,7,2,0,0,0,,,0,1,0,1,0,1,4,1,13,1,2,,3,48,2,0,0,,,204,127,129
2002,Středočeský kraj,Mělník,Velký Borek,,,108,83,9,3,0,14,,,0,1,1,0,0,1,8,9,31,4,1,,3,119,7,1,0,,,671,403,404
2002,Středočeský kraj,Mělník,Kostelec nad Labem,,,378,221,4,8,5,18,,,1,2,2,9,5,3,39,9,153,13,0,,13,386,20,1,5,,,2381,1295,1298
2002,Středočeský kraj,Mělník,Veltrusy,,,232,118,9,3,0,6,,,2,4,2,1,0,0,28,9,95,3,0,,11,253,20,2,4,,,1245,802,804
2002,Středočeský kraj,Mělník,Kozomín,,,24,35,0,1,0,2,,,0,0,3,0,0,0,2,1,15,2,0,,0,56,1,1,3,,,228,146,147
2002,Středočeský kraj,Mělník,Vidim,,,15,58,2,1,0,2,,,1,0,0,1,0,0,2,2,14,1,0,,0,26,2,0,0,,,172,127,128
2002,Středočeský kraj,Mělník,Kralupy nad Vltavou,,,2030,1300,21,40,9,77,,,6,14,13,43,2,10,166,46,979,30,3,,115,2321,108,4,24,,,14093,7361,7389
2002,Středočeský kraj,Mělník,Vojkovice,,,87,71,7,1,0,3,,,0,1,2,2,0,1,1,1,19,3,0,,6,65,8,1,0,,,538,279,279
2002,Středočeský kraj,Mělník,Křenek,,,40,10,3,0,0,0,,,0,0,0,0,0,0,3,2,19,1,1,,1,35,5,0,2,,,175,122,122
2002,Středočeský kraj,Mělník,Vraňany,,,106,109,3,2,1,8,,,2,1,3,0,0,4,8,1,25,4,0,,0,97,5,3,3,,,666,385,386
2002,Středočeský kraj,Mělník,Ledčice,,,58,71,5,0,3,4,,,0,0,2,0,1,0,5,1,24,0,0,,0,95,3,0,2,,,461,274,275
