year,region,county,town,Akce za zruš.Senátu a proti t.,,ods,ksčm,Str.venkova-spoj.občan.síly,Balbínova poetická strana,Republikáni,Republikáni Miroslava Sládka,Nové hnutí,České sociálně demokrat.hnutí,Humanistická aliance,Cesta změny,Strana zdravého rozumu,Česká strana národně sociální,Česká pravice,Volba pro budoucnost,sz,Strana za životní jistoty,"Koalice KDU-ČSL, US-DEU",Naděje,Národně demokratická strana,Moravská demokratická strana,Občanská demokratická aliance,čssd,Sdružení nezávislých,Demokratická liga,Pravý Blok,Strana demokrat.socialismu,Romská občanská iniciativa ČR,voters,votes_ok,votes_all
2002,Hlavní město Praha,Praha 1,Praha 1,,,6366,1252,18,235,6,85,4,,53,74,16,150,16,36,553,54,4579,154,18,,120,4399,385,14,202,19,,31433,18808,18887
2002,Hlavní město Praha,Praha 2,Praha 2,,,9141,1803,35,350,9,117,8,,72,71,31,197,17,46,714,73,5592,193,25,,172,6413,499,19,287,22,,45373,25906,26021
2002,Hlavní město Praha,Praha 3,Praha 3,,,11999,3856,61,339,21,165,5,,86,115,36,306,11,72,883,145,6358,279,36,,204,9396,564,17,327,32,,60841,35313,35445
2002,Hlavní město Praha,Praha 4,Praha 4,,,23399,7062,96,548,52,293,20,,187,222,80,568,22,107,1632,259,13619,499,74,,364,17464,1304,35,516,56,,114735,68478,68749
2002,Hlavní město Praha,Praha 5,Praha 16,,,1326,426,5,24,2,17,1,,16,7,2,27,4,9,74,13,632,30,3,,18,834,90,1,24,2,,5513,3587,3602
2002,Hlavní město Praha,Praha 5,Praha-Slivenec,,,475,102,6,9,0,2,0,,3,3,3,6,3,0,34,3,179,6,1,,3,206,26,0,25,0,,1693,1095,1099
2002,Hlavní město Praha,Praha 5,Praha 5,,,13101,3384,60,357,16,153,11,,156,152,57,293,24,60,911,150,7874,306,37,,243,9241,823,29,319,22,,63489,37779,37926
2002,Hlavní město Praha,Praha 5,Praha-Velká Chuchle,,,348,86,5,6,1,3,1,,3,3,0,4,1,0,21,7,169,8,1,,2,213,33,2,10,2,,1380,929,935
2002,Hlavní město Praha,Praha 5,Praha-Lipence,,,346,79,3,4,0,5,1,,0,2,2,0,1,2,14,4,125,2,0,,6,173,17,0,7,1,,1267,794,795
2002,Hlavní město Praha,Praha 5,Praha-Zbraslav,,,1439,420,6,32,2,8,1,,6,8,8,34,2,9,90,11,789,27,1,,19,967,67,3,11,2,,6552,3962,3977
2002,Hlavní město Praha,Praha 5,Praha-Lochkov,,,95,38,2,1,0,1,0,,2,2,0,7,0,0,5,1,40,0,2,,2,69,8,0,2,0,,476,277,278
2002,Hlavní město Praha,Praha 6,Praha 6,,,17666,6746,68,470,28,191,16,,113,215,39,352,23,50,1358,166,12235,345,48,,369,13427,1051,20,396,30,,85088,55422,55609
2002,Hlavní město Praha,Praha 6,Praha-Před.Kopanina,,,89,16,0,3,0,1,0,,0,0,2,1,0,0,5,2,35,2,0,,0,48,2,0,4,1,,306,211,212
2002,Hlavní město Praha,Praha 6,Praha-Lysolaje,,,153,40,2,2,0,5,0,,1,5,3,10,0,0,17,3,127,6,0,,8,107,23,0,5,0,,753,517,518
2002,Hlavní město Praha,Praha 6,Praha-Suchdol,,,977,309,11,23,2,4,1,,14,4,5,22,2,5,81,6,598,33,2,,21,711,66,2,30,1,,4386,2930,2953
2002,Hlavní město Praha,Praha 6,Praha-Nebušice,,,385,137,5,10,1,4,1,,4,2,2,8,0,0,35,2,174,8,0,,7,239,39,0,1,3,,1627,1067,1069
2002,Hlavní město Praha,Praha 7,Praha 7,,,6727,1839,28,206,19,94,1,,48,79,20,158,19,36,549,102,4144,185,18,,131,5283,470,10,232,13,,34683,20411,20496
2002,Hlavní město Praha,Praha 7,Praha-Troja,,,181,35,0,6,0,4,0,,0,1,0,3,0,6,6,0,120,2,0,,1,111,18,1,6,0,,752,501,502
2002,Hlavní město Praha,Praha 8,Praha 8,,,16039,6754,62,390,26,302,7,,131,171,61,433,28,80,1202,180,8599,360,51,,230,14152,1013,38,512,36,,89231,50857,51054
2002,Hlavní město Praha,Praha 8,Praha-Ďáblice,,,421,182,2,19,2,5,0,,1,3,2,16,2,2,26,2,212,4,1,,2,258,25,0,14,0,,1893,1201,1204
2002,Hlavní město Praha,Praha 8,Praha-Březiněves,,,137,59,0,0,0,2,0,,0,1,0,6,0,1,7,3,48,4,1,,0,110,8,0,3,0,,559,390,390
2002,Hlavní město Praha,Praha 8,Praha-Dolní Chabry,,,504,130,1,15,0,4,0,,3,2,5,12,3,6,29,7,236,8,2,,4,262,41,0,14,0,,2066,1288,1293
2002,Hlavní město Praha,Praha 9,Praha 18,,,2129,989,11,40,4,51,3,,26,18,17,58,5,8,194,41,887,50,10,,17,2058,138,1,42,2,,11677,6799,6832
2002,Hlavní město Praha,Praha 9,Praha-Čakovice,,,1013,427,11,16,2,25,0,,4,12,7,33,4,2,70,16,393,16,2,,13,805,74,1,15,2,,4739,2963,2979
2002,Hlavní město Praha,Praha 9,Praha 19,,,812,467,2,22,2,22,0,,5,7,8,27,0,3,57,9,337,29,5,,7,655,54,2,14,3,,3799,2549,2557
2002,Hlavní město Praha,Praha 9,Praha-Satalice,,,281,109,1,6,0,4,0,,2,1,0,5,0,0,21,10,115,2,0,,4,159,23,0,1,3,,1088,747,747
2002,Hlavní město Praha,Praha 9,Praha 9,,,7041,2399,36,129,16,115,2,,46,71,36,205,9,40,445,88,3467,183,15,,104,5568,330,12,180,27,,35766,20564,20637
2002,Hlavní město Praha,Praha 9,Praha-Vinoř,,,418,166,6,8,1,6,0,,3,1,4,16,1,3,35,6,194,17,2,,5,346,20,0,10,1,,2016,1269,1271
2002,Hlavní město Praha,Praha 10,Praha 10,,,19523,6474,97,396,33,220,15,,135,187,62,475,27,102,1278,248,10538,398,78,,267,15017,1005,19,440,72,,92663,57106,57320
2002,Hlavní město Praha,Praha 11,Praha 11,,,13126,5130,38,321,17,210,12,,89,108,42,302,19,78,1093,134,6386,297,59,,202,11022,1632,11,315,37,,68684,40680,40819
2002,Hlavní město Praha,Praha 11,Praha-Šeberov,,,393,102,1,11,0,4,0,,0,1,2,15,0,1,29,0,144,7,1,,3,162,12,0,3,0,,1381,891,892
2002,Hlavní město Praha,Praha 11,Praha-Křeslice,,,65,9,0,2,0,2,0,,0,0,0,6,0,0,3,2,31,1,0,,0,51,5,1,0,0,,272,178,178
2002,Hlavní město Praha,Praha 11,Praha-Újezd,,,333,58,1,6,0,10,0,,1,1,0,1,2,0,20,3,145,6,0,,3,164,61,0,5,0,,1369,820,822
2002,Hlavní město Praha,Praha 12,Praha 12,,,9020,3616,47,254,16,169,7,,91,96,40,210,15,46,797,92,4139,222,35,,152,7241,619,18,215,17,,46308,27174,27265
2002,Hlavní město Praha,Praha 12,Praha-Libuš,,,1490,346,5,23,1,16,1,,9,10,9,29,2,12,104,18,641,23,4,,20,812,64,2,33,2,,6055,3676,3691
2002,Hlavní město Praha,Praha 12,Praha-Kunratice,,,1125,270,1,18,1,12,2,,5,19,5,29,4,4,55,13,556,16,4,,16,550,52,0,24,1,,4224,2782,2789
2002,Hlavní město Praha,Praha 13,Praha 13,,,7779,2268,31,181,8,142,8,,58,69,40,170,14,55,564,75,3958,203,11,,101,5658,454,11,218,16,,39211,22092,22155
2002,Hlavní město Praha,Praha 13,Praha-Řeporyje,,,450,115,5,15,0,5,0,,7,2,1,18,1,0,43,4,219,8,1,,4,227,20,1,11,0,,1895,1157,1164
2002,Hlavní město Praha,Praha 13,Praha 17,,,3316,1193,21,83,9,46,0,,36,21,13,86,6,12,309,39,1664,84,17,,47,2924,190,12,77,2,,17707,10207,10235
2002,Hlavní město Praha,Praha 13,Praha-Zličín,,,448,196,9,6,3,5,0,,2,4,2,13,1,5,30,5,213,14,1,,7,393,81,0,14,0,,2593,1452,1454
2002,Hlavní město Praha,Praha 14,Praha 14,,,5395,1819,25,118,9,86,1,,39,35,20,195,9,42,386,62,2387,128,19,,107,4303,325,10,100,15,,28843,15635,15683
2002,Hlavní město Praha,Praha 14,Praha-Dol.Počernice,,,343,120,3,12,0,9,0,,0,2,3,8,0,2,29,2,178,4,3,,6,219,30,0,7,1,,1486,981,983
2002,Hlavní město Praha,Praha 14,Praha 20,,,2179,1066,17,35,5,32,2,,11,24,5,54,7,14,146,27,895,64,5,,32,1785,113,3,31,5,,10356,6557,6579
2002,Hlavní město Praha,Praha 14,Praha-Klánovice,,,663,91,3,7,0,6,0,,1,3,0,12,0,7,30,4,259,6,2,,7,315,46,1,11,2,,2151,1476,1480
2002,Hlavní město Praha,Praha 14,Praha 21,,,1471,392,1,24,3,17,0,,8,14,8,48,1,2,70,9,550,15,2,,23,991,85,2,40,1,,6058,3777,3799
2002,Hlavní město Praha,Praha 14,Praha-Koloděje,,,206,45,2,4,0,6,0,,1,0,2,4,2,0,12,3,67,4,1,,1,90,25,1,3,0,,704,479,484
2002,Hlavní město Praha,Praha 14,Praha-Běchovice,,,306,115,4,6,1,5,0,,0,3,1,9,0,1,24,5,131,4,1,,4,242,27,1,5,0,,1286,895,902
2002,Hlavní město Praha,Praha 15,Praha 15,,,4648,1418,24,118,7,73,6,,41,46,16,126,14,30,401,42,2066,114,16,,67,3548,273,3,94,16,,22277,13207,13259
2002,Hlavní město Praha,Praha 15,Praha-Kolovraty,,,345,97,3,2,1,4,0,,2,3,4,8,1,1,22,6,145,5,1,,4,247,24,1,1,1,,1429,928,940
2002,Hlavní město Praha,Praha 15,Praha 22,,,827,279,4,11,1,24,1,,9,8,3,14,0,3,76,19,322,18,2,,8,586,33,0,20,2,,3845,2270,2278
2002,Hlavní město Praha,Praha 15,Praha-Královice,,,49,27,0,3,0,1,0,,0,0,0,0,0,0,4,2,11,0,0,,0,43,2,0,2,0,,222,144,144
2002,Hlavní město Praha,Praha 15,Praha-Benice,,,93,18,2,2,0,0,0,,0,0,0,1,0,4,3,1,27,2,1,,1,56,3,0,0,0,,299,214,215
2002,Hlavní město Praha,Praha 15,Praha-Nedvězí,,,68,12,0,2,0,3,0,,0,0,2,0,0,1,6,0,15,0,0,,0,19,5,0,1,0,,198,134,135
2002,Hlavní město Praha,Praha 15,Praha-Dol.Měcholupy,,,249,60,3,4,0,4,1,,0,2,1,1,1,0,14,3,100,1,3,,4,170,13,1,0,0,,932,635,638
2002,Hlavní město Praha,Praha 15,Praha-Petrovice,,,934,275,2,25,6,4,0,,7,6,6,21,1,3,84,6,445,26,1,,11,716,91,1,18,2,,4552,2691,2698
2002,Hlavní město Praha,Praha 15,Praha-Dubeč,,,363,161,1,13,2,11,0,,5,9,3,6,0,3,27,0,139,13,3,,8,293,30,1,11,3,,1640,1105,1110
2002,Hlavní město Praha,Praha 15,Praha-Štěrboholy,,,216,52,2,2,0,7,0,,2,6,0,3,0,2,9,3,68,6,0,,1,110,12,0,1,0,,722,502,502
2002,Středočeský kraj,Benešov,Benešov,,,2199,1099,31,41,10,57,,,10,17,23,50,1,10,181,70,1027,43,8,,28,2613,114,7,31,,,13058,7670,7709
2002,Středočeský kraj,Benešov,Nemíž,,,2,1,2,0,0,0,,,0,0,0,0,0,1,0,0,4,0,1,,0,7,0,0,0,,,28,18,18
2002,Středočeský kraj,Benešov,Bernartice,,,27,6,2,2,0,0,,,0,3,0,0,0,0,1,0,58,0,1,,0,44,0,0,1,,,194,145,145
2002,Středočeský kraj,Benešov,Nespeky,,,83,24,1,5,0,3,,,0,0,0,1,0,1,11,3,39,2,0,,0,76,17,0,1,,,363,267,268
2002,Středočeský kraj,Benešov,Bílkovice,,,14,36,2,1,0,1,,,0,0,0,1,0,0,2,0,10,0,0,,0,36,2,0,2,,,166,107,109
2002,Středočeský kraj,Benešov,Netvořice,,,117,68,9,0,0,6,,,1,0,1,0,0,0,13,3,51,1,0,,10,143,12,0,5,,,828,440,442
2002,Středočeský kraj,Benešov,Blažejovice,,,12,21,2,0,0,0,,,1,0,0,0,0,0,0,0,13,0,0,,0,21,2,0,0,,,81,72,72
2002,Středočeský kraj,Benešov,Neustupov,,,32,49,8,0,3,4,,,0,0,0,1,0,0,2,3,47,0,0,,2,101,8,0,1,,,412,261,261
2002,Středočeský kraj,Benešov,Borovnice,,,16,4,0,0,0,1,,,0,0,1,0,0,0,0,0,12,0,0,,0,31,0,0,0,,,83,65,65
2002,Středočeský kraj,Benešov,Neveklov,,,272,142,10,4,3,1,,,0,2,2,6,1,2,19,8,179,5,1,,4,343,21,1,3,,,1775,1029,1045
2002,Středočeský kraj,Benešov,Bukovany,,,75,37,2,0,1,4,,,0,0,3,0,0,2,4,2,23,0,0,,0,80,5,0,1,,,455,239,240
2002,Středočeský kraj,Benešov,Olbramovice,,,102,100,31,3,2,10,,,1,0,3,7,1,2,7,2,74,0,0,,2,179,6,0,3,,,889,535,536
2002,Středočeský kraj,Benešov,Bystřice,,,438,319,20,10,1,19,,,1,4,7,3,0,2,39,15,275,13,1,,7,616,39,1,11,,,3083,1841,1845
2002,Středočeský kraj,Benešov,Ostrov,,,7,4,0,0,0,1,,,0,0,0,0,0,0,1,1,8,0,0,,0,12,1,0,0,,,41,35,35
2002,Středočeský kraj,Benešov,Ctiboř,,,17,3,0,0,0,1,,,0,0,0,0,0,0,1,0,23,1,0,,0,11,6,0,0,,,84,63,63
2002,Středočeský kraj,Benešov,Ostředek,,,34,15,4,1,0,3,,,0,1,0,0,0,2,6,0,27,4,0,,0,48,3,0,1,,,253,149,150
2002,Středočeský kraj,Benešov,Čakov,,,18,4,0,0,0,0,,,0,0,0,0,0,0,0,1,12,0,0,,0,19,0,1,0,,,89,55,55
2002,Středočeský kraj,Benešov,Pavlovice,,,13,11,2,0,0,1,,,0,0,0,0,0,0,2,0,13,2,0,,0,43,1,0,0,,,134,88,90
2002,Středočeský kraj,Benešov,Čechtice,,,118,103,13,4,1,8,,,3,0,5,2,0,0,8,10,170,4,1,,2,247,5,0,7,,,1112,711,713
2002,Středočeský kraj,Benešov,Petroupim,,,37,19,1,0,0,1,,,0,0,0,1,0,0,7,2,20,0,1,,2,51,5,0,0,,,229,147,148
2002,Středočeský kraj,Benešov,Čerčany,,,410,160,6,10,0,11,,,2,3,2,10,0,2,28,15,169,2,0,,6,394,33,2,11,,,2113,1276,1278
2002,Středočeský kraj,Benešov,Popovice,,,21,44,4,0,0,4,,,0,0,1,0,0,0,0,3,24,0,1,,0,50,4,0,1,,,219,157,157
2002,Středočeský kraj,Benešov,Červený Újezd,,,38,22,7,0,0,0,,,0,0,0,0,0,2,3,13,49,2,0,,0,37,1,0,3,,,263,177,178
2002,Středočeský kraj,Benešov,Poříčí nad Sázavou,,,99,63,11,1,0,1,,,1,4,1,2,0,1,11,4,79,6,0,,0,147,38,2,4,,,798,475,476
2002,Středočeský kraj,Benešov,Český Šternberk,,,38,25,2,1,0,2,,,0,0,2,1,0,0,4,2,13,0,0,,0,27,2,0,0,,,153,119,119
2002,Středočeský kraj,Benešov,Postupice,,,93,84,12,1,2,1,,,0,0,2,6,0,0,5,7,66,3,0,,1,164,16,0,0,,,867,463,466
2002,Středočeský kraj,Benešov,Čtyřkoly,,,59,28,3,0,0,0,,,3,0,0,0,0,0,4,4,17,0,0,,0,63,4,0,2,,,259,187,188
2002,Středočeský kraj,Benešov,Pravonín,,,64,49,9,0,0,0,,,0,0,2,1,0,0,1,3,40,4,0,,0,93,6,0,0,,,432,272,273
2002,Středočeský kraj,Benešov,Děkanovice,,,1,2,1,0,0,0,,,0,0,0,0,0,0,0,0,22,0,0,,0,10,2,0,0,,,48,38,38
2002,Středočeský kraj,Benešov,Přestavlky u Čerčan,,,51,8,1,0,0,0,,,0,1,0,0,0,0,1,4,12,0,0,,0,66,0,0,1,,,228,145,147
2002,Středočeský kraj,Benešov,Divišov,,,114,147,10,1,0,7,,,1,2,2,20,0,1,12,1,99,1,1,,1,216,10,0,3,,,1071,649,651
2002,Středočeský kraj,Benešov,Psáře,,,17,13,0,0,0,0,,,0,0,0,0,0,0,0,0,16,0,0,,0,21,3,0,2,,,95,72,72
2002,Středočeský kraj,Benešov,Dolní Kralovice,,,68,117,8,2,3,2,,,0,0,0,0,1,1,5,4,87,1,0,,0,146,4,0,1,,,738,450,451
2002,Středočeský kraj,Benešov,Pyšely,,,232,85,2,4,0,0,,,2,1,4,3,0,6,22,7,72,1,2,,7,192,27,2,11,,,1008,682,689
2002,Středočeský kraj,Benešov,Drahňovice,,,10,3,2,0,0,0,,,0,0,0,0,0,0,0,0,8,0,0,,0,12,1,0,0,,,50,36,36
2002,Středočeský kraj,Benešov,Rabyně,,,44,22,3,1,0,1,,,0,0,1,0,0,0,1,4,36,0,0,,3,41,1,1,1,,,228,160,160
2002,Středočeský kraj,Benešov,Dunice,,,11,6,1,0,0,0,,,0,0,0,0,0,0,0,0,10,0,0,,0,17,0,0,0,,,59,45,46
2002,Středočeský kraj,Benešov,Radošovice,,,15,43,4,0,0,0,,,0,0,0,0,0,1,0,2,64,4,0,,1,38,2,0,0,,,247,174,174
2002,Středočeský kraj,Benešov,Heřmaničky,,,77,78,22,5,3,2,,,1,0,4,4,1,1,9,2,51,2,0,,0,110,5,0,4,,,550,381,384
2002,Středočeský kraj,Benešov,Rataje,,,18,20,5,0,0,1,,,0,0,0,0,0,0,2,0,26,0,0,,2,35,3,0,0,,,155,112,112
2002,Středočeský kraj,Benešov,Hradiště,,,6,4,3,0,0,1,,,1,0,0,0,0,0,0,0,4,0,0,,0,10,0,0,0,,,44,29,31
2002,Středočeský kraj,Benešov,Ratměřice,,,18,22,4,0,0,1,,,0,0,0,0,0,0,3,5,19,0,0,,0,44,5,0,1,,,182,122,122
2002,Středočeský kraj,Benešov,Hulice,,,37,34,3,0,0,0,,,0,1,1,0,0,0,7,0,21,1,0,,0,63,7,0,3,,,245,178,178
2002,Středočeský kraj,Benešov,Řimovice,,,11,14,1,0,3,2,,,0,0,1,0,0,0,0,2,16,0,0,,0,15,3,0,0,,,148,68,68
2002,Středočeský kraj,Benešov,Hvězdonice,,,62,24,0,2,0,1,,,0,1,4,0,0,0,2,0,23,0,3,,0,49,5,0,2,,,255,178,178
2002,Středočeský kraj,Benešov,Sázava,,,380,309,7,6,2,31,,,3,2,2,16,1,10,35,22,221,4,1,,5,612,21,1,3,,,3008,1694,1700
2002,Středočeský kraj,Benešov,Chářovice,,,21,18,1,0,0,0,,,0,0,0,0,0,0,4,0,7,1,2,,0,31,2,0,0,,,124,87,88
2002,Středočeský kraj,Benešov,Sedlec-Prčice,,,288,243,25,4,2,10,,,4,6,9,6,0,3,38,8,318,5,4,,6,496,28,1,2,,,2380,1506,1517
2002,Středočeský kraj,Benešov,Chleby,,,6,5,1,0,0,0,,,0,0,0,0,0,0,0,1,13,0,0,,2,9,0,0,0,,,53,37,37
2002,Středočeský kraj,Benešov,Slověnice,,,4,9,0,0,0,0,,,0,0,0,0,0,0,1,0,7,0,0,,0,9,1,0,2,,,40,33,33
2002,Středočeský kraj,Benešov,Chlístov,,,43,15,2,2,0,2,,,0,0,1,0,0,0,5,0,13,0,0,,4,33,0,0,0,,,199,120,120
2002,Středočeský kraj,Benešov,Smilkov,,,18,42,3,1,0,1,,,0,0,0,2,0,0,4,0,20,0,0,,0,54,2,0,1,,,224,148,149
2002,Středočeský kraj,Benešov,Chlum,,,5,11,5,0,0,1,,,0,0,0,0,0,0,2,1,16,0,0,,0,41,1,0,0,,,114,83,83
2002,Středočeský kraj,Benešov,Snět,,,6,5,3,0,0,3,,,0,0,1,0,0,0,2,1,26,0,0,,0,26,1,0,2,,,99,76,76
2002,Středočeský kraj,Benešov,Chmelná,,,13,1,1,0,0,0,,,0,0,0,0,0,0,0,0,41,1,0,,1,13,0,0,0,,,85,71,72
2002,Středočeský kraj,Benešov,Soběhrdy,,,39,23,1,0,0,0,,,0,1,0,0,0,0,1,2,32,0,0,,0,69,5,0,0,,,227,173,177
2002,Středočeský kraj,Benešov,Chocerady,,,99,86,4,2,1,4,,,0,6,1,4,0,1,9,2,68,0,0,,2,174,16,0,5,,,827,484,490
2002,Středočeský kraj,Benešov,Soutice,,,20,19,6,0,1,1,,,0,0,0,0,0,0,0,1,12,0,0,,0,46,3,0,0,,,209,109,112
2002,Středočeský kraj,Benešov,Choratice,,,11,6,1,0,0,0,,,0,0,0,0,0,0,0,1,9,0,0,,0,9,0,0,0,,,48,37,37
2002,Středočeský kraj,Benešov,Stranný,,,15,16,2,0,0,1,,,0,0,1,0,0,0,1,0,13,0,0,,0,22,0,0,0,,,93,71,71
2002,Středočeský kraj,Benešov,Chotýšany,,,57,33,1,0,1,1,,,0,0,0,1,0,1,1,3,32,0,0,,0,79,9,0,0,,,353,219,222
2002,Středočeský kraj,Benešov,Strojetice,,,4,14,3,0,0,2,,,0,0,1,0,0,0,0,1,10,0,0,,0,23,1,0,0,,,104,59,59
2002,Středočeský kraj,Benešov,Chrášťany,,,26,21,4,1,0,4,,,0,1,1,0,0,0,3,1,24,0,0,,1,25,4,0,1,,,157,117,119
2002,Středočeský kraj,Benešov,Struhařov,,,71,68,5,2,0,0,,,0,0,2,5,0,2,6,1,38,0,0,,0,117,4,0,0,,,520,321,321
2002,Středočeský kraj,Benešov,Jankov,,,72,94,18,1,1,7,,,0,0,1,4,0,4,4,1,81,0,1,,1,167,5,0,2,,,683,464,465
2002,Středočeský kraj,Benešov,Střezimíř,,,54,39,3,0,0,1,,,0,0,0,0,0,1,2,4,22,0,0,,0,72,1,0,2,,,277,201,202
2002,Středočeský kraj,Benešov,Javorník,,,7,7,0,0,0,0,,,0,0,1,1,0,0,2,0,16,0,0,,0,32,3,0,0,,,99,69,70
2002,Středočeský kraj,Benešov,Studený,,,7,26,1,0,1,0,,,0,0,0,0,0,1,0,1,8,0,0,,0,16,1,0,0,,,90,62,62
2002,Středočeský kraj,Benešov,Ješetice,,,6,11,3,0,0,0,,,0,0,0,0,0,0,0,0,20,0,0,,0,27,1,0,0,,,100,68,68
2002,Středočeský kraj,Benešov,Šetějovice,,,9,6,2,0,0,0,,,0,0,0,0,0,0,0,1,19,0,0,,0,10,3,0,0,,,53,50,50
2002,Středočeský kraj,Benešov,Kamberk,,,23,9,0,0,0,1,,,0,0,0,3,0,0,3,1,17,1,0,,0,33,1,0,0,,,151,92,92
2002,Středočeský kraj,Benešov,Tehov,,,18,19,4,2,0,0,,,0,0,0,1,0,0,2,5,16,2,1,,1,43,4,0,0,,,218,118,119
2002,Středočeský kraj,Benešov,Keblov,,,23,18,0,0,0,0,,,0,0,0,1,0,0,6,1,5,0,0,,0,56,0,0,0,,,153,110,110
2002,Středočeský kraj,Benešov,Teplýšovice,,,19,25,3,0,0,2,,,0,0,0,4,0,0,1,0,65,0,2,,1,80,2,0,0,,,313,204,205
2002,Středočeský kraj,Benešov,Kladruby,,,33,22,1,0,0,2,,,0,0,0,2,0,0,3,3,37,3,1,,0,56,4,0,0,,,238,167,167
2002,Středočeský kraj,Benešov,Tichonice,,,13,30,2,1,0,1,,,0,0,0,0,0,0,0,1,18,1,0,,1,70,0,0,9,,,176,147,147
2002,Středočeský kraj,Benešov,Kondrac,,,37,29,3,2,0,5,,,0,0,2,1,0,0,0,0,49,1,0,,1,73,6,1,0,,,343,210,210
2002,Středočeský kraj,Benešov,Tisem,,,32,12,6,0,0,0,,,0,0,0,0,0,0,1,1,6,2,0,,0,50,2,0,0,,,154,112,112
2002,Středočeský kraj,Benešov,Kozmice,,,29,18,2,1,0,3,,,0,0,0,0,0,1,3,0,13,0,0,,1,43,6,0,0,,,185,120,121
2002,Středočeský kraj,Benešov,Tomice,,,9,15,3,0,0,0,,,0,0,1,0,0,0,3,3,16,1,0,,0,28,3,0,0,,,102,82,82
2002,Středočeský kraj,Benešov,Krhanice,,,134,56,2,3,0,5,,,1,0,2,10,1,0,8,3,49,1,3,,1,150,4,1,3,,,699,437,440
2002,Středočeský kraj,Benešov,Trhový Štěpánov,,,95,91,8,1,0,6,,,1,0,3,2,0,4,6,1,118,5,0,,1,173,19,0,3,,,1018,537,539
2002,Středočeský kraj,Benešov,Krňany,,,52,30,1,2,2,1,,,0,2,0,0,0,2,4,0,25,1,0,,0,49,1,0,2,,,291,174,174
2002,Středočeský kraj,Benešov,Třebešice,,,18,9,0,1,0,0,,,0,0,0,0,0,0,0,0,5,1,0,,1,13,5,0,0,,,67,53,54
2002,Středočeský kraj,Benešov,Křečovice,,,54,87,14,1,0,2,,,2,1,3,1,0,0,3,4,71,2,0,,1,110,10,0,3,,,583,369,369
2002,Středočeský kraj,Benešov,Týnec nad Sázavou,,,617,483,13,9,1,24,,,4,4,2,11,1,5,59,16,247,9,2,,14,857,38,3,12,,,4169,2431,2439
2002,Středočeský kraj,Benešov,Křivsoudov,,,40,39,6,0,0,1,,,0,0,1,1,0,0,2,3,50,1,0,,0,61,6,0,1,,,337,212,214
2002,Středočeský kraj,Benešov,Václavice,,,71,39,0,0,1,0,,,2,0,0,0,0,0,10,2,34,0,0,,0,74,9,0,1,,,375,243,243
2002,Středočeský kraj,Benešov,Kuňovice,,,6,0,0,0,0,0,,,0,0,0,2,0,0,0,0,21,0,0,,0,36,0,0,0,,,71,65,65
2002,Středočeský kraj,Benešov,Veliš,,,23,28,0,0,1,0,,,0,0,0,3,0,0,1,2,44,1,0,,0,40,1,0,1,,,250,145,146
2002,Středočeský kraj,Benešov,Lešany,,,61,44,2,0,0,1,,,0,2,0,7,0,0,6,3,31,0,0,,1,104,7,0,1,,,438,270,272
2002,Středočeský kraj,Benešov,Vlašim,,,1231,1010,42,25,6,31,,,11,6,11,39,1,7,78,101,789,17,7,,20,1829,92,4,20,,,10111,5377,5393
2002,Středočeský kraj,Benešov,Libež,,,21,30,0,0,0,3,,,0,0,0,0,0,0,1,3,14,1,0,,0,10,1,0,1,,,129,85,85
2002,Středočeský kraj,Benešov,Vodslivy,,,13,7,0,1,0,0,,,0,0,0,0,0,0,0,0,13,0,0,,0,11,0,0,0,,,72,45,45
2002,Středočeský kraj,Benešov,Litichovice,,,0,11,0,0,0,0,,,0,0,0,0,0,0,0,1,13,0,0,,0,10,1,0,0,,,41,36,36
2002,Středočeský kraj,Benešov,Vojkov,,,42,49,17,3,1,3,,,0,0,0,1,0,1,5,7,28,0,0,,0,73,12,0,0,,,388,242,245
2002,Středočeský kraj,Benešov,Loket,,,38,39,2,2,2,4,,,1,0,0,0,0,1,7,4,75,0,0,,2,128,4,0,0,,,434,309,309
2002,Středočeský kraj,Benešov,Votice,,,459,336,38,17,1,29,,,3,13,7,13,3,3,48,22,267,16,0,,6,779,25,2,7,,,3594,2094,2115
2002,Středočeský kraj,Benešov,Louňovice p.Blaníkem,,,78,63,7,2,0,2,,,0,1,0,6,0,3,2,2,58,3,1,,0,129,1,1,3,,,559,362,368
2002,Středočeský kraj,Benešov,Vracovice,,,40,27,3,0,1,0,,,0,0,1,0,0,0,1,1,49,0,1,,0,59,7,1,2,,,299,193,193
2002,Středočeský kraj,Benešov,Lštění,,,63,33,1,2,0,0,,,0,0,0,1,0,0,5,3,25,0,0,,5,56,4,1,0,,,290,199,199
2002,Středočeský kraj,Benešov,Vranov,,,40,28,2,0,0,0,,,0,0,0,2,0,0,4,0,15,1,0,,0,72,3,0,0,,,241,167,168
2002,Středočeský kraj,Benešov,Maršovice,,,61,82,10,2,0,5,,,1,1,0,1,0,0,8,1,50,1,0,,1,119,14,0,2,,,555,359,360
2002,Středočeský kraj,Benešov,Vrchotovy Janovice,,,68,75,13,1,0,6,,,0,2,1,0,0,0,8,0,45,0,0,,2,185,10,0,0,,,707,416,417
2002,Středočeský kraj,Benešov,Mezno,,,50,43,2,0,0,1,,,0,0,0,0,0,0,1,2,27,0,0,,0,65,1,0,0,,,297,192,192
