year,region,county,town,Aktiv nezávislých občanů,kdúčsl,LEV 21-Národní socialisté,ods,ksčm,HLAVU VZHŮRU - volební blok,Suver.-Strana zdravého rozumu,Strana soukromníků ČR,top_09,Dělnic.str.sociální spravedl.,politické hnutí Změna,ano,Strana svobodných občanů,Koruna Česká (monarch.strana),-,Klub angažovaných nestraníků,sz,Strana Práv Občanů ZEMANOVCI,Úsvit přímé demokr.T.Okamury,Volte Pr.Blok www.cibulka.net,Romská demokratická strana,Česká pirátská strana,OBČANÉ 2011,čssd,voters,votes_ok,votes_all
2013,Středočeský kraj,Beroun,Cerhovice,1,17,0,40,77,4,2,0,94,6,3,133,10,0,,,10,0,53,,0,15,,111,881,576,580
2013,Středočeský kraj,Beroun,Drozdov,0,7,0,44,103,1,0,3,39,3,1,81,7,1,,,7,6,12,,0,13,,83,574,411,414
2013,Středočeský kraj,Beroun,Felbabka,0,2,0,9,25,0,1,0,17,2,0,22,5,1,,,2,3,12,,0,3,,39,219,143,143
2013,Středočeský kraj,Beroun,Hlásná Třebaň,3,21,0,105,25,0,2,0,90,1,1,107,16,0,,,27,4,20,,0,20,,51,693,493,498
2013,Středočeský kraj,Beroun,Hořovice,2,132,5,364,523,12,7,6,388,19,17,598,54,6,,,90,23,168,,2,77,,706,5338,3199,3214
2013,Středočeský kraj,Beroun,Hostomice,1,27,2,52,124,8,0,3,113,6,8,149,15,1,,,23,6,52,,1,15,,168,1314,774,781
2013,Středočeský kraj,Beroun,Hředle,0,9,1,23,38,1,0,2,23,4,0,46,7,0,,,1,2,12,,0,3,,43,298,215,215
2013,Středočeský kraj,Beroun,Hudlice,0,8,0,51,158,3,0,3,56,9,0,117,8,2,,,17,8,36,,1,10,,131,985,618,622
2013,Středočeský kraj,Beroun,Hvozdec,0,5,0,10,50,0,1,0,15,1,1,26,1,0,,,5,1,14,,0,5,,31,223,166,168
2013,Středočeský kraj,Beroun,Hýskov,3,22,1,80,125,4,2,4,145,4,5,237,16,1,,,25,10,52,,3,22,,143,1236,904,925
2013,Středočeský kraj,Beroun,Chaloupky,0,0,0,31,47,2,0,1,38,2,0,45,4,1,,,7,1,20,,0,9,,60,404,268,270
2013,Středočeský kraj,Beroun,Chlustina,0,0,0,8,15,0,0,1,11,1,0,17,5,0,,,1,1,9,,0,4,,29,177,102,102
2013,Středočeský kraj,Beroun,Chodouň,0,8,0,32,48,0,3,1,28,9,0,56,9,1,,,11,1,24,,0,18,,71,498,320,322
2013,Středočeský kraj,Beroun,Chrustenice,1,9,0,54,53,2,0,1,66,3,6,104,14,0,,,22,5,25,,0,15,,47,648,427,431
2013,Středočeský kraj,Beroun,Chyňava,0,15,0,102,162,3,5,2,134,9,4,166,20,2,,,34,20,44,,1,34,,152,1445,909,916
2013,Středočeský kraj,Beroun,Jivina,0,2,0,10,20,1,0,0,7,3,0,20,4,2,,,5,3,8,,1,2,,21,167,109,112
2013,Středočeský kraj,Beroun,Karlštejn,0,16,0,56,46,5,2,0,78,5,0,77,11,0,,,16,3,31,,0,13,,65,676,424,430
2013,Středočeský kraj,Beroun,Komárov,1,29,0,123,219,7,4,5,114,7,4,227,23,6,,,24,15,70,,1,27,,255,1963,1161,1173
2013,Středočeský kraj,Beroun,Koněprusy,0,7,0,6,17,0,0,0,20,1,4,33,3,0,,,4,1,6,,0,2,,24,184,128,129
2013,Středočeský kraj,Beroun,Korno,0,7,0,7,11,0,0,0,10,0,0,3,2,0,,,1,0,5,,0,0,,18,82,64,64
2013,Středočeský kraj,Beroun,Kotopeky,0,7,0,8,17,3,0,1,14,3,0,41,1,0,,,0,1,14,,0,3,,36,253,149,150
2013,Středočeský kraj,Beroun,Králův Dvůr,5,97,0,287,477,17,11,4,472,31,17,619,98,10,,,80,12,198,,2,78,,548,5553,3063,3084
2013,Středočeský kraj,Beroun,Kublov,1,12,0,27,46,1,2,0,40,1,2,81,10,1,,,8,1,13,,0,6,,60,511,312,318
2013,Středočeský kraj,Beroun,Lážovice,0,4,0,1,5,0,0,1,8,0,0,11,1,0,,,4,1,2,,0,5,,10,84,53,54
2013,Středočeský kraj,Beroun,Lhotka,0,5,0,8,33,0,1,1,13,1,1,47,2,0,,,3,1,6,,2,1,,34,270,159,159
2013,Středočeský kraj,Beroun,Libomyšl,0,6,0,9,51,0,1,0,27,0,4,57,3,0,,,3,3,18,,0,12,,57,412,251,251
2013,Středočeský kraj,Beroun,Liteň,1,29,1,26,58,7,1,2,89,7,2,81,16,0,,,16,6,25,,8,6,,88,853,469,477
2013,Středočeský kraj,Beroun,Loděnice,0,46,0,81,102,11,2,0,129,3,6,154,22,5,,,54,5,38,,0,20,,155,1372,833,836
2013,Středočeský kraj,Beroun,Lochovice,0,16,0,23,93,1,2,3,48,3,2,125,12,3,,,20,7,28,,0,22,,111,912,519,523
2013,Středočeský kraj,Beroun,Lužce,0,0,0,4,10,0,0,0,10,2,0,14,1,0,,,1,0,8,,0,1,,10,93,61,62
2013,Středočeský kraj,Beroun,Malá Víska,0,0,0,5,15,0,1,0,7,1,0,7,1,0,,,0,0,1,,0,0,,8,78,46,47
2013,Středočeský kraj,Beroun,Málkov,0,2,0,2,12,0,0,0,6,0,0,5,2,0,,,3,1,2,,0,2,,9,83,46,46
2013,Středočeský kraj,Beroun,Měňany,0,3,1,13,17,1,0,3,23,1,1,16,5,0,,,1,1,10,,0,2,,16,240,114,114
2013,Středočeský kraj,Beroun,Mezouň,0,23,0,28,21,0,1,1,76,0,2,70,9,0,,,7,0,21,,0,8,,32,426,299,300
2013,Středočeský kraj,Beroun,Mořina,0,4,1,43,59,1,3,0,62,1,1,81,18,2,,,10,6,18,,0,11,,74,592,395,397
2013,Středočeský kraj,Beroun,Mořinka,0,2,0,10,5,1,0,0,17,0,0,19,5,0,,,4,0,7,,0,0,,16,115,86,86
2013,Středočeský kraj,Beroun,Nenačovice,2,6,0,8,21,0,1,0,28,0,2,29,10,1,,,7,2,7,,0,6,,23,196,153,154
2013,Středočeský kraj,Beroun,Nesvačily,0,4,0,2,21,0,0,1,12,0,0,17,0,0,,,3,4,3,,0,4,,11,112,82,82
2013,Středočeský kraj,Beroun,Neumětely,0,3,0,18,40,3,1,0,18,3,1,42,3,0,,,9,7,21,,0,3,,64,435,236,239
2013,Středočeský kraj,Beroun,Nižbor,0,27,0,141,133,8,6,3,131,9,8,231,31,3,,,46,6,42,,1,33,,172,1536,1031,1041
2013,Středočeský kraj,Beroun,Nový Jáchymov,0,7,0,32,61,1,0,0,39,1,2,70,6,1,,,13,1,13,,0,16,,67,542,330,332
2013,Středočeský kraj,Beroun,Olešná,0,10,0,9,45,0,1,0,13,1,0,33,1,0,,,3,5,11,,0,7,,58,342,197,199
2013,Středočeský kraj,Beroun,Osek,0,12,0,29,66,2,1,0,43,1,2,99,2,0,,,8,7,19,,0,9,,121,642,421,423
2013,Středočeský kraj,Beroun,Osov,0,12,0,16,30,0,0,0,33,1,1,31,4,0,,,5,0,8,,0,1,,24,294,166,166
2013,Středočeský kraj,Beroun,Otmíče,0,0,0,4,25,0,0,2,16,0,2,9,1,0,,,4,0,3,,0,4,,14,137,84,87
2013,Středočeský kraj,Beroun,Otročiněves,0,3,0,8,63,1,1,2,43,2,2,55,10,2,,,11,1,16,,0,4,,56,407,280,281
2013,Středočeský kraj,Beroun,Podbrdy,0,2,0,11,29,0,0,0,7,1,1,26,1,0,,,3,6,9,,0,2,,31,167,129,130
2013,Středočeský kraj,Beroun,Podluhy,0,3,1,29,71,4,0,2,24,0,0,69,10,1,,,11,4,21,,0,10,,99,510,359,359
2013,Středočeský kraj,Beroun,Praskolesy,0,12,1,27,105,3,1,0,51,4,3,75,6,0,,,7,6,34,,0,15,,101,694,451,453
2013,Středočeský kraj,Beroun,Rpety,0,3,0,20,36,1,2,2,22,2,4,61,4,2,,,4,1,16,,0,10,,57,389,247,258
2013,Středočeský kraj,Beroun,Skřipel,0,3,0,3,6,0,0,0,7,1,0,11,0,0,,,3,0,3,,0,0,,8,98,45,46
2013,Středočeský kraj,Beroun,Skuhrov,0,7,0,24,34,0,0,1,29,2,0,34,7,0,,,11,2,14,,0,7,,53,368,225,226
2013,Středočeský kraj,Beroun,Srbsko,0,9,1,49,34,3,0,0,47,0,1,39,8,3,,,14,5,22,,0,9,,32,442,276,278
2013,Středočeský kraj,Beroun,Stašov,0,4,1,14,33,3,1,3,25,0,1,40,0,0,,,8,1,8,,0,3,,75,347,220,223
2013,Středočeský kraj,Beroun,Suchomasty,0,9,0,12,86,0,0,1,18,0,2,24,2,1,,,9,0,21,,0,7,,33,359,225,226
2013,Středočeský kraj,Beroun,Svatá,0,5,0,25,42,0,0,0,37,1,0,51,7,4,,,5,5,7,,0,5,,61,380,255,256
2013,Středočeský kraj,Beroun,Svatý Jan pod Skalou,0,8,0,8,7,0,1,0,22,0,0,11,3,1,,,11,3,4,,0,2,,12,131,93,95
2013,Středočeský kraj,Beroun,Svinaře,1,6,0,37,27,0,1,3,62,0,1,78,10,0,,,17,2,12,,0,11,,30,452,298,304
2013,Středočeský kraj,Beroun,Tetín,1,15,0,28,68,2,2,3,62,2,3,66,10,1,,,15,5,27,,0,15,,89,674,414,414
2013,Středočeský kraj,Beroun,Tlustice,0,10,0,33,120,4,1,1,47,1,3,125,8,2,,,17,7,30,,0,16,,90,734,515,533
2013,Středočeský kraj,Beroun,Tmaň,0,9,0,26,100,1,6,4,53,6,4,99,22,0,,,9,6,30,,1,11,,86,873,473,476
2013,Středočeský kraj,Beroun,Točník,0,5,0,9,17,1,1,0,13,3,0,26,2,0,,,4,2,9,,0,2,,26,190,120,121
2013,Středočeský kraj,Beroun,Trubín,0,5,0,19,39,1,0,0,26,2,0,52,7,0,,,2,0,10,,0,1,,33,265,197,197
2013,Středočeský kraj,Beroun,Trubská,0,2,0,1,22,1,1,1,9,1,0,30,0,0,,,7,1,3,,0,1,,13,132,93,93
2013,Středočeský kraj,Beroun,Újezd,0,25,0,30,53,2,6,0,29,1,3,78,4,0,,,10,1,28,,0,16,,74,499,360,361
2013,Středočeský kraj,Beroun,Velký Chlumec,0,5,0,9,38,2,0,1,36,4,0,41,2,0,,,5,3,7,,0,8,,58,333,219,223
2013,Středočeský kraj,Beroun,Vinařice,0,1,0,6,6,0,2,0,5,0,0,20,0,2,,,1,1,0,,0,3,,9,78,56,56
2013,Středočeský kraj,Beroun,Vižina,1,7,1,11,21,1,3,0,17,1,1,25,1,0,,,4,5,12,,0,0,,26,196,137,139
2013,Středočeský kraj,Beroun,Vráž,1,15,0,43,99,2,3,3,67,2,4,114,14,3,,,22,6,35,,2,11,,111,884,557,561
2013,Středočeský kraj,Beroun,Všeradice,0,12,0,12,38,1,0,1,29,2,2,71,2,0,,,10,3,7,,0,8,,35,368,233,238
2013,Středočeský kraj,Beroun,Vysoký Újezd,1,12,2,27,46,0,0,2,47,0,1,64,13,2,,,12,1,23,,0,11,,52,516,316,319
2013,Středočeský kraj,Beroun,Zadní Třebaň,0,15,0,47,50,7,2,4,77,0,2,83,12,3,,,19,2,21,,0,18,,86,616,448,456
2013,Středočeský kraj,Beroun,Zaječov,0,21,1,52,186,4,0,1,77,14,3,110,6,2,,,22,5,42,,0,14,,139,1192,699,700
2013,Středočeský kraj,Beroun,Záluží,0,12,0,12,63,2,1,0,14,3,0,35,2,0,,,6,3,19,,1,6,,70,392,249,250
2013,Středočeský kraj,Beroun,Zdice,0,56,1,189,322,16,8,8,231,15,6,335,48,4,,,55,22,115,,2,30,,535,3252,1998,2010
2013,Středočeský kraj,Beroun,Žebrák,1,41,1,71,153,8,4,4,110,7,6,212,21,1,,,47,6,71,,1,39,,228,1631,1032,1040
2013,Středočeský kraj,Beroun,Železná,0,2,0,12,24,4,2,0,26,1,0,23,3,0,,,1,0,10,,0,5,,31,219,144,146
2013,Středočeský kraj,Kladno,Běleč,0,7,0,19,22,2,1,0,27,1,1,26,2,0,,,4,0,5,,0,3,,40,265,160,160
2013,Středočeský kraj,Kladno,Běloky,0,5,0,10,14,1,1,0,17,0,0,9,3,0,,,4,0,8,,0,3,,14,122,89,90
2013,Středočeský kraj,Kladno,Beřovice,0,2,0,7,27,1,1,1,18,6,0,38,4,0,,,3,3,11,,0,6,,21,259,149,149
2013,Středočeský kraj,Kladno,Bílichov,0,3,1,0,16,0,1,0,9,0,0,14,6,1,,,3,0,7,,0,5,,26,149,92,94
2013,Středočeský kraj,Kladno,Blevice,0,1,0,4,58,2,1,0,11,2,0,23,3,0,,,8,1,9,,0,5,,38,241,166,167
2013,Středočeský kraj,Kladno,Brandýsek,0,15,0,62,191,2,3,11,84,10,2,168,27,2,,,30,9,50,,0,32,,169,1444,867,871
2013,Středočeský kraj,Kladno,Braškov,1,11,0,65,77,1,1,1,109,7,4,135,17,1,,,10,1,20,,0,17,,94,839,572,579
2013,Středočeský kraj,Kladno,Bratronice,2,12,0,67,86,2,1,0,59,3,8,77,12,0,,,8,2,22,,1,13,,72,740,447,448
2013,Středočeský kraj,Kladno,Buštěhrad,1,52,1,118,192,7,4,2,247,9,7,318,38,4,,,46,19,77,,0,34,,242,2290,1418,1429
2013,Středočeský kraj,Kladno,Cvrčovice,0,6,0,30,76,1,2,1,46,6,0,75,7,0,,,14,6,16,,1,7,,54,569,348,349
2013,Středočeský kraj,Kladno,Černuc,1,4,1,25,82,4,5,2,29,6,0,70,6,3,,,10,9,36,,3,12,,84,816,392,397
2013,Středočeský kraj,Kladno,Doksy,1,20,1,65,91,7,7,3,116,8,3,180,25,3,,,26,10,36,,1,27,,91,1184,721,726
2013,Středočeský kraj,Kladno,Dolany,0,4,0,12,18,1,2,0,24,1,0,28,0,1,,,8,2,8,,0,3,,23,194,135,135
2013,Středočeský kraj,Kladno,Drnek,0,0,0,4,27,0,3,2,11,2,0,27,2,0,,,0,0,9,,0,1,,13,149,101,104
2013,Středočeský kraj,Kladno,Družec,0,11,0,45,81,1,0,0,97,3,3,107,11,1,,,20,6,31,,0,14,,100,829,531,535
2013,Středočeský kraj,Kladno,Dřetovice,0,2,0,9,56,0,0,2,14,4,1,32,9,0,,,9,14,12,,0,5,,52,370,221,225
2013,Středočeský kraj,Kladno,Dřínov,0,4,0,4,41,1,0,0,6,1,0,33,2,0,,,5,0,14,,0,3,,32,253,146,147
2013,Středočeský kraj,Kladno,Hobšovice,0,6,0,12,28,2,0,1,11,3,0,22,1,0,,,3,3,6,,0,2,,19,277,119,121
2013,Středočeský kraj,Kladno,Horní Bezděkov,0,8,0,46,52,2,1,0,54,3,1,85,6,1,,,13,7,12,,0,9,,50,485,350,351
2013,Středočeský kraj,Kladno,Hořešovice,0,1,0,22,26,1,0,2,16,0,1,25,4,0,,,2,1,10,,0,1,,35,218,147,147
2013,Středočeský kraj,Kladno,Hořešovičky,0,1,0,5,21,0,0,0,3,0,0,10,0,0,,,2,1,10,,0,1,,17,112,71,71
2013,Středočeský kraj,Kladno,Hospozín,0,1,0,14,51,10,0,0,14,5,0,32,2,0,,,2,1,11,,0,2,,44,419,189,190
2013,Středočeský kraj,Kladno,Hostouň,1,16,0,39,70,0,2,3,49,8,0,136,10,2,,,14,1,37,,0,15,,87,847,490,505
2013,Středočeský kraj,Kladno,Hradečno,0,9,0,22,40,1,2,1,45,1,3,60,4,0,,,9,8,11,,0,6,,33,414,255,258
2013,Středočeský kraj,Kladno,Hrdlív,0,7,1,18,50,1,2,0,24,1,0,65,8,0,,,9,4,12,,0,4,,55,399,261,261
2013,Středočeský kraj,Kladno,Hřebeč,0,14,0,75,102,3,1,2,158,10,3,217,29,0,,,25,12,49,,0,26,,128,1427,854,860
2013,Středočeský kraj,Kladno,Chržín,1,3,0,8,34,1,0,0,9,2,1,18,1,0,,,2,0,7,,0,7,,32,210,126,128
2013,Středočeský kraj,Kladno,Jarpice,0,2,0,10,33,1,0,1,15,1,1,20,3,0,,,1,2,7,,0,6,,27,226,130,130
2013,Středočeský kraj,Kladno,Jedomělice,1,5,0,21,36,1,3,0,20,3,0,24,1,1,,,7,1,24,,0,7,,32,309,187,191
2013,Středočeský kraj,Kladno,Jemníky,0,2,0,18,28,2,0,1,11,1,0,38,1,1,,,6,4,10,,0,2,,18,208,143,147
2013,Středočeský kraj,Kladno,Kačice,0,4,0,43,136,6,2,1,31,5,2,139,9,0,,,13,5,33,,0,15,,131,1018,575,585
2013,Středočeský kraj,Kladno,Kamenné Žehrovice,0,25,1,75,158,3,0,3,84,9,5,192,30,1,,,21,3,47,,1,39,,201,1431,898,906
2013,Středočeský kraj,Kladno,Kamenný Most,0,6,0,9,47,1,2,1,19,1,2,30,3,1,,,5,0,6,,0,3,,38,358,174,178
2013,Středočeský kraj,Kladno,Kladno,29,865,20,2273,4988,164,59,35,3316,297,118,5657,884,67,,,1056,290,1665,,12,757,,6265,55112,28817,29034
2013,Středočeský kraj,Kladno,Klobuky,1,5,0,22,109,3,0,0,22,14,3,108,8,1,,,19,3,35,,0,12,,94,837,459,460
2013,Středočeský kraj,Kladno,Kmetiněves,0,4,0,5,24,27,2,0,9,2,1,36,1,0,,,6,0,22,,0,4,,18,239,161,162
2013,Středočeský kraj,Kladno,Knovíz,0,5,0,22,62,1,0,1,21,0,0,59,8,0,,,12,0,17,,0,6,,52,458,266,273
2013,Středočeský kraj,Kladno,Koleč,0,3,0,17,63,1,0,0,21,3,2,51,4,0,,,12,0,21,,0,9,,65,490,272,272
2013,Středočeský kraj,Kladno,Královice,1,4,0,11,26,0,0,0,3,2,1,17,3,0,,,3,0,8,,0,1,,16,152,96,96
2013,Středočeský kraj,Kladno,Kutrovice,0,0,0,5,8,0,0,1,3,0,0,11,5,1,,,0,3,3,,0,0,,10,89,50,50
2013,Středočeský kraj,Kladno,Kvílice,0,1,0,1,15,0,0,0,5,1,0,10,0,0,,,0,0,6,,0,2,,8,73,49,49
2013,Středočeský kraj,Kladno,Kyšice,0,2,0,41,51,5,2,0,43,1,0,81,16,0,,,6,4,12,,0,7,,52,502,323,328
2013,Středočeský kraj,Kladno,Lány,1,18,0,139,166,5,6,16,140,5,1,199,37,4,,,26,13,39,,0,32,,155,1575,1002,1020
2013,Středočeský kraj,Kladno,Ledce,0,9,0,4,55,4,4,1,30,3,1,23,7,0,,,4,0,16,,0,5,,38,345,204,206
2013,Středočeský kraj,Kladno,Lhota,0,11,0,58,70,2,1,1,35,4,0,56,17,2,,,10,3,11,,0,3,,62,509,346,350
2013,Středočeský kraj,Kladno,Libochovičky,0,1,0,7,4,0,0,0,5,1,0,7,1,0,,,2,0,2,,0,2,,6,49,38,38
2013,Středočeský kraj,Kladno,Libovice,0,13,0,8,21,4,1,0,17,1,0,34,3,1,,,8,0,12,,1,9,,31,250,164,164
2013,Středočeský kraj,Kladno,Libušín,1,33,0,71,249,15,5,5,148,9,7,280,22,3,,,28,11,83,,1,40,,246,2317,1257,1272
2013,Středočeský kraj,Kladno,Lidice,0,7,0,26,52,7,0,0,37,1,1,74,10,1,,,20,4,9,,0,6,,48,394,303,304
2013,Středočeský kraj,Kladno,Líský,1,0,0,6,14,0,0,0,1,1,0,5,0,0,,,3,1,1,,0,4,,5,69,42,44
2013,Středočeský kraj,Kladno,Loucká,0,0,0,0,25,0,2,0,7,0,0,6,0,0,,,0,0,14,,1,0,,11,103,66,67
2013,Středočeský kraj,Kladno,Makotřasy,0,3,0,11,24,0,0,0,34,1,0,63,6,0,,,8,0,11,,0,4,,36,327,201,206
2013,Středočeský kraj,Kladno,Malé Kyšice,0,4,0,39,25,2,1,1,41,3,1,48,9,1,,,11,1,9,,0,5,,22,323,223,226
2013,Středočeský kraj,Kladno,Malé Přítočno,0,3,0,12,16,0,0,0,29,3,0,16,8,1,,,2,2,7,,0,2,,29,208,130,132
2013,Středočeský kraj,Kladno,Malíkovice,0,3,2,13,40,0,1,1,15,2,0,41,6,1,,,4,2,18,,0,1,,41,305,191,192
2013,Středočeský kraj,Kladno,Neprobylice,0,1,0,5,20,0,0,2,7,0,0,15,2,1,,,2,0,7,,0,1,,12,136,75,75
2013,Středočeský kraj,Kladno,Neuměřice,0,0,0,10,42,1,1,0,12,1,0,32,4,0,,,1,2,14,,0,4,,40,328,164,167
2013,Středočeský kraj,Kladno,Otvovice,0,3,1,26,93,5,2,2,40,5,1,69,5,0,,,10,5,14,,0,15,,74,624,370,372
2013,Středočeský kraj,Kladno,Páleč,0,1,0,0,26,0,2,1,3,2,0,26,1,0,,,2,0,5,,0,0,,19,168,88,89
2013,Středočeský kraj,Kladno,Pavlov,0,2,0,9,14,0,0,0,12,3,0,12,1,0,,,1,1,6,,0,1,,10,104,72,73
2013,Středočeský kraj,Kladno,Pchery,0,10,1,65,251,5,1,1,51,13,0,142,32,3,,,15,6,59,,0,37,,222,1537,914,921
2013,Středočeský kraj,Kladno,Pletený Újezd,0,6,0,32,36,2,0,0,35,1,1,52,6,7,,,10,1,21,,0,3,,40,400,253,254
2013,Středočeský kraj,Kladno,Plchov,0,3,0,1,30,0,0,0,8,1,0,26,0,0,,,7,1,5,,0,2,,12,155,96,96
2013,Středočeský kraj,Kladno,Podlešín,0,5,0,7,27,0,1,0,8,2,0,38,2,0,,,2,1,16,,0,7,,32,262,148,150
2013,Středočeský kraj,Kladno,Poštovice,0,10,0,6,30,2,0,0,14,1,1,27,1,0,,,0,2,13,,0,1,,20,194,128,129
2013,Středočeský kraj,Kladno,Pozdeň,0,5,0,21,36,4,0,2,13,2,0,37,0,1,,,5,3,17,,0,7,,54,346,207,214
2013,Středočeský kraj,Kladno,Přelíc,0,0,0,8,35,0,1,0,12,8,0,39,9,0,,,5,1,11,,0,7,,48,314,184,184
2013,Středočeský kraj,Kladno,Řisuty,0,0,0,22,35,2,1,0,7,3,1,33,12,0,,,3,1,24,,0,4,,14,269,162,166
2013,Středočeský kraj,Kladno,Sazená,0,3,0,17,32,4,0,0,15,0,1,21,3,0,,,6,1,10,,0,3,,21,257,137,138
2013,Středočeský kraj,Kladno,Slaný,2,205,1,590,1120,29,25,16,852,108,13,1354,270,13,,,292,68,444,,2,172,,1524,12121,7100,7140
2013,Středočeský kraj,Kladno,Slatina,0,1,0,8,57,0,1,2,25,2,0,57,2,0,,,7,1,21,,0,5,,55,396,244,245
2013,Středočeský kraj,Kladno,Smečno,0,16,0,58,167,4,3,3,73,11,3,147,27,7,,,22,10,38,,0,17,,155,1484,761,774
2013,Středočeský kraj,Kladno,Stehelčeves,2,5,0,24,93,1,2,0,47,0,4,58,6,0,,,11,6,8,,0,4,,42,537,313,316
2013,Středočeský kraj,Kladno,Stochov,0,49,0,154,470,20,13,3,157,17,11,393,48,3,,,66,31,216,,0,71,,579,4526,2301,2328
2013,Středočeský kraj,Kladno,Stradonice,0,2,0,2,15,0,1,1,3,3,0,6,3,0,,,3,0,5,,0,1,,7,99,52,52
2013,Středočeský kraj,Kladno,Studeněves,0,3,0,11,28,0,1,0,39,1,0,62,9,0,,,7,3,11,,0,4,,26,360,205,205
2013,Středočeský kraj,Kladno,Svárov,0,8,0,21,29,2,0,2,65,1,0,60,12,0,,,14,6,12,,1,5,,27,391,265,267
2013,Středočeský kraj,Kladno,Svinařov,0,3,0,33,63,0,0,0,28,4,0,66,10,0,,,11,10,14,,0,3,,87,577,332,335
2013,Středočeský kraj,Kladno,Šlapanice,0,5,1,7,25,2,0,0,6,3,0,20,1,2,,,0,0,5,,0,0,,19,158,96,97
2013,Středočeský kraj,Kladno,Třebichovice,0,1,0,17,69,7,1,0,30,6,3,48,8,2,,,5,1,9,,0,5,,45,464,257,260
2013,Středočeský kraj,Kladno,Třebíz,0,2,0,18,26,0,0,0,18,0,0,37,1,0,,,3,0,6,,0,2,,20,182,133,134
2013,Středočeský kraj,Kladno,Třebusice,0,5,0,10,62,4,0,0,12,1,1,47,7,0,,,1,1,20,,0,11,,57,394,239,245
2013,Středočeský kraj,Kladno,Tuchlovice,0,26,1,145,207,5,5,0,169,10,8,259,34,4,,,41,10,84,,1,41,,241,1968,1291,1303
2013,Středočeský kraj,Kladno,Tuřany,0,5,0,7,50,1,4,0,25,1,0,68,5,0,,,9,4,23,,0,2,,49,452,253,253
2013,Středočeský kraj,Kladno,Uhy,0,5,1,8,30,1,0,1,15,8,0,42,1,0,,,5,4,6,,0,1,,16,297,144,144
2013,Středočeský kraj,Kladno,Unhošť,0,80,0,188,285,21,11,7,486,15,5,432,64,1,,,78,22,121,,1,53,,392,3492,2262,2279
2013,Středočeský kraj,Kladno,Velká Dobrá,2,21,1,101,117,6,2,3,160,3,1,199,24,5,,,25,5,43,,0,39,,132,1302,889,900
2013,Středočeský kraj,Kladno,Velké Přítočno,0,14,2,27,83,2,1,1,67,4,1,114,16,0,,,17,7,28,,0,17,,67,753,468,470
2013,Středočeský kraj,Kladno,Velvary,1,46,0,123,245,25,2,7,158,15,7,268,36,1,,,50,23,107,,0,30,,289,2502,1433,1443
2013,Středočeský kraj,Kladno,Vinařice,2,19,2,68,224,4,1,4,76,25,7,233,30,5,,,34,10,53,,8,26,,214,1857,1045,1050
2013,Středočeský kraj,Kladno,Vraný,0,16,0,18,71,2,6,0,17,4,2,63,12,1,,,11,4,18,,0,3,,67,560,315,317
2013,Středočeský kraj,Kladno,Vrbičany,0,0,0,2,33,2,0,0,2,0,0,19,0,1,,,0,1,11,,0,0,,15,190,86,86
2013,Středočeský kraj,Kladno,Zájezd,0,1,0,1,3,0,1,0,7,0,0,13,7,0,,,1,3,2,,0,3,,7,88,49,51
2013,Středočeský kraj,Kladno,Zákolany,0,8,0,13,42,3,0,3,34,4,1,41,10,0,,,20,1,9,,0,16,,47,425,252,254
2013,Středočeský kraj,Kladno,Zichovec,0,3,0,1,14,0,0,0,10,0,0,38,1,1,,,2,1,6,,0,1,,18,111,96,96
2013,Středočeský kraj,Kladno,Zlonice,0,27,0,67,202,8,3,4,55,22,1,188,25,3,,,17,12,58,,0,15,,141,1827,848,855
2013,Středočeský kraj,Kladno,Zvoleněves,0,11,0,18,74,3,0,0,16,4,3,86,5,2,,,14,5,22,,0,19,,95,722,377,379
2013,Středočeský kraj,Kladno,Želenice,0,6,0,5,18,0,0,2,2,1,0,17,6,0,,,3,3,4,,0,2,,20,156,89,90
2013,Středočeský kraj,Kladno,Žilina,0,9,0,34,82,3,2,1,54,1,0,85,12,1,,,12,0,18,,1,16,,82,669,413,416
2013,Středočeský kraj,Kladno,Žižice,0,7,0,40,50,1,1,0,26,8,0,63,3,0,,,1,3,17,,0,6,,57,491,283,288
2013,Středočeský kraj,Kolín,Barchovice,0,5,0,4,22,0,0,0,14,2,1,21,0,1,,,0,1,15,,0,3,,31,169,120,122
2013,Středočeský kraj,Kolín,Bečváry,0,16,1,22,79,2,1,0,48,5,3,99,8,1,,,9,8,58,,0,10,,107,832,477,481
2013,Středočeský kraj,Kolín,Bělušice,0,7,0,2,20,1,0,1,6,0,0,15,0,0,,,5,2,21,,0,5,,26,216,111,111
2013,Středočeský kraj,Kolín,Břežany I,0,11,0,4,36,1,0,2,21,0,0,40,3,0,,,0,1,5,,0,4,,20,253,148,151
2013,Středočeský kraj,Kolín,Břežany II,0,5,0,19,43,0,1,2,29,1,0,68,7,1,,,12,5,14,,0,18,,46,510,271,272
2013,Středočeský kraj,Kolín,Býchory,0,18,1,30,55,0,0,1,25,14,1,68,6,2,,,5,5,22,,0,5,,57,463,315,318
2013,Středočeský kraj,Kolín,Cerhenice,0,34,1,52,133,3,2,3,45,10,3,137,14,0,,,16,20,57,,0,13,,261,1338,804,812
2013,Středočeský kraj,Kolín,Církvice,0,0,0,7,18,0,0,0,6,0,0,17,3,2,,,1,1,6,,0,3,,31,146,95,95
2013,Středočeský kraj,Kolín,Červené Pečky,1,36,0,66,156,5,7,3,96,5,2,158,27,2,,,21,8,76,,0,22,,152,1468,843,846
