year,region,county,town,kdúčsl,ods,ksčm,Folklor i Společnost,Balbínova poetická strana,4 VIZE-www.4vize.cz,SNK Evropští demokraté,Helax-Ostrava se baví,Strana zdravého rozumu,Liberální reformní strana,Národní strana,Koruna Česká (monarch.strana),-,NEZ.DEMOKRATÉ(předs.V.Železný),Česká pravice,Unie svobody-Demokratická unie,Humanistická strana,sz,Nezávislí,Česká str.národ.socialistická,Právo a Spravedlnost,STRANA ROVNOST ŠANCÍ,čssd,České hnutí za národní jednotu,Pravý Blok,Moravané,Koalice pro Českou republiku,voters,votes_ok,votes_all
2006,Hlavní město Praha,Praha,Praha 1,1300,9437,963,,27,5,824,,47,,27,50,0,49,0,50,19,2392,34,9,26,66,3792,,61,,13,28837,19191,19276
2006,Hlavní město Praha,Praha,Praha 10,2960,29654,5021,,88,24,1884,,180,,81,92,0,220,0,124,70,5581,131,53,82,186,14846,,184,,37,89869,61498,61702
2006,Hlavní město Praha,Praha,Praha 11,1848,20986,4076,,77,27,1462,,152,,76,73,0,213,2,129,75,3951,158,34,77,185,11404,,168,,47,65105,45220,45420
2006,Hlavní město Praha,Praha,Praha 12,1266,14479,2996,,66,34,1054,,134,,62,46,0,139,1,81,38,2798,98,26,61,88,7467,,108,,27,46284,31069,31198
2006,Hlavní město Praha,Praha,Praha 13,1215,13287,1993,,66,16,1118,,83,,35,61,0,134,0,68,52,2481,94,27,47,128,6081,,81,,28,40359,27095,27186
2006,Hlavní město Praha,Praha,Praha 14,843,9416,1511,,30,15,635,,62,,28,25,0,114,0,62,17,1565,49,20,27,55,4753,,54,,23,30667,19304,19392
2006,Hlavní město Praha,Praha,Praha 15,627,7602,1176,,18,10,452,,50,,19,15,0,65,2,43,24,1392,45,9,19,52,3646,,46,,17,22511,15329,15393
2006,Hlavní město Praha,Praha,Praha 16,140,2267,374,,3,4,168,,24,,6,5,0,11,0,9,8,335,13,6,10,18,914,,14,,5,5818,4334,4350
2006,Hlavní město Praha,Praha,Praha 17,549,5927,1054,,28,2,554,,45,,39,17,0,56,1,42,25,1094,57,11,22,39,3035,,33,,15,19963,12645,12676
2006,Hlavní město Praha,Praha,Praha 18,292,3643,811,,14,2,253,,33,,13,15,0,37,0,24,14,660,37,4,9,26,2360,,32,,10,12372,8289,8331
2006,Hlavní město Praha,Praha,Praha 19,106,1316,356,,5,3,94,,14,,4,3,0,20,0,10,7,189,6,5,9,10,740,,11,,4,3883,2912,2922
2006,Hlavní město Praha,Praha,Praha 2,1510,13090,1380,,73,10,1083,,85,,44,76,0,99,2,71,31,3085,65,25,35,87,6018,,90,,21,40128,26980,27094
2006,Hlavní město Praha,Praha,Praha 20,379,3563,902,,12,6,170,,27,,13,9,0,26,0,21,8,536,18,3,8,22,1909,,22,,7,10625,7661,7683
2006,Hlavní město Praha,Praha,Praha 21,183,2707,330,,4,2,115,,16,,8,3,0,24,0,10,8,346,7,3,4,22,1058,,11,,7,6683,4868,4884
2006,Hlavní město Praha,Praha,Praha 22,121,1541,208,,3,2,69,,10,,3,5,0,12,0,6,3,209,11,0,5,7,715,,2,,2,4222,2934,2944
2006,Hlavní město Praha,Praha,Praha 3,1831,17933,2970,,53,20,1429,,126,,58,71,0,165,1,87,60,3632,104,43,48,132,9292,,128,,36,58501,38219,38381
2006,Hlavní město Praha,Praha,Praha 4,3797,35977,5520,,129,23,2511,,213,,92,130,0,288,1,192,91,6743,161,52,84,225,17466,,221,,43,107417,73959,74311
2006,Hlavní město Praha,Praha,Praha 5,2183,21475,2568,,59,17,1877,,116,,61,81,0,158,4,104,63,4194,93,31,64,114,9291,,132,,28,62181,42713,42938
2006,Hlavní město Praha,Praha,Praha 6,3579,28108,5379,,87,20,2382,,122,,71,86,0,173,1,110,67,5855,83,45,54,200,12576,,142,,43,81267,59183,59434
2006,Hlavní město Praha,Praha,Praha 7,1091,10538,1393,,44,13,857,,46,,33,40,0,115,2,111,27,2320,54,24,37,96,5050,,60,,20,33900,21971,22053
2006,Hlavní město Praha,Praha,Praha 8,2513,25809,5503,,80,17,1974,,173,,89,80,0,236,0,117,71,4955,186,43,75,232,14048,,193,,48,85702,56442,56650
2006,Hlavní město Praha,Praha,Praha 9,1043,11180,1821,,35,14,724,,86,,37,31,0,109,0,48,20,1867,72,29,43,93,6024,,93,,25,36247,23394,23463
2006,Hlavní město Praha,Praha,Praha-Běchovice,32,476,87,,3,0,43,,4,,0,0,0,2,0,3,0,73,1,0,3,2,268,,3,,2,1333,1002,1005
2006,Hlavní město Praha,Praha,Praha-Benice,9,171,20,,1,0,10,,0,,0,0,0,0,0,2,0,17,2,0,0,4,52,,1,,2,377,291,293
2006,Hlavní město Praha,Praha,Praha-Březiněves,19,261,40,,0,0,8,,3,,0,1,0,5,0,0,3,30,4,0,1,5,119,,1,,0,618,500,501
2006,Hlavní město Praha,Praha,Praha-Čakovice,178,1645,305,,2,1,92,,15,,7,7,0,20,0,10,2,229,16,4,9,20,874,,12,,2,4954,3450,3459
2006,Hlavní město Praha,Praha,Praha-Ďáblice,49,840,150,,3,0,43,,4,,2,1,0,5,0,1,1,135,7,1,2,3,338,,4,,1,2152,1590,1594
2006,Hlavní město Praha,Praha,Praha-Dol.Měcholupy,22,437,50,,1,1,19,,2,,0,0,0,7,0,2,1,60,1,0,0,1,171,,1,,0,1031,776,780
2006,Hlavní město Praha,Praha,Praha-Dolní Chabry,70,1014,117,,0,0,60,,6,,1,3,0,4,0,5,1,172,4,2,3,8,302,,9,,4,2473,1785,1791
2006,Hlavní město Praha,Praha,Praha-Dol.Počernice,74,624,98,,3,0,38,,2,,3,2,0,3,0,1,2,101,5,0,2,5,216,,10,,0,1600,1189,1192
2006,Hlavní město Praha,Praha,Praha-Dubeč,54,682,115,,3,3,28,,12,,1,3,0,6,0,7,2,102,5,5,9,9,284,,6,,1,1870,1337,1342
2006,Hlavní město Praha,Praha,Praha-Klánovice,63,1043,82,,3,1,62,,3,,2,3,0,11,0,2,6,143,6,1,1,9,298,,5,,3,2280,1747,1748
2006,Hlavní město Praha,Praha,Praha-Koloděje,25,405,45,,1,1,20,,1,,1,0,0,0,1,1,0,43,2,0,2,5,117,,1,,1,845,672,674
2006,Hlavní město Praha,Praha,Praha-Kolovraty,82,788,78,,1,1,31,,6,,2,2,0,4,1,2,0,127,5,1,3,4,269,,4,,2,1869,1413,1422
2006,Hlavní město Praha,Praha,Praha-Královice,7,64,24,,3,0,7,,0,,0,0,0,0,0,0,0,6,0,1,0,0,58,,0,,0,229,170,170
2006,Hlavní město Praha,Praha,Praha-Křeslice,42,171,6,,0,0,12,,0,,0,0,0,2,0,1,0,34,2,1,0,1,66,,0,,0,427,338,339
2006,Hlavní město Praha,Praha,Praha-Kunratice,209,2023,226,,2,4,121,,14,,6,5,0,12,0,6,2,291,8,3,2,9,675,,13,,0,4939,3631,3642
2006,Hlavní město Praha,Praha,Praha-Libuš,185,2530,292,,7,4,159,,23,,10,4,0,10,0,10,3,345,26,3,9,17,845,,12,,7,6444,4501,4513
2006,Hlavní město Praha,Praha,Praha-Lipence,43,684,59,,2,1,32,,1,,8,0,0,5,2,3,0,77,6,1,0,2,194,,5,,5,1477,1130,1131
2006,Hlavní město Praha,Praha,Praha-Lochkov,14,187,33,,0,0,6,,2,,1,0,0,0,0,0,0,22,2,0,1,1,71,,1,,0,483,341,344
2006,Hlavní město Praha,Praha,Praha-Lysolaje,38,338,30,,1,0,29,,2,,2,2,0,2,0,2,0,78,1,0,1,1,106,,2,,1,817,636,637
2006,Hlavní město Praha,Praha,Praha-Nebušice,42,613,104,,0,0,42,,7,,1,2,0,7,0,2,1,88,5,0,1,5,248,,1,,3,1717,1172,1173
2006,Hlavní město Praha,Praha,Praha-Nedvězí,7,98,6,,0,0,1,,0,,0,1,0,2,0,0,1,8,0,0,0,1,31,,0,,1,210,157,157
2006,Hlavní město Praha,Praha,Praha-Petrovice,140,1597,225,,6,0,117,,8,,6,8,0,14,0,6,9,325,14,5,4,16,746,,11,,0,4816,3257,3268
2006,Hlavní město Praha,Praha,Praha-Před.Kopanina,11,135,15,,0,1,9,,2,,1,1,0,0,0,0,1,21,1,0,0,2,49,,4,,0,342,253,254
2006,Hlavní město Praha,Praha,Praha-Řeporyje,88,790,85,,6,0,43,,6,,1,3,0,5,1,16,3,128,8,2,5,5,263,,2,,0,2081,1460,1469
2006,Hlavní město Praha,Praha,Praha-Satalice,56,596,72,,0,1,54,,3,,2,2,0,4,0,3,0,74,2,0,2,3,213,,4,,0,1430,1091,1091
2006,Hlavní město Praha,Praha,Praha-Slivenec,44,735,79,,2,0,38,,3,,4,0,0,7,0,1,2,87,6,4,1,5,258,,7,,1,1861,1284,1298
2006,Hlavní město Praha,Praha,Praha-Suchdol,213,1474,241,,6,1,104,,9,,3,2,0,5,0,3,6,400,9,6,5,9,653,,5,,4,4372,3158,3171
2006,Hlavní město Praha,Praha,Praha-Šeberov,84,800,83,,3,1,41,,8,,0,2,0,7,0,1,3,88,2,1,2,3,173,,1,,0,1736,1303,1312
2006,Hlavní město Praha,Praha,Praha-Štěrboholy,30,396,51,,1,0,30,,0,,0,1,0,3,0,0,0,40,3,1,0,2,141,,0,,0,897,699,703
2006,Hlavní město Praha,Praha,Praha-Troja,46,301,27,,0,0,27,,1,,0,0,0,2,0,2,2,46,0,0,2,5,87,,0,,0,727,548,551
2006,Hlavní město Praha,Praha,Praha-Újezd,58,755,65,,3,1,34,,2,,1,1,0,7,0,3,1,110,1,1,3,2,209,,1,,1,1687,1259,1268
2006,Hlavní město Praha,Praha,Praha-Velká Chuchle,48,568,68,,4,1,35,,3,,1,2,0,3,0,4,1,94,2,1,3,1,239,,6,,1,1409,1085,1088
2006,Hlavní město Praha,Praha,Praha-Vinoř,86,722,138,,0,1,55,,10,,2,0,0,6,0,10,4,130,8,2,1,5,396,,7,,1,2184,1584,1590
2006,Hlavní město Praha,Praha,Praha-Zbraslav,206,2547,350,,4,3,193,,22,,3,8,0,22,0,5,1,354,16,3,10,13,991,,14,,2,6489,4767,4784
2006,Hlavní město Praha,Praha,Praha-Zličín,70,779,154,,1,0,54,,11,,3,3,0,10,1,5,1,126,7,1,4,6,457,,13,,3,2482,1709,1712
2006,Středočeský kraj,Benešov,Benešov,512,3347,902,,22,4,182,,47,,11,17,0,65,1,52,,538,33,,15,12,2967,,28,,7,13218,8762,8796
2006,Středočeský kraj,Benešov,Bernartice,46,33,11,,0,0,7,,0,,0,0,0,3,0,2,,3,3,,0,1,54,,1,,1,197,165,166
2006,Středočeský kraj,Benešov,Bílkovice,10,24,28,,1,0,1,,0,,0,0,0,1,0,1,,6,0,,0,2,50,,0,,1,169,125,125
2006,Středočeský kraj,Benešov,Blažejovice,9,13,14,,0,0,0,,0,,0,1,0,0,0,0,,2,0,,0,0,29,,0,,0,85,68,68
2006,Středočeský kraj,Benešov,Borovnice,5,15,3,,1,0,1,,0,,0,0,0,0,0,0,,2,0,,0,0,29,,0,,0,71,56,56
2006,Středočeský kraj,Benešov,Bukovany,10,127,39,,3,0,5,,0,,2,1,0,0,0,2,,19,1,,0,1,105,,6,,0,511,321,323
2006,Středočeský kraj,Benešov,Bystřice,172,685,262,,6,4,35,,14,,4,1,0,17,1,9,,97,16,,6,7,764,,13,,4,3226,2117,2120
2006,Středočeský kraj,Benešov,Ctiboř,17,17,2,,0,2,2,,0,,0,0,0,2,0,0,,7,0,,2,0,15,,1,,0,84,67,67
2006,Středočeský kraj,Benešov,Čakov,13,28,9,,0,0,0,,0,,0,0,0,1,0,1,,2,0,,0,0,13,,0,,0,97,67,68
2006,Středočeský kraj,Benešov,Čechtice,124,216,95,,5,2,22,,6,,0,1,0,11,0,1,,22,6,,2,2,263,,0,,2,1128,780,787
2006,Středočeský kraj,Benešov,Čerčany,85,661,110,,4,1,23,,5,,3,4,0,17,0,7,,92,3,,1,6,458,,1,,2,2152,1483,1489
2006,Středočeský kraj,Benešov,Červený Újezd,37,70,21,,1,0,2,,1,,0,0,0,1,0,0,,13,1,,0,1,43,,1,,1,269,193,193
2006,Středočeský kraj,Benešov,Český Šternberk,7,47,16,,1,0,1,,0,,1,0,0,1,0,0,,4,1,,1,1,29,,1,,0,142,111,112
2006,Středočeský kraj,Benešov,Čtyřkoly,17,142,18,,0,0,5,,4,,0,1,0,2,0,0,,20,0,,1,1,53,,1,,2,322,267,267
2006,Středočeský kraj,Benešov,Děkanovice,16,1,3,,0,0,0,,0,,0,1,0,0,0,0,,0,0,,0,0,16,,0,,0,45,37,37
2006,Středočeský kraj,Benešov,Divišov,82,204,118,,6,0,10,,8,,1,0,0,8,0,4,,44,4,,0,1,257,,2,,2,1139,751,752
2006,Středočeský kraj,Benešov,Dolní Kralovice,56,114,97,,0,0,30,,2,,0,1,0,4,0,0,,22,3,,1,2,173,,0,,3,753,508,508
2006,Středočeský kraj,Benešov,Drahňovice,5,19,5,,0,0,0,,0,,0,0,0,0,0,0,,0,0,,0,0,12,,0,,0,51,41,41
2006,Středočeský kraj,Benešov,Dunice,9,6,1,,0,0,0,,0,,0,0,0,0,0,0,,0,1,,0,0,29,,0,,1,60,47,47
2006,Středočeský kraj,Benešov,Heřmaničky,23,121,81,,1,0,4,,5,,2,0,0,2,0,0,,32,3,,3,1,109,,1,,6,537,394,395
2006,Středočeský kraj,Benešov,Hradiště,2,10,3,,0,0,0,,0,,1,0,0,0,0,0,,0,0,,0,0,10,,0,,0,37,26,26
2006,Středočeský kraj,Benešov,Hulice,9,51,25,,3,2,6,,1,,0,0,0,2,0,0,,23,1,,2,0,62,,0,,0,263,187,189
2006,Středočeský kraj,Benešov,Hvězdonice,8,94,26,,3,1,5,,0,,0,0,0,2,1,0,,9,2,,1,1,58,,0,,0,266,211,211
2006,Středočeský kraj,Benešov,Chářovice,4,39,16,,0,0,0,,0,,0,0,0,1,0,0,,8,0,,0,0,41,,1,,0,135,110,110
2006,Středočeský kraj,Benešov,Chleby,3,17,3,,0,0,0,,1,,0,0,0,0,0,0,,3,0,,0,0,7,,0,,1,54,35,35
2006,Středočeský kraj,Benešov,Chlístov,10,84,11,,0,0,3,,0,,0,0,0,2,1,1,,15,1,,1,0,45,,1,,0,241,175,175
2006,Středočeský kraj,Benešov,Chlum,14,13,8,,0,0,0,,0,,0,0,0,0,0,0,,1,0,,0,0,57,,0,,0,114,93,93
2006,Středočeský kraj,Benešov,Chmelná,37,18,1,,0,0,0,,1,,0,0,0,1,0,0,,1,0,,0,0,20,,0,,0,88,79,79
2006,Středočeský kraj,Benešov,Chocerady,43,217,86,,2,0,6,,3,,0,1,0,6,0,7,,38,4,,0,2,181,,0,,5,890,601,603
2006,Středočeský kraj,Benešov,Choratice,6,17,3,,0,0,0,,0,,0,0,0,0,0,0,,2,0,,1,0,7,,0,,0,51,36,36
2006,Středočeský kraj,Benešov,Chotýšany,12,93,26,,1,0,4,,1,,3,0,0,9,0,1,,13,0,,0,0,94,,0,,1,376,258,260
2006,Středočeský kraj,Benešov,Chrášťany,15,37,19,,0,0,3,,2,,0,0,0,1,0,0,,2,1,,0,0,32,,0,,0,151,112,112
2006,Středočeský kraj,Benešov,Jankov,41,124,67,,2,1,12,,1,,0,1,0,1,0,4,,26,3,,0,5,171,,0,,2,691,461,461
2006,Středočeský kraj,Benešov,Javorník,13,19,5,,0,0,0,,0,,0,0,0,0,0,1,,6,1,,1,0,37,,0,,0,107,83,84
2006,Středočeský kraj,Benešov,Ješetice,16,15,10,,0,0,1,,0,,0,0,0,1,0,0,,6,0,,1,0,29,,0,,1,113,80,80
2006,Středočeský kraj,Benešov,Kamberk,6,28,10,,0,0,4,,0,,1,0,0,0,0,0,,3,0,,0,3,28,,0,,0,139,83,83
2006,Středočeský kraj,Benešov,Keblov,9,27,27,,0,0,1,,0,,0,0,0,2,0,0,,3,0,,0,1,52,,0,,0,159,122,122
2006,Středočeský kraj,Benešov,Kladruby,20,62,18,,0,0,0,,1,,0,0,0,3,2,1,,15,1,,0,0,64,,0,,0,239,187,187
2006,Středočeský kraj,Benešov,Kondrac,35,67,24,,1,1,3,,2,,0,0,0,1,0,0,,6,0,,4,1,96,,0,,0,368,241,243
2006,Středočeský kraj,Benešov,Kozmice,15,42,13,,0,0,0,,1,,0,1,0,0,0,0,,7,2,,0,0,52,,0,,0,187,133,135
2006,Středočeský kraj,Benešov,Krhanice,30,199,40,,3,1,5,,2,,4,3,0,7,0,3,,31,6,,1,2,160,,1,,2,703,500,502
2006,Středočeský kraj,Benešov,Krňany,17,101,37,,1,1,9,,0,,1,0,0,5,0,0,,7,0,,0,1,35,,2,,3,325,220,220
2006,Středočeský kraj,Benešov,Křečovice,39,159,60,,1,0,6,,2,,0,0,0,3,0,2,,10,3,,4,3,127,,3,,0,589,422,422
2006,Středočeský kraj,Benešov,Křivsoudov,43,58,26,,1,0,0,,1,,0,0,0,4,0,4,,8,3,,1,1,59,,3,,0,325,212,212
2006,Středočeský kraj,Benešov,Kuňovice,32,13,0,,0,0,5,,0,,0,0,0,0,0,0,,0,0,,0,0,14,,1,,0,70,65,65
2006,Středočeský kraj,Benešov,Lešany,8,97,42,,1,0,9,,0,,1,0,0,0,0,1,,11,1,,0,1,104,,0,,1,457,277,277
2006,Středočeský kraj,Benešov,Libež,13,26,28,,0,0,0,,1,,0,0,0,1,0,0,,1,1,,0,1,24,,1,,0,147,97,97
2006,Středočeský kraj,Benešov,Litichovice,10,5,8,,0,0,0,,0,,0,0,0,0,0,0,,1,0,,0,0,10,,0,,0,41,34,34
2006,Středočeský kraj,Benešov,Loket,64,77,32,,1,1,15,,0,,3,1,0,1,0,2,,12,3,,1,1,127,,0,,0,444,341,343
2006,Středočeský kraj,Benešov,Louňovice p.Blaníkem,33,134,54,,1,0,12,,1,,2,0,0,8,0,1,,10,2,,2,0,135,,2,,1,570,398,398
2006,Středočeský kraj,Benešov,Lštění,11,99,34,,0,0,1,,2,,0,0,0,2,0,1,,20,0,,0,0,56,,2,,0,312,228,230
2006,Středočeský kraj,Benešov,Maršovice,42,107,69,,5,0,5,,1,,0,1,0,5,0,0,,26,1,,2,2,137,,3,,2,587,408,410
2006,Středočeský kraj,Benešov,Mezno,7,66,36,,1,0,1,,0,,0,0,0,3,0,0,,4,2,,1,0,56,,0,,2,280,179,179
2006,Středočeský kraj,Benešov,Miličín,59,151,74,,2,1,10,,2,,0,1,0,9,0,3,,24,2,,0,2,175,,2,,1,766,518,523
2006,Středočeský kraj,Benešov,Miřetice,17,47,6,,2,0,1,,0,,0,0,0,1,0,0,,3,0,,0,0,24,,0,,0,125,101,101
2006,Středočeský kraj,Benešov,Mnichovice,17,21,27,,1,0,3,,0,,0,1,0,3,0,0,,4,2,,0,0,38,,0,,0,176,117,117
2006,Středočeský kraj,Benešov,Mrač,16,131,48,,1,0,4,,4,,0,1,0,5,0,1,,14,1,,0,1,162,,3,,0,540,392,396
2006,Středočeský kraj,Benešov,Načeradec,67,155,97,,2,1,4,,0,,0,1,0,2,0,5,,21,5,,3,1,165,,3,,0,836,532,535
2006,Středočeský kraj,Benešov,Nemíž,4,5,2,,0,0,0,,0,,0,0,0,1,0,0,,1,0,,0,0,9,,0,,0,35,22,22
2006,Středočeský kraj,Benešov,Nespeky,12,191,22,,0,0,6,,1,,0,1,0,6,0,3,,19,3,,1,1,79,,3,,3,435,351,352
2006,Středočeský kraj,Benešov,Netvořice,42,197,76,,2,2,17,,1,,0,0,0,5,0,1,,26,4,,1,2,158,,7,,4,861,545,545
2006,Středočeský kraj,Benešov,Neustupov,42,61,41,,0,0,3,,1,,1,1,0,2,0,2,,9,3,,4,0,96,,6,,0,433,272,272
2006,Středočeský kraj,Benešov,Neveklov,113,413,119,,6,0,21,,9,,2,1,0,6,0,3,,59,11,,7,5,381,,6,,6,1815,1168,1173
2006,Středočeský kraj,Benešov,Olbramovice,55,179,93,,1,3,4,,2,,0,2,0,9,0,1,,24,8,,4,0,217,,2,,2,895,606,606
2006,Středočeský kraj,Benešov,Ostrov,3,9,5,,0,0,0,,0,,0,0,0,0,0,0,,1,0,,0,0,11,,0,,0,45,29,29
2006,Středočeský kraj,Benešov,Ostředek,20,67,11,,0,0,4,,0,,0,0,0,1,0,0,,17,1,,0,0,57,,2,,0,275,180,180
2006,Středočeský kraj,Benešov,Pavlovice,8,24,16,,1,0,2,,0,,1,0,0,0,0,1,,8,0,,0,0,50,,0,,2,143,113,113
2006,Středočeský kraj,Benešov,Petroupim,7,66,16,,0,0,3,,2,,0,0,0,0,0,1,,3,0,,1,0,54,,2,,1,233,156,156
2006,Středočeský kraj,Benešov,Popovice,15,33,29,,1,1,3,,0,,0,0,0,1,0,1,,3,1,,1,0,74,,0,,0,231,163,163
2006,Středočeský kraj,Benešov,Poříčí nad Sázavou,36,217,54,,0,0,11,,2,,1,1,0,8,0,0,,42,1,,3,2,206,,2,,1,871,587,592
2006,Středočeský kraj,Benešov,Postupice,52,157,67,,0,2,5,,5,,0,1,0,4,0,1,,34,2,,1,0,227,,0,,2,909,560,561
2006,Středočeský kraj,Benešov,Pravonín,22,84,43,,2,0,13,,1,,0,0,0,4,0,0,,11,0,,2,0,113,,2,,0,449,297,298
2006,Středočeský kraj,Benešov,Přestavlky u Čerčan,8,84,3,,0,0,5,,0,,0,0,0,1,0,0,,6,0,,2,0,51,,1,,0,236,161,161
2006,Středočeský kraj,Benešov,Psáře,5,21,8,,0,0,2,,1,,0,0,0,0,0,0,,0,0,,1,0,26,,0,,0,100,64,64
2006,Středočeský kraj,Benešov,Pyšely,40,357,74,,2,2,17,,12,,1,0,0,17,2,2,,38,5,,3,3,190,,4,,2,1064,771,777
2006,Středočeský kraj,Benešov,Rabyně,10,67,21,,0,0,1,,1,,0,0,0,2,0,0,,4,0,,1,0,52,,0,,1,189,160,160
2006,Středočeský kraj,Benešov,Radošovice,48,20,26,,0,2,0,,0,,0,0,0,3,0,2,,5,2,,0,0,64,,1,,1,252,174,175
2006,Středočeský kraj,Benešov,Rataje,23,23,17,,0,0,0,,1,,0,0,0,0,0,1,,5,0,,1,0,44,,0,,0,156,115,115
2006,Středočeský kraj,Benešov,Ratměřice,11,33,15,,1,0,0,,1,,0,0,0,0,0,0,,14,0,,0,0,51,,1,,0,168,127,127
2006,Středočeský kraj,Benešov,Řimovice,4,27,10,,0,0,5,,0,,0,0,0,1,0,0,,5,2,,2,0,38,,0,,0,167,94,94
2006,Středočeský kraj,Benešov,Sázava,79,665,254,,5,1,34,,8,,6,0,0,14,0,3,,114,12,,2,2,751,,9,,13,3086,1972,1981
2006,Středočeský kraj,Benešov,Sedlec-Prčice,192,470,183,,8,3,23,,11,,2,2,0,12,1,7,,72,12,,5,6,507,,5,,10,2334,1531,1540
2006,Středočeský kraj,Benešov,Slověnice,5,9,7,,0,0,2,,0,,0,0,0,0,0,0,,1,0,,0,0,8,,0,,0,37,32,32
2006,Středočeský kraj,Benešov,Smilkov,16,28,30,,0,0,2,,2,,1,1,0,3,0,1,,11,1,,0,0,57,,0,,0,217,153,153
2006,Středočeský kraj,Benešov,Snět,24,15,4,,0,0,3,,1,,0,1,0,0,0,0,,2,1,,0,0,27,,2,,0,92,80,80
2006,Středočeský kraj,Benešov,Soběhrdy,18,57,14,,0,1,7,,0,,1,1,0,1,0,1,,9,0,,0,0,79,,1,,1,245,191,191
2006,Středočeský kraj,Benešov,Soutice,12,50,17,,0,0,0,,3,,0,0,0,3,0,0,,4,2,,1,0,51,,0,,3,228,146,146
2006,Středočeský kraj,Benešov,Stranný,1,21,17,,0,0,2,,1,,0,0,0,1,0,0,,3,1,,0,1,25,,0,,1,99,74,74
2006,Středočeský kraj,Benešov,Strojetice,11,22,14,,0,0,0,,0,,0,0,0,1,0,1,,3,1,,0,0,27,,0,,0,110,80,80
2006,Středočeský kraj,Benešov,Struhařov,20,125,44,,2,0,3,,3,,0,0,0,1,0,1,,14,3,,1,0,147,,1,,0,548,365,365
2006,Středočeský kraj,Benešov,Střezimíř,25,67,32,,1,0,3,,4,,0,0,0,1,0,1,,9,0,,0,0,47,,2,,0,265,192,193
2006,Středočeský kraj,Benešov,Studený,10,12,13,,0,0,3,,2,,0,0,0,1,0,1,,0,0,,0,0,19,,1,,0,80,62,62
2006,Středočeský kraj,Benešov,Šetějovice,12,6,2,,0,0,0,,0,,0,0,0,0,0,1,,0,0,,0,0,19,,0,,0,55,40,40
2006,Středočeský kraj,Benešov,Tehov,12,49,15,,1,0,2,,0,,0,0,0,1,0,0,,10,3,,1,2,55,,0,,0,232,151,151
2006,Středočeský kraj,Benešov,Teplýšovice,50,57,28,,0,0,2,,1,,0,0,0,0,0,4,,11,0,,0,1,87,,1,,0,328,242,242
2006,Středočeský kraj,Benešov,Tichonice,7,32,17,,1,0,2,,1,,0,0,0,0,0,0,,5,0,,1,0,70,,0,,0,167,136,136
2006,Středočeský kraj,Benešov,Tisem,2,56,9,,0,0,2,,1,,0,1,0,1,0,0,,7,0,,0,0,57,,0,,1,178,137,137
2006,Středočeský kraj,Benešov,Tomice,16,11,8,,0,0,3,,1,,0,0,0,3,0,0,,1,1,,0,0,34,,0,,0,100,78,79
2006,Středočeský kraj,Benešov,Trhový Štěpánov,91,184,85,,3,0,12,,2,,1,2,0,3,0,4,,19,3,,2,1,234,,4,,1,1017,651,652
2006,Středočeský kraj,Benešov,Třebešice,4,28,5,,4,0,0,,0,,0,0,0,1,0,0,,1,1,,0,0,12,,0,,0,74,56,56
2006,Středočeský kraj,Benešov,Týnec nad Sázavou,109,1015,396,,6,1,43,,13,,3,5,0,15,1,7,,168,9,,5,9,989,,9,,5,4184,2808,2816
2006,Středočeský kraj,Benešov,Václavice,16,109,22,,1,0,2,,1,,0,0,0,3,0,2,,13,1,,0,1,83,,1,,0,402,255,255
2006,Středočeský kraj,Benešov,Veliš,30,34,21,,1,1,3,,5,,1,0,0,2,0,0,,5,1,,1,0,62,,1,,1,248,169,170
2006,Středočeský kraj,Benešov,Vlašim,462,1937,800,,14,2,105,,34,,16,5,0,48,0,18,,249,22,,9,11,2439,,23,,11,10015,6205,6226
2006,Středočeský kraj,Benešov,Vodslivy,9,18,3,,0,0,0,,0,,1,0,0,2,0,1,,0,0,,0,0,15,,1,,0,74,50,50
2006,Středočeský kraj,Benešov,Vojkov,20,82,42,,1,0,4,,2,,2,1,0,4,0,0,,16,1,,2,3,71,,1,,0,433,252,254
2006,Středočeský kraj,Benešov,Votice,199,772,299,,9,4,57,,11,,3,4,0,14,1,6,,142,15,,5,4,898,,4,,4,3675,2451,2454
2006,Středočeský kraj,Benešov,Vracovice,41,60,17,,0,0,0,,1,,1,0,0,2,0,0,,3,4,,0,0,86,,1,,1,304,217,218
2006,Středočeský kraj,Benešov,Vranov,7,75,25,,0,0,2,,0,,0,0,0,2,0,1,,16,0,,0,0,76,,0,,3,269,207,207
2006,Středočeský kraj,Benešov,Vrchotovy Janovice,25,109,60,,2,2,5,,1,,0,0,0,3,0,1,,13,5,,0,3,164,,1,,2,709,396,396
2006,Středočeský kraj,Benešov,Všechlapy,10,24,5,,0,0,0,,0,,0,0,0,0,0,0,,0,0,,0,0,11,,0,,1,61,51,51
2006,Středočeský kraj,Benešov,Vysoký Újezd,2,48,18,,0,0,3,,0,,0,0,0,1,0,1,,2,2,,0,0,42,,2,,0,162,121,122
2006,Středočeský kraj,Benešov,Xaverov,5,6,6,,0,0,0,,1,,0,0,0,0,0,0,,0,2,,0,0,7,,0,,0,42,27,27
2006,Středočeský kraj,Benešov,Zdislavice,32,71,27,,1,0,8,,1,,0,0,0,2,0,0,,4,1,,0,0,148,,2,,0,421,297,298
2006,Středočeský kraj,Benešov,Zvěstov,18,65,29,,0,0,5,,2,,0,0,0,1,0,2,,13,3,,0,0,80,,1,,0,314,219,219
