year,region,county,town,kdúčsl,ods,ksčm,Folklor i Společnost,Balbínova poetická strana,4 VIZE-www.4vize.cz,SNK Evropští demokraté,Helax-Ostrava se baví,Strana zdravého rozumu,Liberální reformní strana,Národní strana,Koruna Česká (monarch.strana),-,NEZ.DEMOKRATÉ(předs.V.Železný),Česká pravice,Unie svobody-Demokratická unie,Humanistická strana,sz,Nezávislí,Česká str.národ.socialistická,Právo a Spravedlnost,STRANA ROVNOST ŠANCÍ,čssd,České hnutí za národní jednotu,Pravý Blok,Moravané,Koalice pro Českou republiku,voters,votes_ok,votes_all
2006,Královéhradecký kraj,Rychnov nad Kněžnou,Třebešov,14,72,10,,0,0,4,,0,,0,0,,2,,3,,10,1,,1,1,33,,0,,3,198,154,154
2006,Královéhradecký kraj,Rychnov nad Kněžnou,Tutleky,8,76,31,,0,0,5,,4,,0,0,,0,,1,,8,3,,0,0,43,,1,,0,265,180,180
2006,Královéhradecký kraj,Rychnov nad Kněžnou,Týniště nad Orlicí,155,1114,553,,3,0,108,,18,,5,5,,14,,21,,243,17,,8,7,1043,,30,,4,4998,3348,3355
2006,Královéhradecký kraj,Rychnov nad Kněžnou,Val,30,29,12,,0,0,31,,2,,0,0,,2,,1,,5,0,,0,1,57,,2,,0,231,172,172
2006,Královéhradecký kraj,Rychnov nad Kněžnou,Vamberk,126,866,319,,2,5,98,,18,,3,4,,23,,7,,159,16,,6,3,767,,24,,2,3865,2448,2462
2006,Královéhradecký kraj,Rychnov nad Kněžnou,Voděrady,65,153,32,,0,1,11,,1,,1,1,,0,,1,,13,0,,1,0,119,,5,,1,532,405,406
2006,Královéhradecký kraj,Rychnov nad Kněžnou,Vrbice,19,29,10,,0,0,8,,1,,0,0,,0,,0,,4,1,,0,0,23,,1,,0,105,96,97
2006,Královéhradecký kraj,Rychnov nad Kněžnou,Vysoký Újezd,4,10,4,,0,0,1,,0,,0,0,,0,,0,,1,0,,0,0,8,,0,,0,42,28,28
2006,Královéhradecký kraj,Rychnov nad Kněžnou,Záměl,14,143,47,,0,0,18,,5,,1,0,,5,,1,,20,2,,0,0,90,,2,,3,485,351,354
2006,Královéhradecký kraj,Rychnov nad Kněžnou,Zdelov,5,24,7,,1,0,4,,1,,0,0,,0,,1,,7,0,,0,0,71,,0,,8,178,129,129
2006,Královéhradecký kraj,Rychnov nad Kněžnou,Zdobnice,17,27,8,,0,0,9,,0,,1,0,,2,,0,,2,0,,0,0,20,,0,,0,127,86,86
2006,Královéhradecký kraj,Rychnov nad Kněžnou,Žďár nad Orlicí,16,80,33,,0,0,5,,2,,0,0,,1,,0,,10,2,,0,1,61,,1,,0,351,212,212
2006,Královéhradecký kraj,Trutnov,Batňovice,69,155,39,,0,1,22,,0,,1,1,,4,,2,,29,1,,0,0,103,,4,,1,560,432,432
2006,Královéhradecký kraj,Trutnov,Bernartice,21,151,78,,0,0,6,,1,,1,1,,4,,3,,30,4,,4,2,144,,7,,1,726,458,459
2006,Královéhradecký kraj,Trutnov,Bílá Třemešná,34,250,106,,0,0,16,,3,,6,3,,4,,4,,59,8,,2,1,190,,5,,1,1066,692,694
2006,Královéhradecký kraj,Trutnov,Bílé Poličany,4,29,15,,1,0,1,,0,,0,1,,1,,0,,6,0,,0,1,31,,0,,0,128,90,90
2006,Královéhradecký kraj,Trutnov,Borovnice,35,73,38,,0,0,4,,1,,0,0,,1,,3,,11,2,,0,2,46,,5,,0,343,221,221
2006,Královéhradecký kraj,Trutnov,Borovnička,3,32,19,,0,0,1,,1,,0,1,,0,,1,,12,0,,0,0,22,,0,,0,165,92,93
2006,Královéhradecký kraj,Trutnov,Čermná,4,57,46,,0,1,9,,2,,3,0,,2,,1,,16,2,,2,2,57,,1,,0,217,205,205
2006,Královéhradecký kraj,Trutnov,Černý Důl,13,179,55,,0,2,32,,1,,0,1,,1,,1,,26,0,,0,1,136,,0,,1,625,449,449
2006,Královéhradecký kraj,Trutnov,Dolní Branná,26,205,57,,0,0,22,,9,,0,0,,8,,5,,41,3,,2,2,165,,8,,0,772,553,555
2006,Královéhradecký kraj,Trutnov,Dolní Brusnice,7,75,35,,0,2,5,,1,,1,0,,2,,0,,2,0,,0,2,48,,2,,1,258,183,185
2006,Královéhradecký kraj,Trutnov,Dolní Dvůr,8,63,25,,0,1,4,,0,,0,0,,3,,2,,4,0,,0,0,34,,1,,0,201,145,145
2006,Královéhradecký kraj,Trutnov,Dolní Kalná,29,146,41,,1,0,16,,7,,0,0,,0,,4,,18,3,,1,1,98,,1,,0,502,366,368
2006,Královéhradecký kraj,Trutnov,Dolní Lánov,18,153,36,,0,0,3,,0,,0,2,,4,,1,,20,2,,1,0,99,,1,,2,546,342,343
2006,Královéhradecký kraj,Trutnov,Dolní Olešnice,10,50,29,,0,0,2,,4,,0,1,,1,,1,,14,0,,1,1,60,,1,,0,282,175,175
2006,Královéhradecký kraj,Trutnov,Doubravice,13,71,27,,1,0,11,,4,,1,1,,3,,0,,17,3,,0,0,56,,0,,2,308,210,210
2006,Královéhradecký kraj,Trutnov,Dubenec,10,145,54,,0,0,2,,2,,1,1,,9,,4,,21,0,,2,0,108,,1,,1,552,361,362
2006,Královéhradecký kraj,Trutnov,Dvůr Králové n.Labem,351,3424,818,,12,11,251,,76,,17,24,,54,,24,,586,32,,6,15,2493,,46,,12,13259,8252,8288
2006,Královéhradecký kraj,Trutnov,Hajnice,23,138,64,,0,3,12,,4,,1,1,,2,,7,,25,2,,0,3,114,,6,,5,670,410,410
2006,Královéhradecký kraj,Trutnov,Havlovice,36,201,58,,0,1,18,,10,,0,0,,4,,2,,23,4,,0,0,141,,6,,0,703,504,504
2006,Královéhradecký kraj,Trutnov,Horní Brusnice,11,82,28,,0,3,2,,2,,0,0,,4,,1,,8,1,,1,0,63,,1,,0,360,207,208
2006,Královéhradecký kraj,Trutnov,Horní Kalná,18,77,24,,0,1,1,,3,,1,1,,0,,4,,18,8,,0,0,41,,0,,1,260,198,198
2006,Královéhradecký kraj,Trutnov,Horní Maršov,31,214,89,,0,0,14,,4,,1,1,,8,,8,,55,10,,1,2,167,,7,,4,879,616,618
2006,Královéhradecký kraj,Trutnov,Horní Olešnice,14,38,11,,1,0,2,,0,,1,0,,2,,0,,14,1,,0,0,49,,1,,0,229,134,134
2006,Královéhradecký kraj,Trutnov,Hostinné,150,709,367,,5,4,43,,19,,8,3,,14,,10,,188,13,,6,2,815,,31,,2,3806,2389,2399
2006,Královéhradecký kraj,Trutnov,Hřibojedy,1,25,14,,1,0,2,,3,,0,0,,1,,0,,6,0,,0,0,61,,0,,1,169,115,115
2006,Královéhradecký kraj,Trutnov,Chotěvice,9,152,82,,0,0,8,,4,,1,0,,6,,5,,24,2,,0,2,148,,2,,1,771,446,447
2006,Královéhradecký kraj,Trutnov,Choustníkovo Hradiš.,17,64,40,,1,2,3,,2,,2,0,,7,,1,,14,1,,0,0,83,,2,,1,464,240,240
2006,Královéhradecký kraj,Trutnov,Chvaleč,12,104,44,,2,1,5,,3,,1,0,,2,,0,,17,6,,1,0,83,,0,,2,479,283,284
2006,Královéhradecký kraj,Trutnov,Janské Lázně,41,272,64,,0,1,19,,4,,1,1,,6,,2,,71,4,,1,3,243,,1,,1,995,735,741
2006,Královéhradecký kraj,Trutnov,Jívka,15,82,53,,0,2,6,,5,,0,1,,2,,2,,8,2,,3,1,89,,2,,0,482,273,273
2006,Královéhradecký kraj,Trutnov,Klášterská Lhota,11,22,31,,0,0,5,,6,,1,0,,0,,0,,5,1,,1,0,21,,0,,3,158,107,107
2006,Královéhradecký kraj,Trutnov,Kocbeře,14,86,46,,0,0,6,,3,,0,0,,1,,2,,16,1,,0,1,56,,5,,2,398,239,241
2006,Královéhradecký kraj,Trutnov,Kohoutov,1,40,24,,0,0,2,,0,,1,0,,1,,0,,16,1,,0,0,22,,1,,0,193,109,109
2006,Královéhradecký kraj,Trutnov,Královec,6,38,14,,0,0,1,,0,,0,0,,1,,1,,4,2,,0,0,24,,0,,0,128,91,91
2006,Královéhradecký kraj,Trutnov,Kuks,13,32,21,,0,0,3,,1,,1,0,,0,,0,,7,0,,0,0,28,,0,,0,194,106,106
2006,Královéhradecký kraj,Trutnov,Kunčice nad Labem,11,111,41,,2,0,12,,5,,0,0,,4,,5,,24,2,,0,4,96,,2,,0,461,319,321
2006,Královéhradecký kraj,Trutnov,Lampertice,8,60,27,,1,0,3,,6,,2,0,,0,,3,,4,2,,0,6,72,,5,,0,364,199,202
2006,Královéhradecký kraj,Trutnov,Lánov,41,314,125,,1,0,38,,0,,2,0,,7,,6,,76,3,,0,1,225,,5,,0,1254,844,849
2006,Královéhradecký kraj,Trutnov,Lanžov,8,27,17,,0,0,3,,0,,0,0,,0,,0,,14,1,,0,0,44,,0,,0,163,114,114
2006,Královéhradecký kraj,Trutnov,Libňatov,25,55,31,,0,0,3,,1,,0,1,,2,,1,,18,0,,1,1,73,,1,,2,300,215,215
2006,Královéhradecký kraj,Trutnov,Libotov,5,25,19,,0,0,3,,3,,0,0,,2,,0,,5,0,,0,0,31,,0,,1,143,94,94
2006,Královéhradecký kraj,Trutnov,Litíč,1,23,11,,0,0,0,,0,,0,0,,2,,0,,2,5,,0,2,14,,0,,0,92,60,60
2006,Královéhradecký kraj,Trutnov,Malá Úpa,2,62,3,,0,0,0,,2,,0,2,,0,,0,,4,0,,0,0,14,,0,,0,107,89,89
2006,Královéhradecký kraj,Trutnov,Malé Svatoňovice,74,304,151,,1,1,23,,15,,3,1,,11,,4,,70,8,,5,3,287,,7,,2,1460,970,971
2006,Královéhradecký kraj,Trutnov,Maršov u Úpice,13,33,10,,0,0,1,,0,,0,0,,0,,2,,2,0,,0,0,24,,1,,0,124,86,87
2006,Královéhradecký kraj,Trutnov,Mladé Buky,53,412,133,,2,2,19,,5,,5,2,,10,,3,,73,7,,3,3,317,,7,,2,1709,1058,1059
2006,Královéhradecký kraj,Trutnov,Mostek,58,200,140,,0,0,6,,1,,0,2,,1,,4,,30,6,,2,2,189,,3,,2,1080,646,646
2006,Královéhradecký kraj,Trutnov,Nemojov,12,103,34,,1,0,9,,5,,3,2,,0,,0,,33,1,,0,0,108,,4,,1,443,316,318
2006,Královéhradecký kraj,Trutnov,Pec pod Sněžkou,13,332,17,,0,0,8,,3,,0,1,,2,,0,,50,2,,0,0,62,,3,,0,659,493,495
2006,Královéhradecký kraj,Trutnov,Pilníkov,25,189,79,,1,0,9,,10,,0,1,,3,,10,,50,8,,1,3,149,,3,,2,889,543,544
2006,Královéhradecký kraj,Trutnov,Prosečné,6,112,44,,0,0,4,,2,,1,2,,1,,2,,18,0,,2,1,102,,2,,1,441,300,300
2006,Královéhradecký kraj,Trutnov,Radvanice,20,111,86,,2,1,16,,6,,1,0,,6,,3,,47,2,,1,1,133,,3,,0,832,439,440
2006,Královéhradecký kraj,Trutnov,Rtyně v Podkrkonoší,169,554,177,,2,0,54,,13,,6,3,,12,,11,,110,14,,6,4,447,,12,,3,2397,1597,1603
2006,Královéhradecký kraj,Trutnov,Rudník,39,312,212,,1,1,16,,7,,3,1,,13,,1,,63,5,,8,2,315,,8,,7,1746,1014,1015
2006,Královéhradecký kraj,Trutnov,Stanovice,5,13,3,,0,0,1,,0,,0,0,,0,,1,,2,1,,0,0,10,,2,,0,59,38,38
2006,Královéhradecký kraj,Trutnov,Staré Buky,3,80,50,,1,2,1,,1,,0,1,,4,,0,,11,0,,1,1,84,,7,,1,365,248,254
2006,Královéhradecký kraj,Trutnov,Strážné,2,131,1,,0,3,4,,0,,0,0,,2,,0,,7,0,,1,1,12,,1,,0,203,165,165
2006,Královéhradecký kraj,Trutnov,Suchovršice,22,67,23,,0,0,10,,0,,0,0,,3,,0,,13,1,,0,0,56,,0,,0,286,195,195
2006,Královéhradecký kraj,Trutnov,Svoboda nad Úpou,64,480,131,,9,1,30,,10,,1,2,,10,,5,,112,7,,3,3,342,,6,,3,1757,1219,1228
2006,Královéhradecký kraj,Trutnov,Špindlerův Mlýn,37,530,19,,4,0,18,,6,,0,1,,3,,5,,44,1,,0,1,132,,3,,1,1105,805,808
2006,Královéhradecký kraj,Trutnov,Trotina,0,6,12,,0,1,1,,2,,0,0,,0,,0,,4,0,,0,0,21,,0,,0,58,47,47
2006,Královéhradecký kraj,Trutnov,Trutnov,534,6450,1711,,19,13,440,,95,,31,18,,99,,101,,1262,52,,24,33,4862,,81,,19,25376,15844,15891
2006,Královéhradecký kraj,Trutnov,Třebihošť,13,84,30,,1,0,7,,5,,1,1,,3,,1,,15,3,,0,1,65,,0,,3,316,233,235
2006,Královéhradecký kraj,Trutnov,Úpice,179,1154,388,,4,0,62,,27,,5,4,,13,,15,,200,16,,6,8,917,,20,,9,4700,3027,3045
2006,Královéhradecký kraj,Trutnov,Velké Svatoňovice,71,229,68,,1,1,14,,4,,3,2,,5,,7,,40,8,,4,2,182,,2,,0,929,643,643
2006,Královéhradecký kraj,Trutnov,Velký Vřešťov,8,59,7,,0,0,4,,0,,0,0,,3,,0,,7,2,,1,0,31,,0,,1,174,123,123
2006,Královéhradecký kraj,Trutnov,Vilantice,18,23,22,,0,0,2,,0,,0,1,,3,,1,,0,0,,0,0,37,,2,,0,157,109,109
2006,Královéhradecký kraj,Trutnov,Vítězná,28,166,87,,1,1,15,,6,,0,4,,0,,3,,29,4,,0,1,179,,3,,0,1062,527,530
2006,Královéhradecký kraj,Trutnov,Vlčice,8,78,49,,1,0,4,,0,,0,0,,3,,1,,18,5,,3,0,52,,0,,0,346,222,223
2006,Královéhradecký kraj,Trutnov,Vlčkovice v Podkrk.,12,66,15,,0,0,8,,1,,0,0,,6,,0,,5,2,,2,0,51,,0,,0,302,168,168
2006,Královéhradecký kraj,Trutnov,Vrchlabí,270,3138,533,,4,5,304,,43,,12,8,,48,,99,,658,22,,12,20,1916,,39,,13,10525,7144,7166
2006,Královéhradecký kraj,Trutnov,Zábřezí-Řečice,1,47,12,,0,0,2,,2,,0,0,,3,,0,,5,0,,0,0,18,,0,,2,114,92,92
2006,Královéhradecký kraj,Trutnov,Zdobín,2,21,2,,0,0,1,,3,,0,0,,2,,0,,1,0,,0,0,23,,4,,0,77,59,59
2006,Královéhradecký kraj,Trutnov,Zlatá Olešnice,2,37,19,,0,0,2,,0,,0,0,,1,,0,,4,2,,0,0,26,,0,,0,140,93,93
2006,Královéhradecký kraj,Trutnov,Žacléř,56,615,244,,3,3,34,,11,,3,4,,12,,8,,115,19,,3,29,599,,7,,4,2882,1769,1778
2006,Pardubický kraj,Chrudim,Běstvina,57,108,33,,0,0,2,,2,,0,0,0,2,,1,,8,0,,0,1,77,,4,0,1,410,296,297
2006,Pardubický kraj,Chrudim,Biskupice,5,8,3,,0,0,0,,0,,0,0,0,0,,0,,0,1,,0,0,9,,0,0,0,44,26,26
2006,Pardubický kraj,Chrudim,Bítovany,16,77,36,,0,0,10,,0,,0,0,0,1,,2,,9,3,,0,1,88,,0,0,0,336,243,243
2006,Pardubický kraj,Chrudim,Bojanov,51,111,45,,0,0,8,,1,,0,3,0,1,,3,,20,6,,0,0,113,,1,0,2,543,365,366
2006,Pardubický kraj,Chrudim,Bor u Skutče,3,35,10,,0,0,2,,0,,0,0,0,0,,0,,3,1,,0,2,34,,0,0,0,137,90,91
2006,Pardubický kraj,Chrudim,Bořice,4,28,15,,0,0,1,,0,,0,0,0,0,,0,,3,2,,0,0,40,,0,0,0,132,93,93
2006,Pardubický kraj,Chrudim,Bousov,16,17,22,,0,1,3,,0,,0,0,0,3,,0,,10,1,,0,0,42,,2,0,1,174,118,118
2006,Pardubický kraj,Chrudim,Bylany,12,72,21,,0,0,5,,2,,0,0,0,5,,0,,14,2,,0,0,55,,1,0,2,288,191,191
2006,Pardubický kraj,Chrudim,Ctětín,8,30,38,,1,0,0,,3,,4,2,0,0,,0,,13,1,,2,0,54,,0,1,1,229,158,160
2006,Pardubický kraj,Chrudim,Čankovice,14,50,22,,0,0,7,,0,,0,0,0,0,,0,,8,1,,0,0,45,,0,0,0,257,147,150
2006,Pardubický kraj,Chrudim,České Lhotice,5,22,7,,0,0,2,,0,,0,0,0,1,,0,,6,2,,2,0,30,,0,0,0,88,77,78
2006,Pardubický kraj,Chrudim,Dědová,23,6,19,,0,0,0,,1,,0,1,0,0,,0,,0,0,,2,0,54,,0,0,0,127,106,106
2006,Pardubický kraj,Chrudim,Dolní Bezděkov,12,17,26,,0,0,4,,0,,0,0,0,0,,0,,2,1,,0,0,40,,1,0,0,146,103,103
2006,Pardubický kraj,Chrudim,Dřenice,14,34,31,,0,0,5,,1,,0,1,0,0,,0,,10,4,,0,0,77,,0,0,2,263,179,179
2006,Pardubický kraj,Chrudim,Dvakačovice,5,42,14,,0,0,3,,0,,0,0,0,0,,2,,3,3,,0,2,18,,1,0,1,141,94,94
2006,Pardubický kraj,Chrudim,Hamry,12,45,24,,1,0,0,,0,,0,0,0,1,,0,,8,2,,2,0,59,,0,0,0,204,154,154
2006,Pardubický kraj,Chrudim,Heřmanův Městec,251,907,318,,1,7,55,,21,,3,1,0,11,,11,,217,9,,4,4,717,,11,1,2,4009,2551,2559
2006,Pardubický kraj,Chrudim,Hlinsko,642,1643,767,,16,1,79,,18,,6,10,0,85,,15,,285,23,,19,6,1946,,24,1,6,8281,5592,5612
2006,Pardubický kraj,Chrudim,Hluboká,47,11,16,,0,0,1,,0,,0,0,0,0,,2,,10,0,,0,0,57,,0,0,0,184,144,144
2006,Pardubický kraj,Chrudim,Hodonín,13,9,2,,0,0,0,,0,,0,0,0,1,,1,,4,1,,0,0,19,,0,0,0,66,50,50
2006,Pardubický kraj,Chrudim,Holetín,49,106,76,,0,1,2,,5,,0,1,0,1,,0,,19,10,,0,1,147,,0,0,0,582,418,421
2006,Pardubický kraj,Chrudim,Honbice,12,23,16,,2,0,9,,1,,0,1,0,0,,0,,2,1,,3,1,30,,0,0,0,159,101,101
2006,Pardubický kraj,Chrudim,Horka,21,87,36,,1,0,5,,2,,1,0,0,3,,2,,12,2,,0,1,84,,0,1,1,332,259,259
2006,Pardubický kraj,Chrudim,Horní Bradlo,17,98,71,,2,1,5,,0,,0,0,0,2,,1,,12,1,,0,0,94,,0,1,0,445,305,305
2006,Pardubický kraj,Chrudim,Hošťalovice,15,23,20,,0,0,2,,2,,0,0,0,0,,0,,2,1,,0,0,33,,1,0,0,128,99,99
2006,Pardubický kraj,Chrudim,Hrochův Týnec,144,317,96,,1,1,18,,3,,3,0,0,2,,3,,34,4,,1,1,286,,1,1,1,1458,917,921
2006,Pardubický kraj,Chrudim,Hroubovice,10,77,44,,0,0,1,,0,,0,0,0,0,,0,,6,3,,0,0,53,,1,0,0,268,195,195
2006,Pardubický kraj,Chrudim,Chrast,168,479,278,,2,1,39,,14,,0,0,0,13,,1,,101,20,,2,1,521,,3,1,2,2577,1646,1649
2006,Pardubický kraj,Chrudim,Chroustovice,50,176,126,,1,0,8,,5,,1,1,0,5,,4,,41,7,,1,2,197,,1,2,1,983,629,635
2006,Pardubický kraj,Chrudim,Chrudim,577,4797,1451,,10,7,565,,40,,12,5,0,59,,38,,990,62,,22,18,3940,,43,3,9,18779,12648,12681
2006,Pardubický kraj,Chrudim,Jeníkov,101,60,14,,1,0,2,,1,,0,0,0,0,,1,,8,4,,0,0,51,,0,0,0,366,243,245
2006,Pardubický kraj,Chrudim,Jenišovice,27,51,23,,0,0,7,,3,,0,0,0,0,,1,,12,0,,2,0,78,,1,0,0,367,205,206
2006,Pardubický kraj,Chrudim,Kameničky,151,89,37,,0,0,9,,4,,0,0,0,6,,0,,15,3,,2,0,133,,1,0,0,629,450,450
2006,Pardubický kraj,Chrudim,Kladno,19,19,29,,0,2,0,,0,,0,0,0,3,,0,,2,1,,0,0,46,,0,0,0,185,121,123
2006,Pardubický kraj,Chrudim,Klešice,8,63,40,,0,0,3,,1,,0,0,0,2,,0,,18,2,,1,1,37,,1,1,0,261,178,178
2006,Pardubický kraj,Chrudim,Kněžice,6,19,38,,0,1,0,,0,,0,0,0,2,,0,,2,0,,2,1,20,,1,0,0,132,92,92
2006,Pardubický kraj,Chrudim,Kočí,11,101,47,,0,0,5,,0,,1,0,0,2,,5,,24,1,,2,0,112,,1,2,0,458,314,315
2006,Pardubický kraj,Chrudim,Kostelec u Heř.Měst.,8,72,33,,0,0,6,,0,,0,0,0,0,,1,,9,1,,0,0,51,,1,0,0,239,182,182
2006,Pardubický kraj,Chrudim,Krásné,11,25,23,,0,0,1,,0,,0,0,0,1,,0,,3,1,,0,0,28,,0,0,4,126,97,97
2006,Pardubický kraj,Chrudim,Krouna,121,231,62,,0,1,17,,2,,0,0,0,1,,5,,36,5,,2,0,236,,0,0,1,1077,720,721
2006,Pardubický kraj,Chrudim,Křižanovice,9,22,4,,0,0,1,,0,,0,0,0,0,,0,,4,1,,1,0,34,,0,0,0,94,76,76
2006,Pardubický kraj,Chrudim,Lány,13,52,5,,0,0,3,,1,,0,0,0,0,,0,,7,0,,0,0,49,,0,0,1,184,131,134
2006,Pardubický kraj,Chrudim,Leština,38,27,12,,0,0,3,,0,,0,0,0,2,,0,,14,2,,0,0,62,,1,0,0,254,161,161
2006,Pardubický kraj,Chrudim,Leštinka,17,8,16,,0,0,1,,0,,0,0,0,1,,0,,2,0,,0,0,27,,2,0,0,105,74,76
2006,Pardubický kraj,Chrudim,Libkov,13,9,7,,0,0,0,,0,,0,0,0,0,,0,,2,0,,0,0,21,,0,1,0,72,53,53
2006,Pardubický kraj,Chrudim,Liboměřice,13,22,14,,0,0,9,,1,,0,0,0,0,,1,,11,0,,0,0,25,,2,0,1,121,99,99
2006,Pardubický kraj,Chrudim,Licibořice,14,30,13,,0,1,1,,0,,0,0,0,0,,0,,13,1,,1,0,56,,0,0,0,193,130,130
2006,Pardubický kraj,Chrudim,Lipovec,7,32,25,,0,0,2,,1,,0,2,0,1,,0,,10,0,,0,0,33,,0,0,0,179,113,113
2006,Pardubický kraj,Chrudim,Lozice,2,13,15,,0,0,0,,0,,0,0,0,0,,0,,8,1,,2,0,30,,0,0,1,116,72,72
2006,Pardubický kraj,Chrudim,Lukavice,20,116,77,,1,0,12,,1,,0,1,0,2,,0,,24,4,,1,0,173,,0,1,1,645,434,435
2006,Pardubický kraj,Chrudim,Luže,153,429,196,,2,0,30,,5,,1,0,0,10,,10,,86,7,,8,1,488,,6,2,8,2119,1442,1452
2006,Pardubický kraj,Chrudim,Míčov-Sušice,2,38,32,,1,0,7,,0,,0,0,0,0,,1,,7,3,,0,0,49,,2,0,0,241,142,142
2006,Pardubický kraj,Chrudim,Miřetice,53,173,94,,0,0,6,,2,,0,3,0,0,,3,,31,6,,0,0,231,,4,0,3,979,609,609
2006,Pardubický kraj,Chrudim,Mladoňovice,33,33,30,,1,0,1,,3,,1,0,0,0,,0,,12,3,,0,0,61,,1,0,2,269,181,181
2006,Pardubický kraj,Chrudim,Morašice,25,82,46,,0,2,9,,3,,0,0,0,1,,4,,25,3,,2,1,113,,1,0,2,465,319,320
2006,Pardubický kraj,Chrudim,Mrákotín,44,65,25,,0,0,7,,0,,0,0,0,1,,4,,14,3,,0,0,56,,0,1,0,282,220,221
2006,Pardubický kraj,Chrudim,Nabočany,3,11,12,,0,0,2,,0,,0,0,0,0,,0,,1,0,,1,0,21,,1,0,0,89,52,52
2006,Pardubický kraj,Chrudim,Načešice,23,56,65,,0,1,2,,2,,0,0,0,1,,1,,10,0,,0,0,114,,0,0,0,443,275,275
2006,Pardubický kraj,Chrudim,Nasavrky,66,227,174,,0,0,21,,1,,7,1,0,7,,5,,62,1,,0,5,302,,2,1,1,1270,883,885
2006,Pardubický kraj,Chrudim,Nové Hrady,15,63,15,,1,0,9,,1,,0,3,0,0,,0,,15,0,,2,0,49,,0,0,1,256,174,175
2006,Pardubický kraj,Chrudim,Orel,19,100,63,,0,1,17,,2,,0,0,0,1,,2,,26,3,,1,0,155,,1,2,0,557,393,394
2006,Pardubický kraj,Chrudim,Ostrov,2,37,10,,0,0,0,,0,,0,0,0,1,,0,,3,1,,0,0,21,,0,0,0,146,75,75
2006,Pardubický kraj,Chrudim,Otradov,14,48,20,,0,0,0,,3,,1,0,0,0,,0,,4,1,,0,0,75,,0,0,0,250,166,166
2006,Pardubický kraj,Chrudim,Perálec,23,29,26,,0,0,3,,0,,0,0,0,3,,1,,6,0,,0,0,47,,0,0,1,188,139,139
2006,Pardubický kraj,Chrudim,Podhořany u Ronova,2,33,42,,0,0,8,,0,,0,0,0,0,,0,,6,3,,0,0,73,,0,0,0,245,167,167
2006,Pardubický kraj,Chrudim,Pokřikov,15,35,37,,0,0,2,,0,,1,1,0,1,,1,,1,0,,0,0,39,,0,0,1,208,134,135
2006,Pardubický kraj,Chrudim,Prachovice,24,177,105,,1,0,15,,2,,3,0,0,5,,0,,34,6,,4,1,192,,0,0,0,1151,569,571
2006,Pardubický kraj,Chrudim,Proseč,221,276,151,,0,0,15,,4,,1,1,0,9,,7,,49,11,,0,1,365,,4,0,1,1660,1116,1118
2006,Pardubický kraj,Chrudim,Prosetín,51,114,55,,0,0,1,,3,,0,0,0,5,,0,,17,4,,0,0,158,,5,0,1,628,414,415
2006,Pardubický kraj,Chrudim,Předhradí,53,37,40,,0,0,1,,1,,1,1,0,2,,2,,22,3,,2,2,79,,1,0,1,351,248,253
2006,Pardubický kraj,Chrudim,Přestavlky,21,28,19,,0,0,2,,2,,0,0,0,0,,3,,4,0,,0,0,27,,0,2,0,167,108,108
2006,Pardubický kraj,Chrudim,Rabštejnská Lhota,15,153,39,,0,0,14,,5,,0,0,0,1,,1,,38,0,,2,0,111,,5,1,2,499,387,389
2006,Pardubický kraj,Chrudim,Raná,54,56,37,,1,0,1,,0,,0,0,0,0,,3,,11,4,,0,0,49,,2,0,2,272,220,220
2006,Pardubický kraj,Chrudim,Ronov nad Doubravou,61,259,196,,2,2,23,,1,,2,0,0,11,,3,,43,7,,3,2,299,,2,1,0,1370,917,921
2006,Pardubický kraj,Chrudim,Rosice,52,182,103,,4,2,5,,5,,1,0,0,4,,5,,49,8,,1,2,210,,2,3,0,1049,638,640
2006,Pardubický kraj,Chrudim,Rozhovice,8,39,21,,1,0,2,,1,,0,0,0,0,,0,,12,4,,1,1,42,,0,0,3,202,135,135
2006,Pardubický kraj,Chrudim,Řepníky,29,60,20,,0,1,6,,4,,1,0,0,2,,1,,21,3,,1,1,66,,4,0,0,318,220,220
2006,Pardubický kraj,Chrudim,Řestoky,37,96,39,,0,0,5,,1,,0,0,0,4,,0,,8,1,,0,0,78,,0,0,0,373,269,269
2006,Pardubický kraj,Chrudim,Seč,47,315,174,,5,2,24,,6,,1,0,0,8,,2,,66,7,,1,0,287,,4,0,1,1358,950,954
2006,Pardubický kraj,Chrudim,Skuteč,315,773,486,,4,4,61,,13,,2,0,0,6,,12,,153,11,,9,1,931,,6,4,16,4268,2807,2815
2006,Pardubický kraj,Chrudim,Slatiňany,128,729,306,,2,1,125,,4,,3,0,0,15,,6,,157,9,,2,4,661,,10,2,4,3138,2168,2172
2006,Pardubický kraj,Chrudim,Smrček,1,23,11,,0,0,0,,0,,0,0,0,0,,0,,3,0,,0,0,21,,0,0,0,84,59,59
2006,Pardubický kraj,Chrudim,Sobětuchy,29,108,59,,1,0,12,,4,,0,0,0,1,,0,,24,2,,1,0,77,,0,0,2,474,320,320
2006,Pardubický kraj,Chrudim,Stolany,22,52,22,,0,2,4,,4,,0,0,0,3,,0,,16,4,,5,1,80,,0,0,0,279,215,215
2006,Pardubický kraj,Chrudim,Stradouň,4,16,8,,1,0,6,,2,,1,0,0,0,,1,,3,2,,0,0,36,,0,0,1,152,81,81
2006,Pardubický kraj,Chrudim,Střemošice,22,20,7,,0,0,2,,2,,0,0,0,0,,0,,7,0,,0,0,55,,1,0,0,160,116,116
