year,region,county,town,kdúčsl,Liberálové.CZ,ods,ksčm,Konzervativní strana,Sdruž.pro rep.-Republ.str.Čsl.,EVROPSKÝ STŘED,Suverenita-blok J.Bobošíkové,STOP,top_09,Dělnic.str.sociální spravedl.,Strana svobodných občanů,Koruna Česká (monarch.strana),-,Klíčové hnutí,Humanistická strana,sz,Strana Práv Občanů ZEMANOVCI,Volte Pr.Blok www.cibulka.net,Česká str.národ.socialistická,Česká pirátská strana,vv,čssd,NÁRODNÍ PROSPERITA,Česká strana národně sociální,Moravané,OBČANÉ.CZ,voters,votes_ok,votes_all
2010,Středočeský kraj,Beroun,Beroun,134,2,2124,906,0,10,,345,7,2022,85,101,11,,,,226,307,29,10,67,859,1797,,,,31,14678,9073,9118
2010,Středočeský kraj,Beroun,Běštín,1,0,47,19,0,0,,7,0,16,3,4,0,,,,0,4,2,0,1,11,43,,,,1,263,159,161
2010,Středočeský kraj,Beroun,Broumy,5,0,115,75,0,2,,26,2,72,3,0,0,,,,11,14,0,0,3,40,91,,,,1,689,460,464
2010,Středočeský kraj,Beroun,Březová,1,0,22,14,0,0,,8,0,31,1,1,0,,,,5,3,2,0,2,20,36,,,,2,218,148,149
2010,Středočeský kraj,Beroun,Bubovice,3,0,65,18,0,0,,12,0,38,0,1,0,,,,8,2,2,0,4,17,26,,,,0,261,196,196
2010,Středočeský kraj,Beroun,Bykoš,2,0,17,18,0,0,,9,0,18,1,1,0,,,,0,1,3,0,2,13,31,,,,0,173,116,116
2010,Středočeský kraj,Beroun,Bzová,3,0,32,37,0,0,,7,0,30,1,1,1,,,,7,9,1,0,2,26,72,,,,1,349,230,232
2010,Středočeský kraj,Beroun,Cerhovice,19,0,157,55,0,0,,28,0,77,7,7,0,,,,19,10,4,0,4,52,119,,,,0,824,558,563
2010,Středočeský kraj,Beroun,Drozdov,7,0,95,92,0,3,,31,1,53,3,2,0,,,,1,16,3,0,4,36,96,,,,1,572,444,446
2010,Středočeský kraj,Beroun,Felbabka,0,0,35,24,0,0,,2,0,18,4,2,0,,,,1,1,0,0,2,12,49,,,,0,200,150,151
2010,Středočeský kraj,Beroun,Hlásná Třebaň,2,0,170,23,0,0,,13,0,107,0,6,1,,,,16,11,1,0,1,52,45,,,,0,592,448,451
2010,Středočeský kraj,Beroun,Hořovice,79,0,830,413,0,12,,137,2,496,30,18,4,,,,67,136,21,4,16,312,824,,,,9,5347,3410,3422
2010,Středočeský kraj,Beroun,Hostomice,19,0,190,114,0,1,,24,1,116,5,4,3,,,,20,19,5,5,10,78,179,,,,6,1285,799,801
2010,Středočeský kraj,Beroun,Hředle,2,0,48,40,0,1,,8,0,35,0,0,0,,,,2,9,2,0,2,21,51,,,,0,290,221,221
2010,Středočeský kraj,Beroun,Hudlice,6,0,152,168,0,2,,34,0,69,4,4,0,,,,18,26,4,1,7,60,142,,,,0,996,697,703
2010,Středočeský kraj,Beroun,Hvozdec,7,0,18,48,0,0,,11,0,23,0,1,0,,,,2,3,0,0,2,11,24,,,,1,198,151,151
2010,Středočeský kraj,Beroun,Hýskov,9,0,211,79,0,2,,38,0,171,4,4,1,,,,25,34,0,1,4,77,139,,,,1,1194,800,802
2010,Středočeský kraj,Beroun,Chaloupky,1,0,64,53,0,0,,13,0,42,2,0,0,,,,4,11,0,0,5,31,44,,,,2,360,272,274
2010,Středočeský kraj,Beroun,Chlustina,5,0,33,11,0,0,,6,0,15,0,3,0,,,,5,5,3,0,0,7,29,,,,3,177,125,126
2010,Středočeský kraj,Beroun,Chodouň,1,0,108,18,0,0,,8,0,22,3,8,1,,,,12,12,2,1,12,24,65,,,,1,472,298,299
2010,Středočeský kraj,Beroun,Chrustenice,4,0,118,28,0,0,,17,0,109,3,5,0,,,,21,16,3,1,2,44,60,,,,3,617,434,434
2010,Středočeský kraj,Beroun,Chyňava,13,0,250,121,0,4,,26,0,151,17,8,0,,,,19,41,4,2,5,80,193,,,,8,1391,942,944
2010,Středočeský kraj,Beroun,Jivina,4,0,28,18,0,1,,3,0,14,2,1,0,,,,1,2,0,0,0,19,20,,,,1,160,114,116
2010,Středočeský kraj,Beroun,Karlštejn,9,1,133,40,0,1,,11,0,83,5,3,1,,,,12,23,4,1,0,52,77,,,,0,667,456,462
2010,Středočeský kraj,Beroun,Komárov,18,0,317,206,0,1,,63,1,169,4,13,5,,,,28,35,5,0,11,104,281,,,,5,1974,1266,1271
2010,Středočeský kraj,Beroun,Koněprusy,1,1,37,18,0,0,,6,0,25,0,0,0,,,,4,2,0,0,0,4,23,,,,0,158,121,121
2010,Středočeský kraj,Beroun,Korno,5,0,16,5,0,0,,3,0,9,2,0,0,,,,1,1,0,0,0,5,17,,,,0,76,64,64
2010,Středočeský kraj,Beroun,Kotopeky,2,0,31,15,0,0,,12,0,20,7,2,0,,,,1,3,1,0,0,30,32,,,,1,244,157,158
2010,Středočeský kraj,Beroun,Králův Dvůr,42,3,784,339,1,5,,139,1,535,32,25,10,,,,61,100,13,5,22,293,584,,,,7,5140,3001,3016
2010,Středočeský kraj,Beroun,Kublov,3,0,79,38,0,0,,17,0,51,1,4,1,,,,4,13,0,0,2,46,71,,,,0,491,330,330
2010,Středočeský kraj,Beroun,Lážovice,0,0,10,9,0,0,,1,0,17,0,0,1,,,,0,2,2,0,1,5,9,,,,0,77,57,57
2010,Středočeský kraj,Beroun,Lhotka,5,0,18,17,0,0,,13,0,33,2,3,0,,,,5,12,0,1,0,21,46,,,,0,260,176,176
2010,Středočeský kraj,Beroun,Libomyšl,4,0,47,42,0,2,,16,0,30,1,0,1,,,,4,8,0,0,1,36,65,,,,1,402,258,260
2010,Středočeský kraj,Beroun,Liteň,16,2,102,44,0,2,,16,0,88,10,5,0,,,,7,22,0,0,2,53,90,,,,2,790,461,464
2010,Středočeský kraj,Beroun,Loděnice,10,0,186,68,0,1,,35,0,181,5,2,0,,,,28,27,7,0,9,84,171,,,,4,1331,818,827
2010,Středočeský kraj,Beroun,Lochovice,12,0,79,80,0,0,,15,1,71,2,4,2,,,,14,23,7,0,7,74,120,,,,3,894,514,518
2010,Středočeský kraj,Beroun,Lužce,0,0,14,5,0,0,,5,0,7,0,1,1,,,,3,4,0,0,0,13,16,,,,0,92,69,69
2010,Středočeský kraj,Beroun,Malá Víska,0,0,16,14,0,0,,2,0,10,0,0,0,,,,0,1,0,0,2,3,7,,,,0,77,55,55
2010,Středočeský kraj,Beroun,Málkov,0,0,7,5,0,0,,0,0,10,0,0,1,,,,0,2,0,0,4,2,12,,,,0,72,43,43
2010,Středočeský kraj,Beroun,Měňany,1,0,31,19,0,0,,7,0,19,1,0,0,,,,3,11,0,0,1,11,17,,,,0,245,121,122
2010,Středočeský kraj,Beroun,Mezouň,8,0,90,12,0,0,,17,1,64,3,2,0,,,,10,8,8,0,3,52,40,,,,0,409,318,319
2010,Středočeský kraj,Beroun,Mořina,3,0,99,48,0,0,,28,0,81,4,6,0,,,,10,8,2,0,1,26,70,,,,0,574,386,390
2010,Středočeský kraj,Beroun,Mořinka,1,0,21,1,0,0,,8,0,12,1,0,0,,,,2,0,0,0,0,11,22,,,,0,98,79,79
2010,Středočeský kraj,Beroun,Nenačovice,3,0,20,16,0,0,,6,0,33,0,3,0,,,,5,7,0,1,1,11,22,,,,0,180,128,128
2010,Středočeský kraj,Beroun,Nesvačily,5,0,14,17,0,0,,2,0,15,1,3,0,,,,0,3,0,0,0,2,19,,,,1,114,82,82
2010,Středočeský kraj,Beroun,Neumětely,5,0,54,38,0,0,,7,0,39,1,3,0,,,,4,5,0,0,1,18,70,,,,4,442,249,249
2010,Středočeský kraj,Beroun,Nižbor,18,3,206,81,1,1,,39,0,248,16,12,3,,,,31,43,5,1,7,102,191,,,,4,1446,1012,1018
2010,Středočeský kraj,Beroun,Nový Jáchymov,3,1,75,61,0,1,,26,3,48,1,3,1,,,,6,10,2,0,2,54,65,,,,0,545,362,367
2010,Středočeský kraj,Beroun,Olešná,4,0,33,41,0,0,,7,0,19,1,3,0,,,,3,13,0,0,2,26,66,,,,1,343,219,222
2010,Středočeský kraj,Beroun,Osek,1,0,81,49,0,1,,22,0,62,2,2,0,,,,5,15,0,1,4,43,148,,,,0,631,436,437
2010,Středočeský kraj,Beroun,Osov,5,0,44,20,0,0,,10,0,45,0,2,0,,,,10,3,2,0,0,16,36,,,,0,296,193,194
2010,Středočeský kraj,Beroun,Otmíče,0,0,13,16,0,1,,3,0,16,1,2,0,,,,2,6,0,0,1,16,20,,,,0,132,97,98
2010,Středočeský kraj,Beroun,Otročiněves,1,1,55,53,0,1,,8,0,62,3,1,0,,,,9,7,0,0,1,24,63,,,,0,384,289,290
2010,Středočeský kraj,Beroun,Podbrdy,1,0,25,26,0,0,,7,0,11,1,0,0,,,,1,4,1,0,1,8,34,,,,0,157,120,124
2010,Středočeský kraj,Beroun,Podluhy,3,0,65,68,0,0,,25,0,44,0,2,2,,,,8,13,3,0,3,35,89,,,,2,509,362,363
2010,Středočeský kraj,Beroun,Praskolesy,7,1,81,78,0,1,,32,0,68,1,3,1,,,,9,20,1,1,3,45,112,,,,1,692,465,467
2010,Středočeský kraj,Beroun,Rpety,3,0,48,34,0,1,,9,1,29,7,2,0,,,,4,8,2,0,2,39,57,,,,2,371,248,250
2010,Středočeský kraj,Beroun,Skřipel,3,0,7,2,0,0,,3,0,10,0,0,0,,,,0,1,2,0,1,12,13,,,,0,93,54,54
2010,Středočeský kraj,Beroun,Skuhrov,4,0,49,25,0,0,,11,0,34,2,2,1,,,,4,9,0,0,1,33,46,,,,0,348,221,221
2010,Středočeský kraj,Beroun,Srbsko,4,0,98,25,0,0,,14,0,46,0,7,0,,,,3,19,1,0,1,27,33,,,,2,410,280,280
2010,Středočeský kraj,Beroun,Stašov,2,0,31,24,0,4,,7,0,39,2,1,0,,,,4,14,0,0,4,20,66,,,,0,326,218,219
2010,Středočeský kraj,Beroun,Suchomasty,1,0,32,62,0,1,,6,0,26,0,2,1,,,,3,8,4,0,1,31,43,,,,0,345,221,224
2010,Středočeský kraj,Beroun,Svatá,0,0,35,40,0,0,,9,0,41,2,3,0,,,,4,12,0,0,2,37,72,,,,0,358,257,258
2010,Středočeský kraj,Beroun,Svatý Jan pod Skalou,6,0,20,0,1,0,,0,0,23,0,0,0,,,,12,9,1,0,1,2,14,,,,0,121,89,89
2010,Středočeský kraj,Beroun,Svinaře,0,0,96,23,0,2,,18,0,66,0,3,0,,,,11,14,2,2,8,28,36,,,,0,392,309,310
2010,Středočeský kraj,Beroun,Tetín,4,0,77,69,0,0,,15,1,85,5,2,2,,,,4,21,2,0,6,43,100,,,,1,656,437,438
2010,Středočeský kraj,Beroun,Tlustice,0,0,77,94,1,0,,32,0,78,1,2,1,,,,9,20,3,0,1,65,111,,,,1,726,496,497
2010,Středočeský kraj,Beroun,Tmaň,2,2,84,93,0,1,,32,1,75,7,6,2,,,,7,17,4,2,7,35,117,,,,3,830,497,500
2010,Středočeský kraj,Beroun,Točník,6,0,22,10,1,1,,3,0,32,3,0,0,,,,20,5,0,0,4,22,23,,,,2,186,154,154
2010,Středočeský kraj,Beroun,Trubín,2,0,47,18,1,0,,11,0,32,0,1,0,,,,3,9,3,1,4,16,43,,,,0,246,191,192
2010,Středočeský kraj,Beroun,Trubská,2,0,16,26,0,0,,9,0,30,0,1,0,,,,3,3,0,0,1,7,14,,,,0,138,112,112
2010,Středočeský kraj,Beroun,Újezd,19,0,62,45,0,2,,26,1,44,3,3,1,,,,4,24,3,2,4,28,72,,,,2,481,345,346
2010,Středočeský kraj,Beroun,Velký Chlumec,2,0,29,36,0,1,,3,0,41,2,1,0,,,,1,4,0,0,3,35,36,,,,0,297,194,194
2010,Středočeský kraj,Beroun,Vinařice,0,0,24,1,0,0,,5,0,7,1,0,0,,,,0,3,0,0,0,10,2,,,,0,70,53,53
2010,Středočeský kraj,Beroun,Vižina,4,0,37,13,0,0,,7,0,21,1,1,1,,,,3,11,3,0,1,13,34,,,,0,197,150,150
2010,Středočeský kraj,Beroun,Vráž,7,0,128,71,0,3,,30,0,86,5,4,1,,,,21,22,1,0,5,77,107,,,,2,830,570,574
2010,Středočeský kraj,Beroun,Všeradice,9,0,59,37,0,0,,9,0,33,4,0,0,,,,5,5,1,1,2,29,49,,,,0,339,243,243
2010,Středočeský kraj,Beroun,Vysoký Újezd,6,0,71,31,0,0,,7,1,72,0,4,1,,,,5,22,1,3,2,31,61,,,,0,475,318,320
2010,Středočeský kraj,Beroun,Zadní Třebaň,7,0,110,23,0,0,,19,0,99,0,3,1,,,,13,4,1,0,3,48,96,,,,0,568,427,428
2010,Středočeský kraj,Beroun,Zaječov,10,0,149,175,0,2,,28,1,88,10,4,1,,,,14,24,3,2,4,84,144,,,,2,1171,745,745
2010,Středočeský kraj,Beroun,Záluží,4,0,37,40,0,0,,12,0,24,2,2,0,,,,3,9,0,0,3,42,57,,,,1,375,236,238
2010,Středočeský kraj,Beroun,Zdice,22,0,550,244,0,0,,90,3,262,14,21,2,,,,41,71,9,2,12,206,552,,,,8,3209,2109,2118
2010,Středočeský kraj,Beroun,Žebrák,18,0,201,137,0,4,,44,1,151,11,6,3,,,,16,51,9,0,8,117,251,,,,9,1609,1037,1045
2010,Středočeský kraj,Beroun,Železná,0,0,30,21,1,0,,9,0,31,0,1,0,,,,3,7,0,0,2,13,28,,,,0,197,146,147
2010,Středočeský kraj,Kladno,Běleč,3,0,32,24,0,0,,7,0,29,0,0,0,,,,7,6,1,0,5,10,44,,,,1,258,169,170
2010,Středočeský kraj,Kladno,Běloky,0,0,29,14,0,0,,5,0,18,0,1,0,,,,4,4,0,0,0,8,7,,,,1,114,91,91
2010,Středočeský kraj,Kladno,Beřovice,0,0,28,18,0,0,,7,0,38,4,1,0,,,,3,5,0,0,2,22,28,,,,1,262,157,160
2010,Středočeský kraj,Kladno,Bílichov,0,0,15,12,0,0,,10,1,13,1,1,0,,,,1,4,0,0,1,11,32,,,,0,156,102,102
2010,Středočeský kraj,Kladno,Blevice,0,0,12,49,0,0,,8,0,21,2,0,0,,,,4,6,1,0,2,15,32,,,,1,229,153,153
2010,Středočeský kraj,Kladno,Brandýsek,4,1,161,120,3,4,,38,0,117,11,10,2,,,,12,42,4,5,10,87,205,,,,2,1387,838,841
2010,Středočeský kraj,Kladno,Braškov,3,0,176,71,0,0,,6,0,112,5,12,1,,,,9,24,8,0,6,60,108,,,,0,796,601,603
2010,Středočeský kraj,Kladno,Bratronice,5,0,131,63,0,2,,26,0,57,5,5,0,,,,7,27,0,0,3,41,73,,,,2,713,447,451
2010,Středočeský kraj,Kladno,Buštěhrad,20,0,304,138,0,1,,48,1,283,6,7,0,,,,19,56,3,3,14,170,276,,,,10,2169,1359,1367
2010,Středočeský kraj,Kladno,Cvrčovice,9,0,86,61,0,1,,19,0,49,1,0,0,,,,7,11,5,1,0,33,57,,,,0,535,340,344
2010,Středočeský kraj,Kladno,Černuc,1,0,67,56,0,4,,17,0,53,7,5,0,,,,6,18,1,1,5,61,103,,,,3,793,408,408
2010,Středočeský kraj,Kladno,Doksy,3,1,202,88,0,1,,29,0,165,5,10,2,,,,9,21,4,0,1,79,111,,,,1,1066,732,737
2010,Středočeský kraj,Kladno,Dolany,2,0,29,13,0,1,,4,0,22,0,2,0,,,,1,1,0,0,0,19,33,,,,0,180,127,127
2010,Středočeský kraj,Kladno,Drnek,2,0,15,21,1,0,,4,0,16,5,0,0,,,,1,2,0,0,0,15,19,,,,2,143,103,103
2010,Středočeský kraj,Kladno,Družec,5,0,137,75,0,0,,17,1,104,8,4,0,,,,12,23,1,0,2,57,91,,,,1,793,538,540
2010,Středočeský kraj,Kladno,Dřetovice,2,0,35,44,1,1,,7,1,32,1,0,0,,,,4,7,0,0,4,26,68,,,,1,375,234,237
2010,Středočeský kraj,Kladno,Dřínov,0,0,18,30,0,2,,5,0,20,3,0,0,,,,3,10,1,0,0,17,34,,,,0,250,143,144
2010,Středočeský kraj,Kladno,Hobšovice,5,0,20,12,0,0,,7,0,10,1,0,0,,,,2,6,2,0,1,11,28,,,,1,254,106,106
2010,Středočeský kraj,Kladno,Horní Bezděkov,4,0,120,42,0,0,,13,0,62,3,2,0,,,,10,14,3,0,1,41,49,,,,0,460,364,364
2010,Středočeský kraj,Kladno,Hořešovice,0,1,30,23,0,2,,7,0,21,1,1,0,,,,0,2,0,0,1,16,30,,,,1,214,136,138
2010,Středočeský kraj,Kladno,Hořešovičky,1,0,15,16,0,0,,2,0,5,0,1,0,,,,0,9,0,0,0,4,26,,,,0,119,79,79
2010,Středočeský kraj,Kladno,Hospozín,0,0,31,28,0,3,,12,0,13,5,1,0,,,,4,11,1,0,6,21,54,,,,0,421,190,191
2010,Středočeský kraj,Kladno,Hostouň,6,1,112,54,0,0,,34,0,95,3,2,4,,,,9,15,2,1,3,64,82,,,,1,797,488,495
2010,Středočeský kraj,Kladno,Hradečno,3,0,77,37,0,0,,11,0,43,0,1,0,,,,3,12,0,0,0,30,47,,,,2,404,266,266
2010,Středočeský kraj,Kladno,Hrdlív,0,0,42,50,0,0,,4,0,58,6,4,0,,,,6,14,2,0,1,28,56,,,,0,383,271,271
2010,Středočeský kraj,Kladno,Hřebeč,5,0,222,60,0,1,,28,0,167,20,9,0,,,,14,33,0,1,5,93,137,,,,3,1262,798,800
2010,Středočeský kraj,Kladno,Chržín,4,0,16,33,0,0,,1,1,14,1,2,0,,,,3,7,1,0,2,7,27,,,,0,194,119,119
2010,Středočeský kraj,Kladno,Jarpice,5,1,20,28,0,1,,7,0,17,2,0,2,,,,6,9,2,0,5,10,17,,,,2,205,134,135
2010,Středočeský kraj,Kladno,Jedomělice,2,0,42,26,1,0,,6,1,30,4,1,0,,,,3,5,2,0,2,16,37,,,,2,298,180,181
2010,Středočeský kraj,Kladno,Jemníky,1,0,47,17,0,0,,8,0,16,1,0,0,,,,3,2,2,0,1,13,28,,,,0,185,139,140
2010,Středočeský kraj,Kladno,Kačice,1,0,128,85,2,1,,29,0,64,8,8,1,,,,9,20,1,2,3,67,139,,,,1,1112,569,574
2010,Středočeský kraj,Kladno,Kamenné Žehrovice,7,1,171,125,1,2,,50,2,129,10,11,0,,,,13,44,15,0,7,98,192,,,,2,1398,880,884
2010,Středočeský kraj,Kladno,Kamenný Most,4,0,37,34,0,0,,3,0,16,7,4,1,,,,0,3,1,0,6,16,54,,,,2,343,188,189
2010,Středočeský kraj,Kladno,Kladno,445,17,6953,3887,12,50,,1170,17,5233,403,308,58,,,,607,1260,148,25,214,3053,7158,,,,88,55304,31106,31284
2010,Středočeský kraj,Kladno,Klobuky,5,2,54,65,1,0,,35,1,38,10,1,1,,,,6,17,1,0,12,65,167,,,,3,825,484,485
2010,Středočeský kraj,Kladno,Kmetiněves,3,0,23,11,0,2,,13,0,16,0,1,0,,,,1,2,1,0,2,16,19,,,,0,215,110,110
2010,Středočeský kraj,Kladno,Knovíz,4,0,70,47,0,5,,9,0,41,0,1,0,,,,3,11,1,0,3,38,65,,,,1,430,299,301
2010,Středočeský kraj,Kladno,Koleč,2,0,43,48,0,0,,11,1,41,2,2,0,,,,14,4,9,0,1,29,69,,,,3,478,279,280
2010,Středočeský kraj,Kladno,Královice,4,0,10,8,0,1,,2,0,5,3,0,0,,,,1,5,0,0,0,15,20,,,,0,114,74,75
2010,Středočeský kraj,Kladno,Kutrovice,0,0,16,7,1,0,,0,0,6,0,2,0,,,,0,4,2,0,0,2,11,,,,3,87,54,54
2010,Středočeský kraj,Kladno,Kvílice,0,0,12,11,0,0,,2,0,8,1,4,0,,,,0,1,0,0,0,6,6,,,,0,68,51,51
2010,Středočeský kraj,Kladno,Kyšice,0,0,111,41,0,3,,8,0,79,1,2,1,,,,7,17,4,0,3,20,55,,,,0,499,352,352
2010,Středočeský kraj,Kladno,Lány,10,0,324,152,4,0,,28,1,175,5,3,2,,,,11,27,9,0,9,75,172,,,,1,1496,1008,1013
2010,Středočeský kraj,Kladno,Ledce,6,0,33,39,0,0,,13,0,25,5,4,1,,,,4,7,4,1,2,20,33,,,,0,331,197,199
2010,Středočeský kraj,Kladno,Lhota,2,0,93,59,0,1,,17,0,57,3,1,0,,,,6,21,0,0,0,22,65,,,,0,492,347,347
2010,Středočeský kraj,Kladno,Libochovičky,0,0,12,0,0,0,,0,0,12,0,0,0,,,,0,0,0,0,0,2,10,,,,0,41,36,36
2010,Středočeský kraj,Kladno,Libovice,9,0,26,15,1,1,,6,0,23,1,0,3,,,,3,12,0,0,2,31,38,,,,6,243,177,179
2010,Středočeský kraj,Kladno,Libušín,10,0,283,202,1,1,,44,2,206,17,11,2,,,,28,60,8,3,15,121,261,,,,5,2250,1280,1284
2010,Středočeský kraj,Kladno,Lidice,6,0,57,36,0,0,,27,0,48,1,8,2,,,,4,15,3,0,0,38,34,,,,0,375,279,281
2010,Středočeský kraj,Kladno,Líský,0,0,15,10,0,1,,1,0,9,0,2,0,,,,2,2,0,0,1,1,5,,,,0,69,49,50
2010,Středočeský kraj,Kladno,Loucká,0,0,10,7,0,5,,7,0,7,4,1,0,,,,1,2,0,0,5,8,12,,,,0,109,69,69
2010,Středočeský kraj,Kladno,Makotřasy,5,0,45,21,0,0,,6,0,35,1,2,1,,,,9,7,0,0,2,19,33,,,,4,294,190,190
2010,Středočeský kraj,Kladno,Malé Kyšice,1,0,66,14,0,1,,9,0,43,3,1,0,,,,12,8,11,0,2,17,34,,,,0,302,222,223
2010,Středočeský kraj,Kladno,Malé Přítočno,2,0,41,14,0,0,,8,0,31,4,3,0,,,,3,10,1,0,1,10,21,,,,0,222,149,152
2010,Středočeský kraj,Kladno,Malíkovice,3,0,29,43,3,2,,16,0,12,1,5,1,,,,0,8,2,0,2,22,49,,,,1,304,199,201
2010,Středočeský kraj,Kladno,Neprobylice,0,0,7,7,0,1,,7,0,9,4,1,0,,,,0,4,0,0,1,9,17,,,,0,115,67,67
2010,Středočeský kraj,Kladno,Neuměřice,0,0,32,26,0,2,,10,0,18,0,0,1,,,,0,7,0,0,1,31,27,,,,1,309,156,156
2010,Středočeský kraj,Kladno,Otvovice,1,0,75,62,1,0,,27,1,59,8,2,0,,,,4,11,0,0,2,31,95,,,,0,604,379,379
2010,Středočeský kraj,Kladno,Páleč,2,0,19,16,1,2,,5,1,6,1,2,0,,,,3,3,1,0,0,13,25,,,,1,156,101,105
2010,Středočeský kraj,Kladno,Pavlov,1,0,18,13,0,0,,2,0,14,0,1,0,,,,0,3,2,0,0,3,9,,,,0,96,66,67
2010,Středočeský kraj,Kladno,Pchery,3,0,156,186,2,2,,29,1,72,20,4,1,,,,17,34,2,0,12,127,237,,,,1,1465,906,908
2010,Středočeský kraj,Kladno,Pletený Újezd,3,0,83,25,0,1,,14,0,34,0,3,1,,,,3,6,2,0,3,25,50,,,,2,354,255,257
2010,Středočeský kraj,Kladno,Plchov,1,0,13,29,8,0,,8,0,12,2,0,2,,,,0,6,1,0,0,10,16,,,,0,153,108,109
2010,Středočeský kraj,Kladno,Podlešín,1,0,20,34,1,0,,10,0,11,3,0,1,,,,1,5,0,1,1,16,45,,,,2,251,152,152
2010,Středočeský kraj,Kladno,Poštovice,1,0,15,28,0,0,,6,0,31,1,3,1,,,,0,1,1,0,1,7,36,,,,3,190,135,135
2010,Středočeský kraj,Kladno,Pozdeň,4,0,48,28,0,0,,8,1,13,2,2,0,,,,4,9,4,1,2,29,63,,,,1,341,219,221
2010,Středočeský kraj,Kladno,Přelíc,1,0,49,21,1,1,,7,0,32,2,2,0,,,,2,12,0,0,0,13,38,,,,0,305,181,181
2010,Středočeský kraj,Kladno,Řisuty,4,0,39,24,0,0,,8,0,11,5,3,0,,,,3,9,2,0,0,34,20,,,,0,252,162,165
2010,Středočeský kraj,Kladno,Sazená,1,0,32,34,0,0,,5,0,23,1,0,0,,,,4,6,4,0,0,22,16,,,,1,244,149,149
2010,Středočeský kraj,Kladno,Slaný,75,5,1732,846,4,12,,242,2,1113,64,59,18,,,,183,338,37,9,64,759,1614,,,,35,12081,7211,7248
2010,Středočeský kraj,Kladno,Slatina,1,0,24,53,0,0,,12,0,27,1,0,0,,,,4,3,2,0,0,20,51,,,,0,344,198,198
2010,Středočeský kraj,Kladno,Smečno,13,0,146,142,0,0,,24,0,125,9,4,4,,,,6,24,1,0,15,92,189,,,,0,1433,794,798
2010,Středočeský kraj,Kladno,Stehelčeves,3,0,73,53,0,1,,12,0,53,1,0,1,,,,8,11,2,0,2,35,66,,,,1,529,322,328
2010,Středočeský kraj,Kladno,Stochov,27,0,487,352,0,3,,110,6,236,35,28,2,,,,55,78,17,2,26,257,715,,,,4,4560,2440,2469
2010,Středočeský kraj,Kladno,Stradonice,2,0,4,12,0,0,,3,0,4,0,0,0,,,,0,0,0,0,0,6,7,,,,0,86,38,38
2010,Středočeský kraj,Kladno,Studeněves,3,0,51,24,0,1,,3,0,42,1,2,1,,,,3,7,0,0,1,28,20,,,,0,353,187,191
2010,Středočeský kraj,Kladno,Svárov,0,0,66,23,0,1,,4,0,78,1,3,0,,,,4,8,0,0,1,30,14,,,,1,342,234,236
2010,Středočeský kraj,Kladno,Svinařov,0,0,80,60,0,1,,6,1,48,3,4,0,,,,7,12,4,0,7,36,78,,,,1,559,348,350
2010,Středočeský kraj,Kladno,Šlapanice,6,0,11,26,0,0,,1,1,6,9,1,0,,,,2,2,2,0,0,3,27,,,,2,156,99,100
2010,Středočeský kraj,Kladno,Třebichovice,0,2,70,50,0,2,,15,0,21,10,0,0,,,,9,11,2,0,1,25,60,,,,3,450,281,281
2010,Středočeský kraj,Kladno,Třebíz,0,0,37,15,0,0,,11,0,9,0,0,0,,,,3,3,0,0,0,19,29,,,,0,168,126,126
2010,Středočeský kraj,Kladno,Třebusice,3,0,42,56,0,0,,4,1,27,7,2,1,,,,1,17,0,0,2,40,49,,,,0,401,252,252
2010,Středočeský kraj,Kladno,Tuchlovice,13,1,317,189,1,5,,28,2,172,5,7,3,,,,20,49,9,0,10,147,245,,,,6,1859,1229,1243
2010,Středočeský kraj,Kladno,Tuřany,3,0,41,44,0,1,,15,0,55,2,3,0,,,,1,15,0,0,2,27,51,,,,0,427,260,261
2010,Středočeský kraj,Kladno,Uhy,1,0,32,32,0,0,,9,0,16,1,0,0,,,,5,10,2,0,0,12,31,,,,1,291,152,153
2010,Středočeský kraj,Kladno,Unhošť,42,0,554,207,0,9,,54,2,443,15,27,4,,,,66,89,17,2,26,232,403,,,,7,3190,2199,2215
2010,Středočeský kraj,Kladno,Velká Dobrá,4,0,279,75,0,1,,12,1,174,6,7,4,,,,18,32,2,1,5,94,159,,,,3,1231,877,880
2010,Středočeský kraj,Kladno,Velké Přítočno,3,0,120,56,1,0,,32,0,84,2,2,1,,,,7,22,4,0,6,55,86,,,,3,701,484,484
2010,Středočeský kraj,Kladno,Velvary,21,1,330,181,1,11,,54,3,190,11,10,3,,,,40,52,10,2,14,160,339,,,,0,2459,1433,1444
2010,Středočeský kraj,Kladno,Vinařice,5,0,202,222,0,1,,46,2,171,36,17,2,,,,26,48,6,1,8,118,225,,,,4,1791,1140,1142
2010,Středočeský kraj,Kladno,Vraný,12,0,57,57,1,1,,18,0,57,5,2,2,,,,3,15,1,0,2,31,75,,,,1,574,340,342
2010,Středočeský kraj,Kladno,Vrbičany,1,0,7,40,0,0,,4,0,1,3,0,0,,,,1,4,0,0,1,13,8,,,,1,198,84,86
2010,Středočeský kraj,Kladno,Zájezd,1,0,12,2,0,0,,1,0,18,1,2,0,,,,4,4,0,0,0,11,8,,,,0,99,64,64
2010,Středočeský kraj,Kladno,Zákolany,5,0,35,35,0,0,,13,0,60,3,1,0,,,,7,16,2,1,4,37,58,,,,0,437,277,279
