year,region,county,town,,Nezávislí,kdúčsl,ods,ksčm,sz,Unie svobody,Sdruž.pro rep.-Republ.str.Čsl.,čssd,Občanská koalice-Politic.klub,Demokratická unie,Důchodci za životní jistoty,Česká strana národně sociální,Moravská demokratická strana,voters,votes_ok,votes_all
1998,Středočeský kraj,Kolín,Veltruby,,24,46,156,119,8,60,44,251,2,6,24,3,,949,743,745
1998,Středočeský kraj,Kolín,Vitice,,11,34,105,104,0,24,29,183,0,9,29,0,,722,528,530
1998,Středočeský kraj,Kolín,Vlkančice,,2,9,19,8,0,1,4,33,0,0,3,0,,89,79,79
1998,Středočeský kraj,Kolín,Volárna,,4,15,50,28,4,14,10,111,1,3,13,0,,346,253,253
1998,Středočeský kraj,Kolín,Vrátkov,,2,12,36,11,2,6,2,52,0,8,18,0,,174,149,149
1998,Středočeský kraj,Kolín,Vrbčany,,4,8,34,35,4,5,10,60,0,0,19,1,,242,180,183
1998,Středočeský kraj,Kolín,Vrbová Lhota,,2,10,61,36,1,8,16,78,0,0,7,0,,270,219,222
1998,Středočeský kraj,Kolín,Výžerky,,5,4,20,6,0,3,1,22,0,1,5,0,,85,67,68
1998,Středočeský kraj,Kolín,Vyžlovka,,2,18,122,42,8,23,2,86,0,9,12,3,,397,327,327
1998,Středočeský kraj,Kolín,Zalešany,,0,0,21,18,1,4,3,25,3,3,1,0,,98,79,79
1998,Středočeský kraj,Kolín,Zásmuky,,15,49,280,186,5,45,57,351,4,15,33,1,,1348,1041,1051
1998,Středočeský kraj,Kolín,Žabonosy,,3,13,18,51,0,2,7,31,0,2,9,0,,168,136,137
1998,Středočeský kraj,Kolín,Ždánice,,4,8,71,10,2,22,16,69,0,6,2,1,,249,211,211
1998,Středočeský kraj,Kolín,Žiželice,,15,49,166,129,4,57,50,296,3,7,31,2,,1068,809,814
1998,Středočeský kraj,Kutná Hora,Adamov,,0,4,13,19,0,6,2,34,1,0,9,0,,105,88,88
1998,Středočeský kraj,Kutná Hora,Bernardov,,2,10,29,25,1,12,5,32,2,2,0,0,,142,120,120
1998,Středočeský kraj,Kutná Hora,Bílé Podolí,,4,28,80,61,4,29,17,128,0,8,13,0,,458,372,373
1998,Středočeský kraj,Kutná Hora,Bludov,,0,3,7,1,0,4,0,4,0,0,1,0,,22,20,20
1998,Středočeský kraj,Kutná Hora,Bohdaneč,,1,45,45,37,0,20,10,116,2,2,4,0,,347,282,283
1998,Středočeský kraj,Kutná Hora,Brambory,,0,6,30,14,0,3,0,23,0,0,1,0,,91,77,77
1998,Středočeský kraj,Kutná Hora,Bratčice,,2,45,68,19,2,0,8,102,0,5,10,0,,329,261,262
1998,Středočeský kraj,Kutná Hora,Církvice,,7,36,139,115,4,51,27,217,3,4,18,2,,827,623,624
1998,Středočeský kraj,Kutná Hora,Čáslav,,39,349,1406,932,62,416,217,2175,19,66,171,14,,7755,5866,5885
1998,Středočeský kraj,Kutná Hora,Čejkovice,,0,10,8,0,0,6,1,4,0,1,0,0,,30,30,30
1998,Středočeský kraj,Kutná Hora,Černíny,,3,45,58,36,4,9,8,123,0,4,14,1,,351,305,305
1998,Středočeský kraj,Kutná Hora,Červené Janovice,,5,69,53,45,7,30,17,163,0,10,23,1,,579,423,428
1998,Středočeský kraj,Kutná Hora,Čestín,,3,39,64,62,3,29,17,83,0,7,12,1,,386,320,323
1998,Středočeský kraj,Kutná Hora,Dobrovítov,,1,11,12,3,1,3,5,47,1,4,1,0,,101,89,90
1998,Středočeský kraj,Kutná Hora,Dolní Pohleď,,1,11,5,7,1,3,2,39,0,0,2,0,,84,71,71
1998,Středočeský kraj,Kutná Hora,Drobovice,,1,8,60,30,1,11,4,114,0,4,6,1,,313,240,243
1998,Středočeský kraj,Kutná Hora,Hlízov,,9,21,51,49,2,12,6,112,0,4,8,0,,334,274,276
1998,Středočeský kraj,Kutná Hora,Horka I,,5,31,44,16,4,28,5,118,5,8,6,0,,338,270,272
1998,Středočeský kraj,Kutná Hora,Horka II,,1,25,43,21,2,15,14,150,4,2,4,0,,336,281,281
1998,Středočeský kraj,Kutná Hora,Horky,,4,12,42,45,2,16,28,91,0,8,11,1,,299,260,261
1998,Středočeský kraj,Kutná Hora,Horušice,,1,12,29,17,2,13,1,61,0,3,2,0,,167,141,141
1998,Středočeský kraj,Kutná Hora,Hostovlice,,1,16,48,24,5,7,11,45,0,2,0,0,,193,159,159
1998,Středočeský kraj,Kutná Hora,Hraběšín,,1,16,15,4,1,2,9,31,1,0,3,0,,97,83,83
1998,Středočeský kraj,Kutná Hora,Chabeřice,,1,16,46,13,3,9,4,77,0,0,9,0,,218,178,178
1998,Středočeský kraj,Kutná Hora,Chlístovice,,7,37,64,89,11,19,20,164,1,2,28,2,,557,444,446
1998,Středočeský kraj,Kutná Hora,Chotusice,,5,44,78,45,2,23,16,171,5,6,18,0,,511,413,415
1998,Středočeský kraj,Kutná Hora,Kácov,,9,76,124,35,9,59,13,220,2,3,23,1,,690,574,575
1998,Středočeský kraj,Kutná Hora,Kluky,,1,25,69,49,3,30,9,102,0,5,12,0,,370,305,305
1998,Středočeský kraj,Kutná Hora,Kobylnice,,0,3,37,11,1,14,3,43,0,2,4,0,,140,118,124
1998,Středočeský kraj,Kutná Hora,Košice,,2,5,14,2,0,2,0,7,0,1,0,0,,36,33,33
1998,Středočeský kraj,Kutná Hora,Krchleby,,0,30,43,27,4,11,24,92,2,3,7,0,,315,243,243
1998,Středočeský kraj,Kutná Hora,Křesetice,,3,43,76,46,13,14,18,127,2,8,5,0,,464,355,357
1998,Středočeský kraj,Kutná Hora,Kutná Hora,,103,729,3716,1249,126,1195,516,4189,39,232,406,39,,16855,12539,12576
1998,Středočeský kraj,Kutná Hora,Ledečko,,1,8,34,4,5,2,1,45,0,5,4,2,,132,111,111
1998,Středočeský kraj,Kutná Hora,Malešov,,5,45,119,60,5,50,33,215,3,7,24,1,,701,567,572
1998,Středočeský kraj,Kutná Hora,Miskovice,,2,33,89,59,4,35,19,173,3,6,15,2,,572,440,445
1998,Středočeský kraj,Kutná Hora,Močovice,,3,15,40,31,1,11,8,81,0,5,5,1,,256,201,201
1998,Středočeský kraj,Kutná Hora,Nepoměřice,,3,19,33,22,0,18,3,45,0,0,8,1,,175,152,152
1998,Středočeský kraj,Kutná Hora,Nové Dvory,,7,30,131,50,4,39,14,150,0,15,17,0,,623,457,458
1998,Středočeský kraj,Kutná Hora,Okřesaneč,,1,19,12,30,1,6,3,62,0,1,3,0,,162,138,138
1998,Středočeský kraj,Kutná Hora,Onomyšl,,2,21,42,9,3,14,7,69,1,9,8,0,,213,185,185
1998,Středočeský kraj,Kutná Hora,Opatovice I,,0,14,20,9,0,11,2,23,1,1,3,0,,94,84,84
1998,Středočeský kraj,Kutná Hora,Paběnice,,2,8,24,16,2,19,4,34,0,3,5,1,,136,118,119
1998,Středočeský kraj,Kutná Hora,Pertoltice,,1,13,16,18,1,3,7,63,0,0,4,0,,154,126,127
1998,Středočeský kraj,Kutná Hora,Petrovice I,,1,39,33,33,3,11,9,60,0,0,9,1,,245,199,199
1998,Středočeský kraj,Kutná Hora,Petrovice II,,0,8,14,16,4,4,3,47,0,4,6,0,,116,106,106
1998,Středočeský kraj,Kutná Hora,Podveky,,1,10,42,34,2,11,3,41,3,2,2,0,,185,151,151
1998,Středočeský kraj,Kutná Hora,Potěhy,,0,15,75,45,1,20,6,196,2,11,6,0,,468,377,378
1998,Středočeský kraj,Kutná Hora,Rašovice,,4,12,38,14,0,11,10,76,1,10,5,0,,250,181,181
1998,Středočeský kraj,Kutná Hora,Rataje nad Sázavou,,1,38,95,33,5,33,16,134,2,7,16,2,,471,382,385
1998,Středočeský kraj,Kutná Hora,Rohozec,,2,6,36,24,0,17,8,72,0,2,5,1,,196,173,173
