year,region,county,town,voters,votes_ok,votes_all
2002,Královéhradecký kraj,Náchod,Mezilečí,114,75,75
2002,Královéhradecký kraj,Náchod,Žďár nad Metují,400,260,260
2002,Královéhradecký kraj,Náchod,Mezilesí,160,99,99
2002,Královéhradecký kraj,Náchod,Žďárky,437,308,310
2002,Královéhradecký kraj,Náchod,Meziměstí,2255,1244,1248
2002,Královéhradecký kraj,Náchod,Žernov,162,125,126
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Albrechtice n.Orlicí,794,514,516
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Nová Ves,118,85,85
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Bačetín,284,189,189
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Očelice,200,126,127
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Bartošovice v Orl.h.,182,110,111
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Ohnišov,385,261,261
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Bílý Újezd,492,331,333
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Olešnice,329,211,211
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Bohdašín,183,137,137
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Olešnice v Orlic.hor,383,247,247
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Bolehošť,435,285,285
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Opočno,2518,1619,1621
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Borohrádek,1687,943,946
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Orlické Záhoří,165,99,99
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Borovnice,290,179,180
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Osečnice,210,117,117
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Bystré,185,133,133
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Pěčín,396,249,250
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Byzhradec,182,124,124
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Podbřezí,354,243,243
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Častolovice,1241,790,797
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Pohoří,463,269,269
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Čermná nad Orlicí,853,523,523
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Polom,90,63,63
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Černíkovice,555,363,364
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Potštejn,787,531,533
2002,Královéhradecký kraj,Rychnov nad Kněžnou,České Meziříčí,1205,711,712
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Proruby,47,35,35
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Čestice,383,248,248
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Přepychy,483,348,349
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Deštné v Orlic.hor.,531,392,393
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Rohenice,158,107,107
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Dobré,625,481,481
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Rokytnice v Orlic.h.,1786,880,888
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Dobruška,5580,3546,3558
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Rybná nad Zdobnicí,341,226,227
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Dobřany,94,64,66
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Rychnov nad Kněžnou,9117,5332,5345
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Doudleby nad Orlicí,1509,830,832
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Říčky v Orlických h.,71,45,45
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Hřibiny-Ledská,242,167,167
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Sedloňov,216,149,149
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Chleny,177,115,115
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Semechnice,281,174,176
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Chlístov,70,48,50
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Skuhrov nad Bělou,785,547,550
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Jahodov,65,40,40
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Slatina nad Zdobnicí,655,435,436
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Janov,89,57,57
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Sněžné,120,94,94
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Javornice,697,463,467
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Solnice,1638,981,991
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Jílovice,198,146,146
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Svídnice,137,90,90
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Kostelec nad Orlicí,4971,3120,3134
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Synkov-Slemeno,284,177,177
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Kostelecké Horky,108,82,82
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Trnov,508,373,373
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Kounov,192,143,143
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Třebešov,177,105,106
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Králova Lhota,154,99,99
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Tutleky,246,174,174
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Krchleby,65,52,52
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Týniště nad Orlicí,5035,3106,3115
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Kvasiny,978,615,620
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Val,241,187,187
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Ledce,236,181,182
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Vamberk,3865,2166,2171
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Lhoty u Potštejna,210,150,150
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Voděrady,492,337,338
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Libel,80,66,66
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Vrbice,98,93,93
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Liberk,518,245,245
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Vysoký Újezd,52,33,34
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Lično,445,290,295
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Záměl,476,294,294
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Lípa nad Orlicí,340,209,209
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Zdelov,166,118,118
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Lukavice,396,260,260
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Zdobnice,127,79,79
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Lupenice,195,126,126
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Žďár nad Orlicí,328,213,214
2002,Královéhradecký kraj,Rychnov nad Kněžnou,Mokré,135,82,82
2002,Královéhradecký kraj,Trutnov,Batňovice,542,388,392
2002,Královéhradecký kraj,Trutnov,Lanžov,161,111,111
2002,Královéhradecký kraj,Trutnov,Bernartice,701,428,434
2002,Královéhradecký kraj,Trutnov,Libňatov,284,181,181
2002,Královéhradecký kraj,Trutnov,Bílá Třemešná,1041,649,650
2002,Královéhradecký kraj,Trutnov,Libotov,133,80,80
2002,Královéhradecký kraj,Trutnov,Bílé Poličany,135,90,91
2002,Královéhradecký kraj,Trutnov,Litíč,81,46,46
2002,Královéhradecký kraj,Trutnov,Borovnice,342,213,216
2002,Královéhradecký kraj,Trutnov,Malá Úpa,115,89,90
2002,Královéhradecký kraj,Trutnov,Borovnička,160,93,94
2002,Královéhradecký kraj,Trutnov,Malé Svatoňovice,1399,917,922
2002,Královéhradecký kraj,Trutnov,Čermná,304,178,178
2002,Královéhradecký kraj,Trutnov,Maršov u Úpice,125,88,88
2002,Královéhradecký kraj,Trutnov,Černý Důl,622,395,395
2002,Královéhradecký kraj,Trutnov,Mladé Buky,1677,989,992
2002,Královéhradecký kraj,Trutnov,Dolní Branná,711,479,480
2002,Královéhradecký kraj,Trutnov,Mostek,1072,600,605
2002,Královéhradecký kraj,Trutnov,Dolní Brusnice,252,155,155
2002,Královéhradecký kraj,Trutnov,Nemojov,407,237,237
2002,Královéhradecký kraj,Trutnov,Dolní Dvůr,203,131,131
2002,Královéhradecký kraj,Trutnov,Pec pod Sněžkou,571,392,394
2002,Královéhradecký kraj,Trutnov,Dolní Kalná,496,392,393
2002,Královéhradecký kraj,Trutnov,Pilníkov,840,445,446
2002,Královéhradecký kraj,Trutnov,Dolní Lánov,530,299,300
2002,Královéhradecký kraj,Trutnov,Prosečné,433,284,285
2002,Královéhradecký kraj,Trutnov,Dolní Olešnice,284,176,179
2002,Královéhradecký kraj,Trutnov,Radvanice,821,414,415
2002,Královéhradecký kraj,Trutnov,Doubravice,307,208,208
2002,Královéhradecký kraj,Trutnov,Rtyně v Podkrkonoší,2423,1487,1499
2002,Královéhradecký kraj,Trutnov,Dubenec,532,298,298
2002,Královéhradecký kraj,Trutnov,Rudník,1751,942,951
2002,Královéhradecký kraj,Trutnov,Dvůr Králové n.Labem,13256,7178,7222
2002,Královéhradecký kraj,Trutnov,Stanovice,64,39,39
2002,Královéhradecký kraj,Trutnov,Hajnice,642,389,391
2002,Královéhradecký kraj,Trutnov,Staré Buky,328,199,202
2002,Královéhradecký kraj,Trutnov,Havlovice,701,479,484
2002,Královéhradecký kraj,Trutnov,Strážné,160,97,98
2002,Královéhradecký kraj,Trutnov,Horní Brusnice,339,172,173
2002,Královéhradecký kraj,Trutnov,Suchovršice,288,209,210
2002,Královéhradecký kraj,Trutnov,Horní Kalná,247,189,189
2002,Královéhradecký kraj,Trutnov,Svoboda nad Úpou,1847,1164,1166
2002,Královéhradecký kraj,Trutnov,Horní Maršov,860,550,556
2002,Královéhradecký kraj,Trutnov,Špindlerův Mlýn,1467,1015,1018
2002,Královéhradecký kraj,Trutnov,Horní Olešnice,220,136,137
2002,Královéhradecký kraj,Trutnov,Trotina,47,31,31
2002,Královéhradecký kraj,Trutnov,Hostinné,3859,2220,2238
2002,Královéhradecký kraj,Trutnov,Trutnov,25418,14133,14182
2002,Královéhradecký kraj,Trutnov,Hřibojedy,159,107,107
2002,Královéhradecký kraj,Trutnov,Třebihošť,307,202,203
2002,Královéhradecký kraj,Trutnov,Chotěvice,778,401,402
2002,Královéhradecký kraj,Trutnov,Úpice,4625,2735,2748
2002,Královéhradecký kraj,Trutnov,Choustníkovo Hradiš.,461,233,235
2002,Královéhradecký kraj,Trutnov,Velké Svatoňovice,891,591,591
2002,Královéhradecký kraj,Trutnov,Chvaleč,484,262,263
2002,Královéhradecký kraj,Trutnov,Velký Vřešťov,160,111,112
2002,Královéhradecký kraj,Trutnov,Janské Lázně,1176,827,834
2002,Královéhradecký kraj,Trutnov,Vilantice,161,103,104
2002,Královéhradecký kraj,Trutnov,Jívka,473,255,257
2002,Královéhradecký kraj,Trutnov,Vítězná,1042,502,505
2002,Královéhradecký kraj,Trutnov,Klášterská Lhota,154,111,111
2002,Královéhradecký kraj,Trutnov,Vlčice,338,205,205
2002,Královéhradecký kraj,Trutnov,Kocbeře,401,210,211
2002,Královéhradecký kraj,Trutnov,Vlčkovice v Podkrk.,300,151,152
2002,Královéhradecký kraj,Trutnov,Kohoutov,184,103,103
2002,Královéhradecký kraj,Trutnov,Vrchlabí,10155,6297,6329
2002,Královéhradecký kraj,Trutnov,Královec,136,94,94
2002,Královéhradecký kraj,Trutnov,Zábřezí-Řečice,112,77,77
2002,Královéhradecký kraj,Trutnov,Kuks,183,92,92
2002,Královéhradecký kraj,Trutnov,Zdobín,79,54,54
2002,Královéhradecký kraj,Trutnov,Kunčice nad Labem,449,293,293
2002,Královéhradecký kraj,Trutnov,Zlatá Olešnice,131,89,90
2002,Královéhradecký kraj,Trutnov,Lampertice,353,205,209
2002,Královéhradecký kraj,Trutnov,Žacléř,2897,1738,1750
2002,Královéhradecký kraj,Trutnov,Lánov,1196,723,728
2002,Pardubický kraj,Chrudim,Běstvina,430,297,298
2002,Pardubický kraj,Chrudim,Načešice,430,253,254
2002,Pardubický kraj,Chrudim,Biskupice,40,29,29
2002,Pardubický kraj,Chrudim,Nasavrky,1136,733,738
2002,Pardubický kraj,Chrudim,Bítovany,321,220,220
2002,Pardubický kraj,Chrudim,Nové Hrady,235,159,160
2002,Pardubický kraj,Chrudim,Bojanov,530,372,373
2002,Pardubický kraj,Chrudim,Orel,543,361,363
2002,Pardubický kraj,Chrudim,Bor u Skutče,138,87,87
2002,Pardubický kraj,Chrudim,Ostrov,133,71,73
2002,Pardubický kraj,Chrudim,Bořice,136,96,96
2002,Pardubický kraj,Chrudim,Otradov,255,167,168
2002,Pardubický kraj,Chrudim,Bousov,173,118,120
2002,Pardubický kraj,Chrudim,Perálec,191,147,147
2002,Pardubický kraj,Chrudim,Bylany,263,171,171
2002,Pardubický kraj,Chrudim,Podhořany u Ronova,255,169,169
2002,Pardubický kraj,Chrudim,Ctětín,216,150,150
2002,Pardubický kraj,Chrudim,Pokřikov,204,144,146
2002,Pardubický kraj,Chrudim,Čankovice,254,136,137
2002,Pardubický kraj,Chrudim,Prachovice,1166,530,537
2002,Pardubický kraj,Chrudim,České Lhotice,91,70,71
2002,Pardubický kraj,Chrudim,Proseč,1599,1002,1005
2002,Pardubický kraj,Chrudim,Dědová,130,93,93
2002,Pardubický kraj,Chrudim,Prosetín,629,406,411
2002,Pardubický kraj,Chrudim,Dolní Bezděkov,145,94,94
2002,Pardubický kraj,Chrudim,Předhradí,340,205,206
2002,Pardubický kraj,Chrudim,Dřenice,246,159,160
2002,Pardubický kraj,Chrudim,Přestavlky,145,90,90
2002,Pardubický kraj,Chrudim,Dvakačovice,122,83,84
2002,Pardubický kraj,Chrudim,Rabštejnská Lhota,468,354,354
2002,Pardubický kraj,Chrudim,Hamry,196,119,119
2002,Pardubický kraj,Chrudim,Raná,276,205,205
2002,Pardubický kraj,Chrudim,Heřmanův Městec,4024,2358,2367
2002,Pardubický kraj,Chrudim,Ronov nad Doubravou,1282,804,809
2002,Pardubický kraj,Chrudim,Hlinsko,8213,4993,5003
2002,Pardubický kraj,Chrudim,Rosice,1008,573,573
2002,Pardubický kraj,Chrudim,Hluboká,182,132,133
2002,Pardubický kraj,Chrudim,Rozhovice,203,148,148
2002,Pardubický kraj,Chrudim,Hodonín,73,54,54
2002,Pardubický kraj,Chrudim,Řepníky,311,197,198
2002,Pardubický kraj,Chrudim,Holetín,566,386,389
2002,Pardubický kraj,Chrudim,Řestoky,378,244,245
2002,Pardubický kraj,Chrudim,Honbice,146,92,93
2002,Pardubický kraj,Chrudim,Seč,1504,921,922
2002,Pardubický kraj,Chrudim,Horka,306,232,233
2002,Pardubický kraj,Chrudim,Skuteč,4128,2411,2419
2002,Pardubický kraj,Chrudim,Horní Bradlo,442,307,309
2002,Pardubický kraj,Chrudim,Slatiňany,3039,1963,1969
2002,Pardubický kraj,Chrudim,Hošťalovice,115,99,99
2002,Pardubický kraj,Chrudim,Smrček,101,59,59
2002,Pardubický kraj,Chrudim,Hrochův Týnec,1487,845,848
2002,Pardubický kraj,Chrudim,Sobětuchy,433,278,280
2002,Pardubický kraj,Chrudim,Hroubovice,263,184,184
2002,Pardubický kraj,Chrudim,Stolany,280,204,205
2002,Pardubický kraj,Chrudim,Chrast,2542,1516,1526
2002,Pardubický kraj,Chrudim,Stradouň,138,81,81
2002,Pardubický kraj,Chrudim,Chroustovice,982,643,645
2002,Pardubický kraj,Chrudim,Střemošice,171,98,98
2002,Pardubický kraj,Chrudim,Chrudim,19019,11183,11229
2002,Pardubický kraj,Chrudim,Studnice,377,218,218
2002,Pardubický kraj,Chrudim,Jeníkov,344,240,242
2002,Pardubický kraj,Chrudim,Svídnice,311,200,201
2002,Pardubický kraj,Chrudim,Jenišovice,367,213,214
2002,Pardubický kraj,Chrudim,Svratouch,686,453,455
2002,Pardubický kraj,Chrudim,Kameničky,602,383,385
2002,Pardubický kraj,Chrudim,Tisovec,257,157,157
2002,Pardubický kraj,Chrudim,Kladno,189,116,116
2002,Pardubický kraj,Chrudim,Trhová Kamenice,682,441,443
2002,Pardubický kraj,Chrudim,Klešice,216,137,137
2002,Pardubický kraj,Chrudim,Trojovice,155,109,109
2002,Pardubický kraj,Chrudim,Kněžice,126,87,87
2002,Pardubický kraj,Chrudim,Třemošnice,2542,1429,1434
2002,Pardubický kraj,Chrudim,Kočí,451,266,268
2002,Pardubický kraj,Chrudim,Třibřichy,241,185,187
2002,Pardubický kraj,Chrudim,Kostelec u Heř.Měst.,219,150,151
2002,Pardubický kraj,Chrudim,Tuněchody,473,308,309
2002,Pardubický kraj,Chrudim,Krásné,119,95,95
2002,Pardubický kraj,Chrudim,Úherčice,91,50,50
2002,Pardubický kraj,Chrudim,Krouna,1070,653,653
2002,Pardubický kraj,Chrudim,Úhřetice,361,225,225
2002,Pardubický kraj,Chrudim,Křižanovice,100,64,64
2002,Pardubický kraj,Chrudim,Vápenný Podol,172,118,118
2002,Pardubický kraj,Chrudim,Lány,177,118,119
2002,Pardubický kraj,Chrudim,Včelákov,449,296,296
2002,Pardubický kraj,Chrudim,Leština,278,189,190
2002,Pardubický kraj,Chrudim,Vejvanovice,221,138,138
2002,Pardubický kraj,Chrudim,Leštinka,111,63,63
2002,Pardubický kraj,Chrudim,Vinary,111,74,74
2002,Pardubický kraj,Chrudim,Libkov,81,52,53
2002,Pardubický kraj,Chrudim,Vítanov,345,223,223
2002,Pardubický kraj,Chrudim,Liboměřice,114,79,79
2002,Pardubický kraj,Chrudim,Vojtěchov,328,223,223
2002,Pardubický kraj,Chrudim,Licibořice,201,132,132
2002,Pardubický kraj,Chrudim,Vortová,201,153,154
2002,Pardubický kraj,Chrudim,Lipovec,182,123,123
2002,Pardubický kraj,Chrudim,Vrbatův Kostelec,289,184,184
2002,Pardubický kraj,Chrudim,Lozice,126,61,61
2002,Pardubický kraj,Chrudim,Všeradov,121,96,96
2002,Pardubický kraj,Chrudim,Lukavice,610,359,360
2002,Pardubický kraj,Chrudim,Vysočina,538,354,356
2002,Pardubický kraj,Chrudim,Luže,2136,1311,1315
2002,Pardubický kraj,Chrudim,Vyžice,137,104,104
2002,Pardubický kraj,Chrudim,Míčov-Sušice,248,140,141
2002,Pardubický kraj,Chrudim,Zaječice,782,460,460
2002,Pardubický kraj,Chrudim,Miřetice,955,571,573
2002,Pardubický kraj,Chrudim,Zájezdec,81,58,58
2002,Pardubický kraj,Chrudim,Mladoňovice,295,186,186
2002,Pardubický kraj,Chrudim,Zderaz,226,149,151
2002,Pardubický kraj,Chrudim,Morašice,461,314,315
2002,Pardubický kraj,Chrudim,Žlebské Chvalovice,93,68,68
2002,Pardubický kraj,Chrudim,Mrákotín,274,180,180
2002,Pardubický kraj,Chrudim,Žumberk,183,125,126
2002,Pardubický kraj,Chrudim,Nabočany,90,56,56
2002,Pardubický kraj,Pardubice,Barchov,130,79,80
2002,Pardubický kraj,Pardubice,Ostřetín,773,469,470
2002,Pardubický kraj,Pardubice,Bezděkov,221,104,104
2002,Pardubický kraj,Pardubice,Pardubice,74815,44311,44577
2002,Pardubický kraj,Pardubice,Borek,161,107,107
2002,Pardubický kraj,Pardubice,Plch,62,55,55
2002,Pardubický kraj,Pardubice,Brloh,184,113,113
2002,Pardubický kraj,Pardubice,Poběžovice u Holic,157,113,113
2002,Pardubický kraj,Pardubice,Břehy,780,502,502
2002,Pardubický kraj,Pardubice,Poběžovice u Přelouč,65,52,52
2002,Pardubický kraj,Pardubice,Bukovina nad Labem,168,122,123
2002,Pardubický kraj,Pardubice,Podůlšany,129,84,84
2002,Pardubický kraj,Pardubice,Bukovina u Přelouče,58,43,43
2002,Pardubický kraj,Pardubice,Pravy,65,44,44
2002,Pardubický kraj,Pardubice,Bukovka,302,214,215
2002,Pardubický kraj,Pardubice,Přelouč,7407,4073,4097
2002,Pardubický kraj,Pardubice,Býšť,772,546,546
2002,Pardubický kraj,Pardubice,Přelovice,160,110,111
2002,Pardubický kraj,Pardubice,Časy,141,102,102
2002,Pardubický kraj,Pardubice,Přepychy,69,64,64
2002,Pardubický kraj,Pardubice,Čeperka,732,496,497
2002,Pardubický kraj,Pardubice,Ráby,392,287,287
2002,Pardubický kraj,Pardubice,Čepí,322,186,191
2002,Pardubický kraj,Pardubice,Radhošť,126,84,84
2002,Pardubický kraj,Pardubice,Černá u Bohdanče,194,115,116
2002,Pardubický kraj,Pardubice,Rohovládova Bělá,336,200,202
2002,Pardubický kraj,Pardubice,Dašice,1417,841,844
2002,Pardubický kraj,Pardubice,Rohoznice,206,156,158
2002,Pardubický kraj,Pardubice,Dolany,269,153,153
2002,Pardubický kraj,Pardubice,Rokytno,568,352,354
2002,Pardubický kraj,Pardubice,Dolní Roveň,1463,804,809
2002,Pardubický kraj,Pardubice,Rybitví,1108,619,621
2002,Pardubický kraj,Pardubice,Dolní Ředice,617,354,359
2002,Pardubický kraj,Pardubice,Řečany nad Labem,1143,725,726
2002,Pardubický kraj,Pardubice,Dříteč,194,122,122
2002,Pardubický kraj,Pardubice,Selmice,101,72,73
2002,Pardubický kraj,Pardubice,Dubany,147,104,105
2002,Pardubický kraj,Pardubice,Semín,441,276,276
2002,Pardubický kraj,Pardubice,Hlavečník,207,139,141
2002,Pardubický kraj,Pardubice,Sezemice,2376,1424,1429
2002,Pardubický kraj,Pardubice,Holice,5008,3007,3014
2002,Pardubický kraj,Pardubice,Slepotice,346,214,215
2002,Pardubický kraj,Pardubice,Holotín,31,28,29
2002,Pardubický kraj,Pardubice,Sopřeč,217,137,137
2002,Pardubický kraj,Pardubice,Horní Jelení,1366,836,837
2002,Pardubický kraj,Pardubice,Sovolusky,93,65,65
2002,Pardubický kraj,Pardubice,Horní Ředice,615,370,373
2002,Pardubický kraj,Pardubice,Spojil,213,144,144
2002,Pardubický kraj,Pardubice,Hostovice,165,93,93
2002,Pardubický kraj,Pardubice,Srch,756,515,515
2002,Pardubický kraj,Pardubice,Hrobice,155,113,113
2002,Pardubický kraj,Pardubice,Srnojedy,381,245,245
2002,Pardubický kraj,Pardubice,Choltice,714,438,438
2002,Pardubický kraj,Pardubice,Staré Hradiště,953,607,609
2002,Pardubický kraj,Pardubice,Choteč,212,128,128
2002,Pardubický kraj,Pardubice,Staré Jesenčany,202,150,152
2002,Pardubický kraj,Pardubice,Chrtníky,66,51,51
2002,Pardubický kraj,Pardubice,Staré Ždánice,469,253,255
2002,Pardubický kraj,Pardubice,Chvaletice,2580,1438,1445
2002,Pardubický kraj,Pardubice,Starý Mateřov,269,177,177
2002,Pardubický kraj,Pardubice,Chvojenec,476,295,296
2002,Pardubický kraj,Pardubice,Stéblová,132,106,106
2002,Pardubický kraj,Pardubice,Chýšť,168,109,109
2002,Pardubický kraj,Pardubice,Stojice,181,104,105
2002,Pardubický kraj,Pardubice,Jankovice,248,161,162
2002,Pardubický kraj,Pardubice,Strašov,225,166,169
2002,Pardubický kraj,Pardubice,Jaroslav,150,111,111
2002,Pardubický kraj,Pardubice,Svinčany,288,174,177
2002,Pardubický kraj,Pardubice,Jedousov,127,78,78
2002,Pardubický kraj,Pardubice,Svojšice,159,85,85
2002,Pardubický kraj,Pardubice,Jeníkovice,191,127,127
2002,Pardubický kraj,Pardubice,Tetov,134,90,91
2002,Pardubický kraj,Pardubice,Jezbořice,234,160,161
2002,Pardubický kraj,Pardubice,Trnávka,180,112,112
2002,Pardubický kraj,Pardubice,Kasalice,152,88,90
2002,Pardubický kraj,Pardubice,Trusnov,187,135,135
2002,Pardubický kraj,Pardubice,Kladruby nad Labem,551,376,378
2002,Pardubický kraj,Pardubice,Třebosice,121,92,92
2002,Pardubický kraj,Pardubice,Kojice,345,215,216
2002,Pardubický kraj,Pardubice,Turkovice,229,102,104
2002,Pardubický kraj,Pardubice,Kostěnice,399,259,260
2002,Pardubický kraj,Pardubice,Týnišťko,127,83,83
2002,Pardubický kraj,Pardubice,Křičeň,213,127,127
2002,Pardubický kraj,Pardubice,Uhersko,205,124,126
2002,Pardubický kraj,Pardubice,Kunětice,204,115,115
2002,Pardubický kraj,Pardubice,Úhřetická Lhota,167,118,118
2002,Pardubický kraj,Pardubice,Labské Chrčice,112,62,62
2002,Pardubický kraj,Pardubice,Újezd u Přelouče,150,103,103
2002,Pardubický kraj,Pardubice,Lány u Dašic,98,63,64
2002,Pardubický kraj,Pardubice,Újezd u Sezemic,98,69,69
2002,Pardubický kraj,Pardubice,Lázně Bohdaneč,2690,1701,1733
2002,Pardubický kraj,Pardubice,Urbanice,55,46,46
2002,Pardubický kraj,Pardubice,Libišany,326,190,190
2002,Pardubický kraj,Pardubice,Valy,349,239,240
2002,Pardubický kraj,Pardubice,Lipoltice,275,158,159
2002,Pardubický kraj,Pardubice,Vápno,97,60,61
2002,Pardubický kraj,Pardubice,Litošice,74,52,52
2002,Pardubický kraj,Pardubice,Veliny,310,185,187
2002,Pardubický kraj,Pardubice,Malé Výkleky,111,89,89
2002,Pardubický kraj,Pardubice,Veselí,249,181,181
2002,Pardubický kraj,Pardubice,Mikulovice,638,427,431
2002,Pardubický kraj,Pardubice,Vlčí Habřina,266,158,160
2002,Pardubický kraj,Pardubice,Mokošín,147,103,105
2002,Pardubický kraj,Pardubice,Voleč,262,182,182
2002,Pardubický kraj,Pardubice,Morašice,108,74,74
2002,Pardubický kraj,Pardubice,Vysoké Chvojno,305,187,187
2002,Pardubický kraj,Pardubice,Moravany,1351,867,868
2002,Pardubický kraj,Pardubice,Vyšehněvice,182,108,109
2002,Pardubický kraj,Pardubice,Němčice,107,67,67
2002,Pardubický kraj,Pardubice,Zdechovice,464,271,271
2002,Pardubický kraj,Pardubice,Neratov,86,53,53
2002,Pardubický kraj,Pardubice,Žáravice,121,85,86
2002,Pardubický kraj,Pardubice,Opatovice nad Labem,1691,1003,1008
2002,Pardubický kraj,Pardubice,Živanice,663,428,429
2002,Pardubický kraj,Pardubice,Ostřešany,717,447,447
2002,Pardubický kraj,Svitavy,Banín,233,129,129
2002,Pardubický kraj,Svitavy,Malíkov,77,43,43
2002,Pardubický kraj,Svitavy,Bělá nad Svitavou,396,248,248
2002,Pardubický kraj,Svitavy,Městečko Trnávka,1177,773,777
2002,Pardubický kraj,Svitavy,Bělá u Jevíčka,322,217,219
2002,Pardubický kraj,Svitavy,Mikuleč,179,111,111
2002,Pardubický kraj,Svitavy,Benátky,231,160,160
2002,Pardubický kraj,Svitavy,Mladějov na Moravě,387,233,233
2002,Pardubický kraj,Svitavy,Bezděčí u Trnávky,184,131,131
2002,Pardubický kraj,Svitavy,Morašice,565,357,357
2002,Pardubický kraj,Svitavy,Biskupice,346,199,200
2002,Pardubický kraj,Svitavy,Moravská Třebová,9002,5082,5095
2002,Pardubický kraj,Svitavy,Bohuňov,156,120,120
2002,Pardubický kraj,Svitavy,Nedvězí,183,136,136
2002,Pardubický kraj,Svitavy,Bohuňovice,90,57,57
2002,Pardubický kraj,Svitavy,Nová Sídla,186,100,100
2002,Pardubický kraj,Svitavy,Borová,688,414,414
2002,Pardubický kraj,Svitavy,Nová Ves u Jarošova,48,34,34
2002,Pardubický kraj,Svitavy,Borušov,127,80,80
2002,Pardubický kraj,Svitavy,Oldřiš,515,334,338
2002,Pardubický kraj,Svitavy,Brněnec,1147,729,733
