year,region,county,town,voters,votes_ok,votes_all
1998,Jihočeský kraj,Pelhřimov,Věžná,93,69,70
1998,Jihočeský kraj,Pelhřimov,Vojslavice,90,76,76
1998,Jihočeský kraj,Pelhřimov,Vokov,50,43,43
1998,Jihočeský kraj,Pelhřimov,Vyklantice,167,146,146
1998,Jihočeský kraj,Pelhřimov,Vyskytná,497,410,410
1998,Jihočeský kraj,Pelhřimov,Vysoká Lhota,22,19,19
1998,Jihočeský kraj,Pelhřimov,Vystrkov,132,132,132
1998,Jihočeský kraj,Pelhřimov,Zachotín,176,139,139
1998,Jihočeský kraj,Pelhřimov,Zajíčkov,153,135,136
1998,Jihočeský kraj,Pelhřimov,Zhořec,108,92,92
1998,Jihočeský kraj,Pelhřimov,Zlátenka,32,26,26
1998,Jihočeský kraj,Pelhřimov,Želiv,991,779,787
1998,Jihočeský kraj,Pelhřimov,Žirov,51,40,40
1998,Jihočeský kraj,Pelhřimov,Žirovnice,2456,1934,1939
1998,Jihočeský kraj,Písek,Albrechtice n.Vltav.,726,573,574
1998,Jihočeský kraj,Písek,Bernartice,995,762,768
1998,Jihočeský kraj,Písek,Borovany,176,140,140
1998,Jihočeský kraj,Písek,Boudy,170,127,128
1998,Jihočeský kraj,Písek,Božetice,303,263,263
1998,Jihočeský kraj,Písek,Branice,242,210,210
1998,Jihočeský kraj,Písek,Cerhonice,142,109,109
1998,Jihočeský kraj,Písek,Čimelice,863,673,675
1998,Jihočeský kraj,Písek,Čížová,670,496,496
1998,Jihočeský kraj,Písek,Dobev,535,393,393
1998,Jihočeský kraj,Písek,Dolní Novosedly,155,119,120
1998,Jihočeský kraj,Písek,Dražíč,230,187,187
1998,Jihočeský kraj,Písek,Drhovle,529,418,422
1998,Jihočeský kraj,Písek,Heřmaň,186,152,152
1998,Jihočeský kraj,Písek,Horosedly,96,73,77
1998,Jihočeský kraj,Písek,Hrazany,230,186,186
1998,Jihočeský kraj,Písek,Hrejkovice,363,315,318
1998,Jihočeský kraj,Písek,Chyšky,809,605,611
1998,Jihočeský kraj,Písek,Jetětice,247,203,208
1998,Jihočeský kraj,Písek,Jickovice,94,92,94
1998,Jihočeský kraj,Písek,Kestřany,492,383,385
1998,Jihočeský kraj,Písek,Kluky,395,306,307
1998,Jihočeský kraj,Písek,Kostelec nad Vltavou,351,293,294
1998,Jihočeský kraj,Písek,Kovářov,1063,975,979
1998,Jihočeský kraj,Písek,Kožlí,54,50,50
1998,Jihočeský kraj,Písek,Králova Lhota,193,139,139
1998,Jihočeský kraj,Písek,Křenovice,122,104,104
1998,Jihočeský kraj,Písek,Křižanov,80,72,72
1998,Jihočeský kraj,Písek,Kučeř,159,142,142
1998,Jihočeský kraj,Písek,Květov,91,79,79
1998,Jihočeský kraj,Písek,Lety,251,182,182
1998,Jihočeský kraj,Písek,Milevsko,7494,5590,5611
1998,Jihočeský kraj,Písek,Minice,36,31,32
1998,Jihočeský kraj,Písek,Mirotice,871,640,644
1998,Jihočeský kraj,Písek,Mirovice,1331,959,965
1998,Jihočeský kraj,Písek,Mišovice,196,145,145
1998,Jihočeský kraj,Písek,Myslín,83,65,65
1998,Jihočeský kraj,Písek,Nerestce,78,65,65
1998,Jihočeský kraj,Písek,Nevězice,161,108,108
1998,Jihočeský kraj,Písek,Okrouhlá,50,50,50
1998,Jihočeský kraj,Písek,Olešná,84,70,70
1998,Jihočeský kraj,Písek,Orlík nad Vltavou,309,246,250
1998,Jihočeský kraj,Písek,Osek,101,77,77
1998,Jihočeský kraj,Písek,Oslov,260,219,219
1998,Jihočeský kraj,Písek,Ostrovec,380,263,264
1998,Jihočeský kraj,Písek,Paseky,113,94,94
1998,Jihočeský kraj,Písek,Písek,23587,17452,17521
1998,Jihočeský kraj,Písek,Podolí I,278,191,192
1998,Jihočeský kraj,Písek,Probulov,54,48,48
1998,Jihočeský kraj,Písek,Protivín,3946,2848,2864
1998,Jihočeský kraj,Písek,Přeborov,118,82,83
1998,Jihočeský kraj,Písek,Předotice,365,294,294
1998,Jihočeský kraj,Písek,Přeštěnice,223,147,147
1998,Jihočeský kraj,Písek,Putim,390,282,284
1998,Jihočeský kraj,Písek,Rakovice,171,136,136
1998,Jihočeský kraj,Písek,Ražice,348,265,265
1998,Jihočeský kraj,Písek,Sepekov,1038,792,795
1998,Jihočeský kraj,Písek,Skály,225,161,162
1998,Jihočeský kraj,Písek,Slabčice,310,236,237
1998,Jihočeský kraj,Písek,Smetanova Lhota,238,175,175
1998,Jihočeský kraj,Písek,Stehlovice,84,76,76
1998,Jihočeský kraj,Písek,Tálín,140,97,97
1998,Jihočeský kraj,Písek,Temešvár,83,71,72
1998,Jihočeský kraj,Písek,Varvažov,194,164,165
1998,Jihočeský kraj,Písek,Veselíčko,160,119,120
1998,Jihočeský kraj,Písek,Vlastec,158,121,121
1998,Jihočeský kraj,Písek,Vlksice,122,96,96
1998,Jihočeský kraj,Písek,Vojníkov,81,65,65
1998,Jihočeský kraj,Písek,Vráž,324,259,263
1998,Jihočeský kraj,Písek,Vrcovice,91,69,70
1998,Jihočeský kraj,Písek,Záhoří,596,440,441
1998,Jihočeský kraj,Písek,Zbelítov,270,201,201
1998,Jihočeský kraj,Písek,Zběšičky,77,57,57
1998,Jihočeský kraj,Písek,Zhoř,206,161,162
1998,Jihočeský kraj,Písek,Zvíkovské Podhradí,189,157,157
1998,Jihočeský kraj,Písek,Žďár,205,163,165
1998,Jihočeský kraj,Prachatice,Babice,53,46,48
1998,Jihočeský kraj,Prachatice,Bohumilice,226,159,160
1998,Jihočeský kraj,Prachatice,Bohunice,45,44,44
1998,Jihočeský kraj,Prachatice,Borová Lada,256,182,184
1998,Jihočeský kraj,Prachatice,Bošice,268,204,205
1998,Jihočeský kraj,Prachatice,Budkov,72,55,55
1998,Jihočeský kraj,Prachatice,Buk,211,174,174
1998,Jihočeský kraj,Prachatice,Bušanovice,185,130,130
1998,Jihočeský kraj,Prachatice,Čkyně,1130,864,872
1998,Jihočeský kraj,Prachatice,Drslavice,61,57,57
1998,Jihočeský kraj,Prachatice,Dub,289,207,207
1998,Jihočeský kraj,Prachatice,Dvory,62,48,48
1998,Jihočeský kraj,Prachatice,Horní Vltavice,326,231,235
1998,Jihočeský kraj,Prachatice,Hracholusky,371,228,229
1998,Jihočeský kraj,Prachatice,Husinec,980,738,747
1998,Jihočeský kraj,Prachatice,Chlumany,218,170,170
1998,Jihočeský kraj,Prachatice,Chroboly,350,244,244
1998,Jihočeský kraj,Prachatice,Chvalovice,142,78,78
1998,Jihočeský kraj,Prachatice,Kratušín,44,37,37
1998,Jihočeský kraj,Prachatice,Křišťanov,108,83,83
1998,Jihočeský kraj,Prachatice,Ktiš,334,226,228
1998,Jihočeský kraj,Prachatice,Kubova Huť,91,69,69
1998,Jihočeský kraj,Prachatice,Kvilda,219,176,176
1998,Jihočeský kraj,Prachatice,Lažiště,208,145,147
1998,Jihočeský kraj,Prachatice,Lčovice,109,88,89
1998,Jihočeský kraj,Prachatice,Lenora,661,435,435
1998,Jihočeský kraj,Prachatice,Lhenice,1369,990,992
1998,Jihočeský kraj,Prachatice,Lipovice,153,126,126
1998,Jihočeský kraj,Prachatice,Lužice,34,30,30
1998,Jihočeský kraj,Prachatice,Mahouš,106,84,84
1998,Jihočeský kraj,Prachatice,Malovice,506,374,379
1998,Jihočeský kraj,Prachatice,Mičovice,241,169,169
1998,Jihočeský kraj,Prachatice,Nebahovy,323,257,257
1998,Jihočeský kraj,Prachatice,Němčice,150,135,135
1998,Jihočeský kraj,Prachatice,Netolice,2001,1460,1462
1998,Jihočeský kraj,Prachatice,Nicov,81,57,58
1998,Jihočeský kraj,Prachatice,Nová Pec,549,372,373
1998,Jihočeský kraj,Prachatice,Nové Hutě,81,58,58
1998,Jihočeský kraj,Prachatice,Olšovice,44,40,41
1998,Jihočeský kraj,Prachatice,Pěčnov,37,34,34
1998,Jihočeský kraj,Prachatice,Prachatice,9156,6463,6486
1998,Jihočeský kraj,Prachatice,Radhostice,144,104,107
1998,Jihočeský kraj,Prachatice,Stachy,1081,839,839
1998,Jihočeský kraj,Prachatice,Stožec,153,151,153
1998,Jihočeský kraj,Prachatice,Strážný,242,156,156
1998,Jihočeský kraj,Prachatice,Strunkovice n.Blan.,886,665,667
1998,Jihočeský kraj,Prachatice,Svatá Maří,382,294,295
1998,Jihočeský kraj,Prachatice,Šumavské Hoštice,305,229,231
1998,Jihočeský kraj,Prachatice,Těšovice,199,152,152
1998,Jihočeský kraj,Prachatice,Tvrzice,104,87,87
1998,Jihočeský kraj,Prachatice,Újezdec,63,55,57
1998,Jihočeský kraj,Prachatice,Vacov,1149,875,876
1998,Jihočeský kraj,Prachatice,Vimperk,6163,4135,4150
1998,Jihočeský kraj,Prachatice,Vitějovice,332,274,275
1998,Jihočeský kraj,Prachatice,Vlachovo Březí,1216,869,870
1998,Jihočeský kraj,Prachatice,Volary,3021,2069,2077
1998,Jihočeský kraj,Prachatice,Vrbice,66,45,45
1998,Jihočeský kraj,Prachatice,Záblatí,285,195,195
1998,Jihočeský kraj,Prachatice,Zábrdí,46,43,43
1998,Jihočeský kraj,Prachatice,Zálezly,253,192,194
1998,Jihočeský kraj,Prachatice,Zbytiny,244,159,159
1998,Jihočeský kraj,Prachatice,Zdíkov,1310,1016,1018
1998,Jihočeský kraj,Prachatice,Žárovná,75,69,69
1998,Jihočeský kraj,Prachatice,Želnava,125,87,88
1998,Jihočeský kraj,Prachatice,Žernovice,143,115,115
1998,Jihočeský kraj,Strakonice,Bavorov,1149,828,835
1998,Jihočeský kraj,Strakonice,Bělčice,828,660,669
1998,Jihočeský kraj,Strakonice,Bezdědovice,253,215,215
1998,Jihočeský kraj,Strakonice,Bílsko,174,130,131
1998,Jihočeský kraj,Strakonice,Blatná,5232,4053,4068
1998,Jihočeský kraj,Strakonice,Bratronice,47,42,42
1998,Jihočeský kraj,Strakonice,Březí,71,60,61
1998,Jihočeský kraj,Strakonice,Budyně,33,30,30
1998,Jihočeský kraj,Strakonice,Buzice,132,115,115
1998,Jihočeský kraj,Strakonice,Cehnice,361,299,299
1998,Jihočeský kraj,Strakonice,Čečelovice,128,110,111
1998,Jihočeský kraj,Strakonice,Čejetice,627,439,443
1998,Jihočeský kraj,Strakonice,Čepřovice,147,135,136
1998,Jihočeský kraj,Strakonice,Čestice,781,603,604
1998,Jihočeský kraj,Strakonice,Číčenice,361,256,256
1998,Jihočeský kraj,Strakonice,Doubravice,205,150,153
1998,Jihočeský kraj,Strakonice,Drahonice,303,237,240
1998,Jihočeský kraj,Strakonice,Drachkov,110,90,90
1998,Jihočeský kraj,Strakonice,Drážov,232,199,200
1998,Jihočeský kraj,Strakonice,Droužetice,77,64,64
1998,Jihočeský kraj,Strakonice,Dřešín,219,180,180
1998,Jihočeský kraj,Strakonice,Hajany,75,64,64
1998,Jihočeský kraj,Strakonice,Hájek,24,19,20
1998,Jihočeský kraj,Strakonice,Hlupín,70,66,66
1998,Jihočeský kraj,Strakonice,Horní Poříčí,237,198,198
1998,Jihočeský kraj,Strakonice,Hornosín,67,56,57
1998,Jihočeský kraj,Strakonice,Hoslovice,144,118,118
1998,Jihočeský kraj,Strakonice,Hoštice,143,101,101
1998,Jihočeský kraj,Strakonice,Chelčice,250,195,195
1998,Jihočeský kraj,Strakonice,Chlum,132,108,108
1998,Jihočeský kraj,Strakonice,Chobot,47,41,41
1998,Jihočeský kraj,Strakonice,Chrášťovice,186,143,143
1998,Jihočeský kraj,Strakonice,Jinín,153,106,106
1998,Jihočeský kraj,Strakonice,Kadov,357,288,289
1998,Jihočeský kraj,Strakonice,Kalenice,77,69,69
1998,Jihočeský kraj,Strakonice,Katovice,962,772,777
1998,Jihočeský kraj,Strakonice,Kladruby,107,76,76
1998,Jihočeský kraj,Strakonice,Kocelovice,168,134,134
1998,Jihočeský kraj,Strakonice,Krajníčko,88,66,66
1998,Jihočeský kraj,Strakonice,Kraselov,206,163,163
1998,Jihočeský kraj,Strakonice,Krašlovice,113,89,89
1998,Jihočeský kraj,Strakonice,Krejnice,50,42,42
1998,Jihočeský kraj,Strakonice,Krty,115,98,98
1998,Jihočeský kraj,Strakonice,Kuřimany,23,23,23
1998,Jihočeský kraj,Strakonice,Kváskovice,72,54,54
1998,Jihočeský kraj,Strakonice,Lažánky,54,45,45
1998,Jihočeský kraj,Strakonice,Lažany,117,86,86
1998,Jihočeský kraj,Strakonice,Libějovice,374,298,299
1998,Jihočeský kraj,Strakonice,Libětice,62,57,57
1998,Jihočeský kraj,Strakonice,Litochovice,187,163,164
1998,Jihočeský kraj,Strakonice,Lnáře,632,427,433
1998,Jihočeský kraj,Strakonice,Lom,103,82,83
1998,Jihočeský kraj,Strakonice,Mačkov,143,117,117
1998,Jihočeský kraj,Strakonice,Malenice,435,354,354
1998,Jihočeský kraj,Strakonice,Mečichov,200,140,140
1998,Jihočeský kraj,Strakonice,Měkynec,23,21,21
1998,Jihočeský kraj,Strakonice,Milejovice,46,40,40
1998,Jihočeský kraj,Strakonice,Miloňovice,198,138,139
1998,Jihočeský kraj,Strakonice,Mnichov,186,164,164
1998,Jihočeský kraj,Strakonice,Mutěnice,159,123,123
1998,Jihočeský kraj,Strakonice,Myštice,254,211,211
1998,Jihočeský kraj,Strakonice,Nebřehovice,89,78,78
1998,Jihočeský kraj,Strakonice,Němčice,92,78,78
1998,Jihočeský kraj,Strakonice,Němětice,94,85,85
1998,Jihočeský kraj,Strakonice,Nihošovice,211,161,162
1998,Jihočeský kraj,Strakonice,Nišovice,173,132,132
1998,Jihočeský kraj,Strakonice,Nová Ves,84,67,69
1998,Jihočeský kraj,Strakonice,Novosedly,254,206,208
1998,Jihočeský kraj,Strakonice,Osek,368,289,290
1998,Jihočeský kraj,Strakonice,Paračov,70,60,60
1998,Jihočeský kraj,Strakonice,Pivkovice,58,56,56
1998,Jihočeský kraj,Strakonice,Pohorovice,57,41,43
1998,Jihočeský kraj,Strakonice,Pracejovice,230,171,173
1998,Jihočeský kraj,Strakonice,Předmíř,244,182,184
1998,Jihočeský kraj,Strakonice,Přední Zborovice,58,51,52
1998,Jihočeský kraj,Strakonice,Předslavice,196,161,162
1998,Jihočeský kraj,Strakonice,Přechovice,90,79,80
1998,Jihočeský kraj,Strakonice,Přešťovice,334,281,282
1998,Jihočeský kraj,Strakonice,Radějovice,35,27,27
1998,Jihočeský kraj,Strakonice,Radomyšl,896,697,698
1998,Jihočeský kraj,Strakonice,Radošovice,418,296,296
1998,Jihočeský kraj,Strakonice,Rovná,202,165,166
1998,Jihočeský kraj,Strakonice,Řepice,210,143,143
1998,Jihočeský kraj,Strakonice,Sedlice,989,755,760
1998,Jihočeský kraj,Strakonice,Skály,65,52,57
1998,Jihočeský kraj,Strakonice,Skočice,141,108,108
1998,Jihočeský kraj,Strakonice,Slaník,93,74,74
1998,Jihočeský kraj,Strakonice,Sousedovice,161,118,120
1998,Jihočeský kraj,Strakonice,Stožice,197,149,150
1998,Jihočeský kraj,Strakonice,Strakonice,18814,13726,13775
1998,Jihočeský kraj,Strakonice,Strašice,167,130,130
1998,Jihočeský kraj,Strakonice,Strunkovice n.Volyň.,95,80,80
1998,Jihočeský kraj,Strakonice,Střelské Hoštice,740,579,583
1998,Jihočeský kraj,Strakonice,Škvořetice,265,197,198
1998,Jihočeský kraj,Strakonice,Štěchovice,178,151,152
1998,Jihočeský kraj,Strakonice,Štěkeň,765,563,566
1998,Jihočeský kraj,Strakonice,Tchořovice,187,148,149
1998,Jihočeský kraj,Strakonice,Truskovice,154,109,109
1998,Jihočeský kraj,Strakonice,Třebohostice,228,190,190
1998,Jihočeský kraj,Strakonice,Třešovice,60,50,51
1998,Jihočeský kraj,Strakonice,Úlehle,114,103,103
1998,Jihočeský kraj,Strakonice,Únice,35,33,33
1998,Jihočeský kraj,Strakonice,Uzenice,98,87,87
1998,Jihočeský kraj,Strakonice,Uzeničky,117,102,103
1998,Jihočeský kraj,Strakonice,Vacovice,73,56,56
1998,Jihočeský kraj,Strakonice,Velká Turná,119,97,97
1998,Jihočeský kraj,Strakonice,Vodňany,5059,3683,3708
1998,Jihočeský kraj,Strakonice,Volenice,433,333,333
1998,Jihočeský kraj,Strakonice,Volyně,2524,1887,1892
1998,Jihočeský kraj,Strakonice,Záboří,256,203,203
1998,Jihočeský kraj,Strakonice,Zahorčice,66,55,55
1998,Jihočeský kraj,Strakonice,Zvotoky,70,57,57
1998,Jihočeský kraj,Tábor,Balkova Lhota,97,85,85
1998,Jihočeský kraj,Tábor,Bečice,62,56,56
1998,Jihočeský kraj,Tábor,Bechyně,4838,3497,3508
1998,Jihočeský kraj,Tábor,Běleč,147,125,126
1998,Jihočeský kraj,Tábor,Borkovice,190,145,146
1998,Jihočeský kraj,Tábor,Borotín,403,324,324
1998,Jihočeský kraj,Tábor,Bradáčov,65,65,65
1998,Jihočeský kraj,Tábor,Březnice,164,123,123
1998,Jihočeský kraj,Tábor,Budislav,369,297,297
1998,Jihočeský kraj,Tábor,Čenkov u Bechyně,38,33,33
1998,Jihočeský kraj,Tábor,Černýšovice,71,60,60
1998,Jihočeský kraj,Tábor,Dírná,357,268,268
1998,Jihočeský kraj,Tábor,Dlouhá Lhota,134,109,111
1998,Jihočeský kraj,Tábor,Dobronice u Bechyně,155,133,133
1998,Jihočeský kraj,Tábor,Dolní Hořice,678,531,531
1998,Jihočeský kraj,Tábor,Dolní Hrachovice,113,102,102
1998,Jihočeský kraj,Tábor,Drahov,149,116,117
1998,Jihočeský kraj,Tábor,Dráchov,216,171,171
1998,Jihočeský kraj,Tábor,Dražice,503,349,350
1998,Jihočeský kraj,Tábor,Dražičky,59,53,54
1998,Jihočeský kraj,Tábor,Drhovice,215,145,146
1998,Jihočeský kraj,Tábor,Haškovcova Lhota,75,60,62
1998,Jihočeský kraj,Tábor,Hlasivo,159,115,116
1998,Jihočeský kraj,Tábor,Hlavatce,310,260,260
1998,Jihočeský kraj,Tábor,Hodětín,79,59,60
1998,Jihočeský kraj,Tábor,Hodonice,102,75,78
1998,Jihočeský kraj,Tábor,Chotěmice,102,93,94
1998,Jihočeský kraj,Tábor,Chotoviny,1228,957,963
1998,Jihočeský kraj,Tábor,Choustník,468,362,362
1998,Jihočeský kraj,Tábor,Chrbonín,113,103,103
1998,Jihočeský kraj,Tábor,Chýnov,1608,1223,1228
1998,Jihočeský kraj,Tábor,Jedlany,60,59,60
1998,Jihočeský kraj,Tábor,Jistebnice,1674,1284,1291
1998,Jihočeský kraj,Tábor,Katov,81,72,72
1998,Jihočeský kraj,Tábor,Klenovice,292,231,231
1998,Jihočeský kraj,Tábor,Komárov,101,87,89
1998,Jihočeský kraj,Tábor,Košice,564,455,457
1998,Jihočeský kraj,Tábor,Košín,51,45,45
1998,Jihočeský kraj,Tábor,Krátošice,94,72,72
1998,Jihočeský kraj,Tábor,Krtov,104,95,95
1998,Jihočeský kraj,Tábor,Libějice,85,75,75
1998,Jihočeský kraj,Tábor,Lom,122,96,96
1998,Jihočeský kraj,Tábor,Malšice,1425,1116,1119
1998,Jihočeský kraj,Tábor,Mažice,128,100,100
1998,Jihočeský kraj,Tábor,Meziříčí,117,98,98
1998,Jihočeský kraj,Tábor,Mezná,86,75,75
1998,Jihočeský kraj,Tábor,Mladá Vožice,2186,1520,1524
1998,Jihočeský kraj,Tábor,Mlýny,109,87,89
1998,Jihočeský kraj,Tábor,Myslkovice,290,248,248
1998,Jihočeský kraj,Tábor,Nadějkov,576,402,402
1998,Jihočeský kraj,Tábor,Nasavrky,25,20,20
1998,Jihočeský kraj,Tábor,Nemyšl,227,152,152
1998,Jihočeský kraj,Tábor,Nová Ves u Chýnova,161,145,145
1998,Jihočeský kraj,Tábor,Nová Ves u Ml.Vožice,159,137,138
1998,Jihočeský kraj,Tábor,Oldřichov,186,148,150
1998,Jihočeský kraj,Tábor,Opařany,1087,853,854
1998,Jihočeský kraj,Tábor,Planá nad Lužnicí,2340,1793,1797
1998,Jihočeský kraj,Tábor,Pohnánec,47,42,42
1998,Jihočeský kraj,Tábor,Pohnání,76,63,63
1998,Jihočeský kraj,Tábor,Pojbuky,115,86,86
1998,Jihočeský kraj,Tábor,Přehořov,222,133,133
1998,Jihočeský kraj,Tábor,Psárov,145,109,109
1998,Jihočeský kraj,Tábor,Radenín,383,279,279
1998,Jihočeský kraj,Tábor,Radětice,211,172,172
1998,Jihočeský kraj,Tábor,Radimovice u Tábora,51,45,45
1998,Jihočeský kraj,Tábor,Radimovice u Želče,236,179,179
1998,Jihočeský kraj,Tábor,Radkov,127,107,108
1998,Jihočeský kraj,Tábor,Rataje,158,126,127
1998,Jihočeský kraj,Tábor,Ratibořské Hory,611,444,445
1998,Jihočeský kraj,Tábor,Rodná,94,79,80
1998,Jihočeský kraj,Tábor,Roudná,423,312,312
1998,Jihočeský kraj,Tábor,Řemíčov,79,61,63
1998,Jihočeský kraj,Tábor,Řepeč,185,145,145
1998,Jihočeský kraj,Tábor,Řípec,232,176,177
1998,Jihočeský kraj,Tábor,Sedlečko u Soběslavě,73,59,59
1998,Jihočeský kraj,Tábor,Sezimovo Ústí,6363,5024,5060
1998,Jihočeský kraj,Tábor,Skalice,347,280,281
1998,Jihočeský kraj,Tábor,Skopytce,126,115,115
1998,Jihočeský kraj,Tábor,Skrýchov u Malšic,92,82,82
1998,Jihočeský kraj,Tábor,Slapsko,121,113,113
1998,Jihočeský kraj,Tábor,Slapy,327,249,251
1998,Jihočeský kraj,Tábor,Smilovy Hory,403,284,285
1998,Jihočeský kraj,Tábor,Soběslav,5836,4401,4417
1998,Jihočeský kraj,Tábor,Stádlec,504,413,415
1998,Jihočeský kraj,Tábor,Sudoměřice u Bechyně,499,392,395
1998,Jihočeský kraj,Tábor,Sudoměřice u Tábora,242,199,201
1998,Jihočeský kraj,Tábor,Sviny,234,182,184
1998,Jihočeský kraj,Tábor,Svrabov,54,51,51
1998,Jihočeský kraj,Tábor,Šebířov,344,240,241
1998,Jihočeský kraj,Tábor,Tábor,28843,21379,21453
1998,Jihočeský kraj,Tábor,Třebějice,74,71,71
1998,Jihočeský kraj,Tábor,Tučapy,682,519,522
1998,Jihočeský kraj,Tábor,Turovec,169,154,154
1998,Jihočeský kraj,Tábor,Ústrašice,176,143,143
1998,Jihočeský kraj,Tábor,Val,196,141,141
1998,Jihočeský kraj,Tábor,Vesce,184,136,136
1998,Jihočeský kraj,Tábor,Veselí nad Lužnicí,5175,3640,3669
1998,Jihočeský kraj,Tábor,Vilice,149,108,110
1998,Jihočeský kraj,Tábor,Vlastiboř,274,217,217
1998,Jihočeský kraj,Tábor,Vlčeves,97,72,72
1998,Jihočeský kraj,Tábor,Vlkov,151,131,131
1998,Jihočeský kraj,Tábor,Vodice,205,192,192
1998,Jihočeský kraj,Tábor,Zadní Střítež,43,32,32
1998,Jihočeský kraj,Tábor,Záhoří,53,43,43
1998,Jihočeský kraj,Tábor,Zálší,204,150,150
1998,Jihočeský kraj,Tábor,Zhoř u Mladé Vožice,69,53,54
1998,Jihočeský kraj,Tábor,Zhoř u Tábora,128,105,105
1998,Jihočeský kraj,Tábor,Zlukov,201,157,157
1998,Jihočeský kraj,Tábor,Zvěrotice,281,227,227
1998,Jihočeský kraj,Tábor,Želeč,573,459,460
1998,Jihočeský kraj,Tábor,Žíšov,118,95,95
1998,Západočeský kraj,Domažlice,Babylon,248,211,216
1998,Západočeský kraj,Domažlice,Bělá nad Radbuzou,1239,920,928
1998,Západočeský kraj,Domažlice,Blížejov,853,643,644
1998,Západočeský kraj,Domažlice,Brnířov,280,215,216
1998,Západočeský kraj,Domažlice,Bukovec,77,67,67
1998,Západočeský kraj,Domažlice,Čečovice,54,39,39
1998,Západočeský kraj,Domažlice,Čermná,183,151,153
1998,Západočeský kraj,Domažlice,Černíkov,275,207,210
1998,Západočeský kraj,Domažlice,Černovice,166,136,139
1998,Západočeský kraj,Domažlice,Česká Kubice,468,370,371
1998,Západočeský kraj,Domažlice,Díly,301,247,248
1998,Západočeský kraj,Domažlice,Domažlice,8964,6893,6937
1998,Západočeský kraj,Domažlice,Drahotín,132,97,98
1998,Západočeský kraj,Domažlice,Draženov,298,242,243
1998,Západočeský kraj,Domažlice,Hlohová,207,160,162
1998,Západočeský kraj,Domažlice,Hlohovčice,166,135,135
1998,Západočeský kraj,Domažlice,Holýšov,3481,2493,2501
1998,Západočeský kraj,Domažlice,Hora Svatého Václava,54,45,45
1998,Západočeský kraj,Domažlice,Horní Kamenice,177,140,141
1998,Západočeský kraj,Domažlice,Horšovský Týn,3915,2631,2641
1998,Západočeský kraj,Domažlice,Hostouň,900,638,648
1998,Západočeský kraj,Domažlice,Hradiště,115,108,108
1998,Západočeský kraj,Domažlice,Hvožďany,27,19,19
1998,Západočeský kraj,Domažlice,Chocomyšl,131,112,113
1998,Západočeský kraj,Domažlice,Chodov,558,423,427
1998,Západočeský kraj,Domažlice,Chodská Lhota,318,238,239
1998,Západočeský kraj,Domažlice,Chrastavice,248,214,214
1998,Západočeský kraj,Domažlice,Kanice,139,113,113
1998,Západočeský kraj,Domažlice,Kaničky,31,27,28
1998,Západočeský kraj,Domažlice,Kdyně,3754,2946,2955
1998,Západočeský kraj,Domažlice,Klenčí pod Čerchovem,926,754,756
1998,Západočeský kraj,Domažlice,Koloveč,780,580,585
1998,Západočeský kraj,Domažlice,Kout na Šumavě,876,666,668
1998,Západočeský kraj,Domažlice,Křenovy,110,89,89
1998,Západočeský kraj,Domažlice,Kvíčovice,254,202,204
1998,Západočeský kraj,Domažlice,Libkov,96,67,67
1998,Západočeský kraj,Domažlice,Loučim,111,90,94
1998,Západočeský kraj,Domažlice,Luženičky,231,196,196
1998,Západočeský kraj,Domažlice,Meclov,776,573,575
1998,Západočeský kraj,Domažlice,Mezholezy (dř.o.Dom),85,61,61
1998,Západočeský kraj,Domažlice,Mezholezy (dř.o.H.T),127,97,97
1998,Západočeský kraj,Domažlice,Milavče,447,368,370
1998,Západočeský kraj,Domažlice,Mířkov,200,148,148
1998,Západočeský kraj,Domažlice,Mnichov,208,149,149
1998,Západočeský kraj,Domažlice,Močerady,63,53,53
1998,Západočeský kraj,Domažlice,Mrákov,864,709,711
1998,Západočeský kraj,Domažlice,Mutěnín,204,165,166
1998,Západočeský kraj,Domažlice,Nemanice,233,160,163
1998,Západočeský kraj,Domažlice,Němčice,97,87,88
1998,Západočeský kraj,Domažlice,Neuměř,104,77,77
1998,Západočeský kraj,Domažlice,Nevolice,118,103,103
1998,Západočeský kraj,Domažlice,Nová Ves,124,92,92
1998,Západočeský kraj,Domažlice,Nový Kramolín,155,121,121
1998,Západočeský kraj,Domažlice,Osvračín,435,311,313
1998,Západočeský kraj,Domažlice,Otov,82,64,65
1998,Západočeský kraj,Domažlice,Pařezov,90,73,73
1998,Západočeský kraj,Domažlice,Pasečnice,160,136,136
1998,Západočeský kraj,Domažlice,Pec,207,170,172
1998,Západočeský kraj,Domažlice,Pelechy,62,57,57
1998,Západočeský kraj,Domažlice,Poběžovice,1321,938,944
1998,Západočeský kraj,Domažlice,Pocinovice,458,372,372
1998,Západočeský kraj,Domažlice,Poděvousy,196,145,145
1998,Západočeský kraj,Domažlice,Postřekov,909,735,736
1998,Západočeský kraj,Domažlice,Puclice,260,193,193
1998,Západočeský kraj,Domažlice,Rybník,136,112,112
1998,Západočeský kraj,Domažlice,Semněvice,124,81,81
1998,Západočeský kraj,Domažlice,Spáňov,145,140,140
1998,Západočeský kraj,Domažlice,Srbice,366,295,298
1998,Západočeský kraj,Domažlice,Srby,316,205,208
1998,Západočeský kraj,Domažlice,Staňkov,2497,1968,1973
1998,Západočeský kraj,Domažlice,Stráž,172,156,157
1998,Západočeský kraj,Domažlice,Štichov,79,69,69
