year,region,county,town,kdúčsl,ods,ksčm,SPR-Republ.str.Čsl. M.Sládka,OBČANÉ 2011-SPRAVEDL. PRO LIDI,Dobrá volba 2016,top_09,Dělnic.str.sociální spravedl.,CESTA ODPOVĚDNÉ SPOLEČNOSTI,Řád národa - Vlastenecká unie,ano,Strana svobodných občanů,-,Česká národní fronta,STAROSTOVÉ A NEZÁVISLÍ,Národ Sobě,Referendum o Evropské unii,sz,"ROZUMNÍ-stop migraci,diktát.EU",Strana Práv Občanů,Volte Pr.Blok www.cibulka.net,Unie H.A.V.E.L.,Společ.proti výst.v Prok.údolí,Česká pirátská strana,Blok proti islam.-Obran.domova,Radostné Česko,Občanská demokratická aliance,SPORTOVCI,čssd,Česká strana národně sociální,spd,REALISTÉ,voters,votes_ok,votes_all
2017,Olomoucký kraj,Přerov,Nahošovice,9,6,9,0,,0,2,0,0,0,15,2,0,,3,,0,0,0,1,,,,3,0,0,0,0,6,0,19,0,138,75,76
2017,Olomoucký kraj,Přerov,Nelešovice,18,4,3,0,,0,0,1,0,0,34,0,0,,3,,0,0,0,1,,,,4,0,0,0,0,3,0,12,1,154,84,84
2017,Olomoucký kraj,Přerov,Oldřichov,11,2,6,0,,0,1,0,0,0,14,2,0,,6,,0,0,0,1,,,,2,0,1,0,0,2,0,4,0,104,52,52
2017,Olomoucký kraj,Přerov,Olšovec,16,26,18,2,,1,5,0,0,0,63,3,0,,12,,0,0,3,3,,,,18,0,0,0,1,15,0,31,0,381,217,219
2017,Olomoucký kraj,Přerov,Opatovice,39,37,32,2,,1,17,1,0,0,122,3,0,,18,,0,6,5,2,,,,30,1,0,4,1,19,0,48,7,671,395,397
2017,Olomoucký kraj,Přerov,Oplocany,7,3,23,0,,2,2,1,1,0,61,1,0,,3,,0,0,1,0,,,,2,0,0,0,0,7,0,37,0,252,151,151
2017,Olomoucký kraj,Přerov,Oprostovice,9,2,6,0,,0,2,0,0,0,23,0,0,,0,,0,0,0,0,,,,4,0,0,0,0,0,0,6,0,69,52,52
2017,Olomoucký kraj,Přerov,Osek nad Bečvou,81,59,51,0,,0,18,1,0,1,221,4,0,,23,,1,9,3,4,,,,41,2,0,1,0,30,1,85,2,990,638,642
2017,Olomoucký kraj,Přerov,Paršovice,28,6,12,1,,0,8,1,0,0,49,7,0,,12,,0,3,1,1,,,,13,0,0,3,0,11,0,20,1,316,177,178
2017,Olomoucký kraj,Přerov,Partutovice,52,16,21,1,,0,3,0,1,2,77,1,0,,30,,0,0,0,2,,,,16,1,0,0,1,14,0,26,2,406,266,270
2017,Olomoucký kraj,Přerov,Pavlovice u Přerova,56,25,42,1,,0,8,0,0,0,118,1,0,,33,,0,2,4,5,,,,25,0,0,0,2,20,0,49,5,595,396,400
2017,Olomoucký kraj,Přerov,Podolí,10,11,12,0,,0,0,0,0,0,28,3,0,,6,,0,1,1,0,,,,11,0,0,0,0,5,0,20,4,170,112,114
2017,Olomoucký kraj,Přerov,Polkovice,14,16,31,2,,0,3,2,0,1,76,0,0,,11,,0,1,0,0,,,,9,0,0,0,0,16,0,29,5,411,216,216
2017,Olomoucký kraj,Přerov,Polom,6,1,10,0,,0,1,0,0,0,34,0,0,,2,,1,2,2,1,,,,5,0,0,0,0,5,0,24,2,203,96,96
2017,Olomoucký kraj,Přerov,Potštát,40,36,77,0,,0,12,2,0,1,176,0,0,,29,,0,6,4,2,,,,29,0,2,2,1,43,0,58,4,992,524,524
2017,Olomoucký kraj,Přerov,Prosenice,54,22,38,0,,0,8,0,0,0,153,8,0,,12,,0,3,4,0,,,,27,0,2,1,3,44,0,60,1,685,440,443
2017,Olomoucký kraj,Přerov,Provodovice,20,2,18,0,,0,0,0,0,0,21,1,0,,0,,0,0,0,0,,,,4,0,0,0,0,3,0,6,1,114,76,76
2017,Olomoucký kraj,Přerov,Přerov,1435,2281,1898,28,,20,523,23,10,30,7109,316,0,,515,,13,171,90,96,,,,1557,23,27,17,43,1459,8,3112,148,35934,20952,21079
2017,Olomoucký kraj,Přerov,Přestavlky,12,9,18,0,,0,1,0,0,0,48,4,0,,6,,0,0,0,0,,,,2,0,0,0,1,9,0,30,2,223,142,144
2017,Olomoucký kraj,Přerov,Radíkov,6,1,12,0,,0,1,1,0,0,23,2,0,,4,,0,1,1,0,,,,11,0,0,1,0,5,0,14,0,121,83,85
2017,Olomoucký kraj,Přerov,Radkova Lhota,13,4,12,0,,0,1,0,0,1,45,0,0,,3,,0,2,1,0,,,,2,0,0,0,0,8,0,8,0,192,100,102
2017,Olomoucký kraj,Přerov,Radkovy,10,4,6,0,,1,3,0,0,0,28,0,0,,5,,0,0,0,0,,,,9,0,0,0,0,2,0,16,0,130,84,85
2017,Olomoucký kraj,Přerov,Radotín,30,3,9,0,,0,1,0,0,0,33,2,0,,3,,0,0,0,0,,,,7,0,0,0,0,4,0,11,0,149,103,103
2017,Olomoucký kraj,Přerov,Radslavice,71,42,48,0,,0,8,0,0,1,205,8,0,,31,,1,8,9,0,,,,34,0,0,0,1,39,0,81,1,920,588,590
2017,Olomoucký kraj,Přerov,Radvanice,9,16,9,0,,0,3,0,0,0,39,0,0,,11,,0,1,0,0,,,,8,1,0,0,0,9,0,22,1,221,129,130
2017,Olomoucký kraj,Přerov,Rakov,16,10,16,1,,0,5,1,0,0,83,2,0,,4,,0,0,1,7,,,,9,0,0,0,0,3,0,23,2,324,183,184
2017,Olomoucký kraj,Přerov,Rokytnice,143,44,67,1,,2,13,2,0,2,273,2,0,,16,,0,4,3,1,,,,26,0,1,1,0,40,0,119,5,1198,765,768
2017,Olomoucký kraj,Přerov,Rouské,25,11,11,0,,0,1,0,0,0,41,2,0,,12,,0,1,0,0,,,,9,0,0,0,0,10,2,18,0,215,143,144
2017,Olomoucký kraj,Přerov,Říkovice,22,9,25,3,,0,6,0,0,0,73,1,0,,14,,0,2,0,0,,,,18,0,0,0,0,21,0,35,0,397,229,230
2017,Olomoucký kraj,Přerov,Skalička,34,28,14,1,,1,7,0,0,0,90,2,0,,20,,0,4,0,2,,,,24,0,0,2,0,22,0,19,1,488,271,271
2017,Olomoucký kraj,Přerov,Soběchleby,45,13,28,0,,1,4,0,2,1,144,1,0,,11,,0,3,3,1,,,,13,1,0,0,0,19,0,42,3,485,335,337
2017,Olomoucký kraj,Přerov,Sobíšky,6,7,3,1,,0,0,0,0,0,39,0,0,,4,,0,1,0,0,,,,3,0,0,0,1,13,0,9,0,129,87,87
2017,Olomoucký kraj,Přerov,Stará Ves,33,24,33,0,,0,4,0,0,0,84,4,0,,17,,0,2,1,2,,,,18,0,1,0,1,21,0,45,2,494,292,293
2017,Olomoucký kraj,Přerov,Stříbrnice,10,4,15,0,,0,3,1,0,2,36,2,0,,8,,1,0,3,0,,,,7,0,0,0,1,11,0,19,0,197,123,123
2017,Olomoucký kraj,Přerov,Střítež nad Ludinou,74,31,27,0,,1,5,0,0,0,146,1,0,,32,,2,10,1,2,,,,37,0,0,0,1,19,0,65,2,685,456,457
2017,Olomoucký kraj,Přerov,Sušice,23,17,22,0,,1,2,0,0,0,70,5,0,,7,,0,2,1,1,,,,4,0,0,0,1,20,0,27,0,267,203,204
2017,Olomoucký kraj,Přerov,Šišma,9,2,12,0,,0,0,0,0,0,49,0,0,,8,,0,0,1,0,,,,7,0,0,0,0,10,0,15,0,180,113,113
2017,Olomoucký kraj,Přerov,Špičky,18,9,9,3,,0,4,0,0,0,55,0,0,,10,,0,2,1,0,,,,6,0,0,0,1,20,0,11,0,230,149,151
2017,Olomoucký kraj,Přerov,Teplice nad Bečvou,39,39,22,0,,0,17,0,0,0,89,1,0,,11,,0,4,0,1,,,,20,0,0,0,0,8,0,49,2,311,302,304
2017,Olomoucký kraj,Přerov,Tovačov,116,145,98,2,,1,17,3,0,2,421,28,0,,31,,0,11,1,8,,,,76,1,2,1,5,118,0,139,2,2047,1228,1232
2017,Olomoucký kraj,Přerov,Troubky,122,48,72,1,,1,22,2,2,4,438,12,0,,114,,0,3,5,5,,,,59,1,0,2,2,66,0,107,10,1659,1098,1112
2017,Olomoucký kraj,Přerov,Tučín,22,17,14,0,,0,4,1,0,0,93,4,0,,30,,0,2,4,1,,,,18,0,0,1,0,15,0,35,5,351,266,267
2017,Olomoucký kraj,Přerov,Turovice,16,3,10,0,,0,0,0,0,0,20,1,0,,6,,0,2,0,0,,,,4,0,0,0,0,7,0,17,2,194,88,92
2017,Olomoucký kraj,Přerov,Týn nad Bečvou,42,34,43,0,,2,5,0,0,0,154,10,0,,20,,0,6,0,3,,,,20,1,0,2,0,31,0,52,1,699,426,430
2017,Olomoucký kraj,Přerov,Uhřičice,22,18,32,1,,0,3,0,0,0,88,1,0,,8,,0,1,4,1,,,,19,0,0,0,1,18,0,50,0,458,267,269
2017,Olomoucký kraj,Přerov,Ústí,75,11,19,0,,0,8,2,0,0,77,9,0,,19,,0,0,1,1,,,,16,0,0,0,1,19,2,24,0,441,284,287
2017,Olomoucký kraj,Přerov,Veselíčko,36,26,46,1,,0,32,0,1,15,127,5,0,,11,,0,1,3,0,,,,36,0,1,0,0,23,0,46,7,727,417,417
2017,Olomoucký kraj,Přerov,Věžky,18,6,18,0,,0,0,1,0,0,45,4,0,,2,,0,0,2,2,,,,5,4,0,0,0,5,1,20,2,188,135,135
2017,Olomoucký kraj,Přerov,Vlkoš,75,29,33,0,,0,7,0,1,1,153,4,0,,17,,0,2,3,3,,,,31,1,0,1,0,17,0,58,0,577,436,441
2017,Olomoucký kraj,Přerov,Všechovice,72,41,51,0,,1,0,0,1,0,131,2,0,,17,,4,5,5,0,,,,29,0,0,1,0,34,0,72,3,730,469,471
2017,Olomoucký kraj,Přerov,Výkleky,18,4,12,0,,1,2,0,0,1,48,0,0,,8,,0,1,2,0,,,,13,0,0,0,0,14,0,20,0,225,144,144
2017,Olomoucký kraj,Přerov,Zábeštní Lhota,15,5,12,0,,0,2,0,0,0,32,0,0,,5,,0,0,1,0,,,,9,0,0,0,0,8,0,15,0,143,104,105
2017,Olomoucký kraj,Přerov,Zámrsky,29,4,10,0,,0,1,0,1,0,36,3,0,,3,,0,0,0,0,,,,5,0,0,2,0,6,0,6,0,192,106,107
2017,Olomoucký kraj,Přerov,Žákovice,14,7,8,0,,0,1,0,0,0,51,0,0,,3,,0,0,1,0,,,,8,0,1,0,0,5,0,19,0,183,118,118
2017,Olomoucký kraj,Přerov,Želatovice,17,26,33,0,,0,1,1,0,0,111,2,0,,36,,0,3,4,1,,,,28,0,0,1,1,24,0,25,2,450,316,318
2017,Olomoucký kraj,Šumperk,Bludov,136,178,112,0,,1,38,2,0,0,513,10,0,,133,,3,19,17,4,,,,110,1,1,0,3,123,0,208,3,2504,1615,1632
2017,Olomoucký kraj,Šumperk,Bohdíkov,36,33,64,1,,0,11,0,2,2,227,5,0,,40,,0,6,7,2,,,,44,2,0,0,0,42,0,110,0,1103,634,640
2017,Olomoucký kraj,Šumperk,Bohuslavice,37,8,26,0,,0,4,0,0,0,101,8,0,,12,,0,1,1,0,,,,18,1,0,0,1,18,0,30,1,413,267,269
2017,Olomoucký kraj,Šumperk,Bohutín,37,23,52,1,,0,2,0,0,0,122,7,0,,20,,0,3,0,1,,,,23,1,0,0,1,22,1,57,0,609,373,379
2017,Olomoucký kraj,Šumperk,Branná,8,17,15,0,,0,4,0,1,0,29,0,0,,10,,0,0,2,0,,,,19,0,0,0,0,8,0,14,0,247,127,136
2017,Olomoucký kraj,Šumperk,Bratrušov,17,33,29,0,,0,4,0,0,0,120,0,0,,22,,0,3,3,0,,,,24,0,0,0,3,22,0,27,0,493,307,312
2017,Olomoucký kraj,Šumperk,Brníčko,19,11,52,0,,0,6,1,0,0,97,1,0,,29,,0,2,1,3,,,,25,0,1,2,0,24,1,45,2,525,322,324
2017,Olomoucký kraj,Šumperk,Bušín,32,12,26,0,,0,1,0,0,0,75,4,0,,19,,1,0,0,1,,,,9,0,0,0,1,18,0,18,1,329,218,218
2017,Olomoucký kraj,Šumperk,Dlouhomilov,13,13,30,0,,0,2,0,0,1,66,1,0,,18,,1,2,0,0,,,,9,0,0,0,0,27,0,43,2,394,228,230
2017,Olomoucký kraj,Šumperk,Dolní Studénky,18,54,37,0,,0,10,0,1,0,203,4,0,,233,,1,2,4,0,,,,46,1,1,2,0,37,0,91,1,1093,746,755
2017,Olomoucký kraj,Šumperk,Drozdov,18,9,16,0,,0,5,0,0,0,94,5,0,,9,,0,0,0,0,,,,6,0,0,0,0,6,0,33,0,279,201,203
2017,Olomoucký kraj,Šumperk,Dubicko,83,36,44,2,,0,6,1,0,1,188,11,0,,21,,3,4,8,1,,,,53,1,1,1,0,34,0,70,2,838,571,573
2017,Olomoucký kraj,Šumperk,Hanušovice,58,54,159,5,,0,16,6,0,3,497,11,0,,91,,0,17,11,3,,,,97,13,0,1,3,81,0,182,0,2619,1308,1317
2017,Olomoucký kraj,Šumperk,Horní Studénky,31,35,14,0,,0,2,0,1,0,57,1,0,,13,,0,3,0,0,,,,13,0,0,0,1,15,0,13,0,282,199,203
2017,Olomoucký kraj,Šumperk,Hoštejn,36,5,22,0,,0,2,1,0,0,92,1,0,,12,,0,2,2,0,,,,15,0,0,0,0,15,0,27,0,330,232,232
2017,Olomoucký kraj,Šumperk,Hraběšice,10,18,1,0,,0,3,0,0,1,10,3,0,,2,,0,0,0,0,,,,13,0,0,0,0,7,0,12,0,113,80,80
2017,Olomoucký kraj,Šumperk,Hrabišín,13,22,39,0,,1,11,1,0,0,153,8,0,,59,,0,6,1,1,,,,17,0,0,0,0,17,0,61,6,702,416,420
2017,Olomoucký kraj,Šumperk,Hrabová,26,17,22,1,,0,5,0,0,0,98,5,0,,39,,0,5,0,0,,,,26,0,0,0,0,29,0,46,0,500,319,321
2017,Olomoucký kraj,Šumperk,Hynčina,6,3,19,0,,0,1,0,0,0,18,0,0,,1,,0,2,1,0,,,,2,0,0,0,0,5,0,17,0,154,75,75
2017,Olomoucký kraj,Šumperk,Chromeč,67,11,12,0,,0,4,1,0,0,86,5,0,,29,,0,1,4,0,,,,29,0,1,0,1,14,0,34,0,461,299,303
2017,Olomoucký kraj,Šumperk,Jakubovice,17,5,17,1,,0,0,2,0,0,37,1,0,,3,,2,3,0,0,,,,5,0,0,0,0,3,0,9,0,164,105,105
2017,Olomoucký kraj,Šumperk,Janoušov,3,2,0,0,,0,0,0,0,0,15,0,0,,0,,0,0,1,0,,,,1,0,0,0,0,5,0,1,0,36,28,28
2017,Olomoucký kraj,Šumperk,Jedlí,60,14,21,0,,1,8,3,0,2,98,3,0,,45,,0,2,1,1,,,,15,0,1,1,2,13,0,25,2,559,318,318
2017,Olomoucký kraj,Šumperk,Jestřebí,55,6,23,2,,0,6,0,0,0,100,1,0,,26,,0,4,3,1,,,,30,1,0,2,3,12,0,28,0,508,303,304
2017,Olomoucký kraj,Šumperk,Jindřichov,30,16,76,1,,0,4,1,0,2,156,2,0,,21,,0,5,4,2,,,,44,5,0,0,0,38,0,76,0,1024,483,488
2017,Olomoucký kraj,Šumperk,Kamenná,9,6,38,0,,0,0,1,0,0,81,1,0,,15,,1,0,8,2,,,,14,0,0,0,1,28,0,41,0,436,246,246
2017,Olomoucký kraj,Šumperk,Klopina,11,34,34,1,,0,4,1,0,0,116,6,0,,21,,0,3,3,0,,,,26,0,0,0,0,33,1,31,2,518,327,329
2017,Olomoucký kraj,Šumperk,Kolšov,14,26,54,0,,1,9,3,0,1,138,7,0,,53,,0,1,10,2,,,,19,0,0,0,0,23,0,42,1,609,404,406
2017,Olomoucký kraj,Šumperk,Kopřivná,2,6,15,0,,0,2,0,2,0,32,1,0,,10,,0,1,0,0,,,,10,2,0,0,0,5,0,24,0,213,112,114
2017,Olomoucký kraj,Šumperk,Kosov,17,8,15,0,,0,2,0,0,1,36,2,0,,10,,1,0,3,1,,,,7,1,0,0,0,12,0,21,0,249,137,137
2017,Olomoucký kraj,Šumperk,Krchleby,0,4,21,0,,0,0,0,0,0,27,1,0,,4,,0,1,0,0,,,,11,1,0,0,0,6,0,8,0,153,84,84
2017,Olomoucký kraj,Šumperk,Lesnice,44,12,26,1,,1,4,3,0,0,151,3,0,,30,,0,1,1,1,,,,14,0,0,0,1,17,0,33,0,526,343,348
2017,Olomoucký kraj,Šumperk,Leština,67,36,51,0,,0,8,0,2,2,250,5,0,,62,,0,8,4,2,,,,57,0,1,0,1,39,0,61,1,1036,657,658
2017,Olomoucký kraj,Šumperk,Libina,47,87,172,4,,0,63,2,0,1,422,12,0,,57,,1,12,12,5,,,,124,2,1,6,1,148,0,256,4,2710,1439,1446
2017,Olomoucký kraj,Šumperk,Líšnice,15,10,23,1,,0,6,1,0,2,66,3,0,,12,,0,3,0,1,,,,12,0,0,0,1,9,0,40,2,300,207,208
2017,Olomoucký kraj,Šumperk,Loštice,120,121,155,3,,0,31,1,2,0,439,11,0,,48,,1,32,10,3,,,,148,3,0,1,1,112,0,182,6,2452,1430,1440
2017,Olomoucký kraj,Šumperk,Loučná nad Desnou,45,72,77,1,,1,22,0,1,1,270,9,0,,37,,0,9,7,3,,,,53,3,1,1,2,67,1,128,0,1430,811,813
2017,Olomoucký kraj,Šumperk,Lukavice,30,13,31,2,,0,8,1,0,0,172,0,0,,25,,0,1,7,1,,,,43,0,1,1,2,20,0,47,1,696,406,408
2017,Olomoucký kraj,Šumperk,Malá Morava,9,20,40,0,,0,4,0,0,0,90,2,0,,15,,0,1,2,0,,,,24,0,0,0,0,11,0,37,2,432,257,258
2017,Olomoucký kraj,Šumperk,Maletín,4,11,27,0,,0,1,0,0,0,43,0,0,,10,,0,5,1,0,,,,7,0,0,0,1,5,1,14,0,315,130,130
2017,Olomoucký kraj,Šumperk,Mírov,10,14,41,0,,0,2,3,1,1,80,2,0,,10,,0,2,2,3,,,,27,0,1,0,0,14,0,28,0,527,241,244
2017,Olomoucký kraj,Šumperk,Mohelnice,260,318,456,8,,5,134,10,26,17,1433,56,0,,157,,3,80,22,10,,,,390,3,5,6,5,327,0,546,24,7534,4301,4336
2017,Olomoucký kraj,Šumperk,Moravičany,81,51,52,2,,0,16,4,3,1,204,3,0,,72,,0,3,4,1,,,,54,0,0,0,1,38,0,63,1,1054,654,662
2017,Olomoucký kraj,Šumperk,Nemile,48,27,19,1,,0,8,0,0,0,87,4,0,,72,,0,1,1,1,,,,16,0,0,1,0,13,0,45,3,533,347,351
2017,Olomoucký kraj,Šumperk,Nový Malín,82,188,95,3,,1,70,1,0,2,529,33,0,,161,,2,18,4,5,,,,181,3,0,3,2,78,0,219,11,2599,1691,1703
2017,Olomoucký kraj,Šumperk,Olšany,60,25,36,3,,1,8,0,0,0,168,9,0,,35,,0,9,3,1,,,,43,0,1,0,2,20,0,85,2,906,511,514
2017,Olomoucký kraj,Šumperk,Oskava,44,32,73,2,,0,8,0,0,0,197,9,0,,30,,0,6,3,2,,,,40,0,2,0,0,36,0,110,5,1088,599,600
2017,Olomoucký kraj,Šumperk,Palonín,13,8,31,1,,0,3,0,1,1,68,1,0,,6,,0,3,3,1,,,,9,0,2,0,0,9,2,38,3,286,203,203
2017,Olomoucký kraj,Šumperk,Pavlov,24,32,44,0,,1,4,0,0,1,85,0,0,,12,,2,3,4,0,,,,20,0,0,0,0,19,0,72,0,502,323,324
2017,Olomoucký kraj,Šumperk,Petrov nad Desnou,29,49,35,2,,0,18,1,0,0,195,8,0,,25,,1,6,7,1,,,,35,0,1,1,0,42,0,90,0,971,546,550
2017,Olomoucký kraj,Šumperk,Písařov,56,20,56,0,,1,0,0,0,1,94,2,0,,12,,0,3,4,3,,,,14,0,1,0,0,23,1,47,0,572,338,342
2017,Olomoucký kraj,Šumperk,Police,7,2,11,0,,0,3,0,0,0,46,0,0,,3,,0,1,1,0,,,,9,0,0,0,2,1,0,11,0,176,97,98
2017,Olomoucký kraj,Šumperk,Postřelmov,182,94,148,1,,1,29,2,0,1,464,12,0,,134,,1,18,9,23,,,,144,3,3,1,1,110,0,228,5,2507,1614,1625
2017,Olomoucký kraj,Šumperk,Postřelmůvek,20,6,13,0,,1,3,0,0,0,84,1,0,,15,,0,2,1,0,,,,11,0,0,0,0,12,0,14,0,272,183,185
2017,Olomoucký kraj,Šumperk,Rájec,73,18,17,0,,0,2,2,0,0,97,1,0,,10,,0,2,0,0,,,,13,0,0,0,1,20,0,38,1,396,295,295
2017,Olomoucký kraj,Šumperk,Rapotín,68,111,117,3,,1,44,3,1,5,589,15,0,,173,,1,13,10,3,,,,102,4,2,1,2,99,0,192,4,2579,1563,1568
2017,Olomoucký kraj,Šumperk,Rejchartice,5,1,7,0,,0,4,0,0,0,34,1,0,,7,,0,2,2,0,,,,6,0,0,0,0,5,0,26,0,153,100,100
2017,Olomoucký kraj,Šumperk,Rohle,25,19,27,0,,1,6,0,1,0,101,2,0,,26,,0,2,1,0,,,,19,1,0,0,1,19,0,37,0,552,288,290
2017,Olomoucký kraj,Šumperk,Rovensko,65,23,44,0,,0,10,1,0,0,125,5,0,,50,,0,2,2,3,,,,30,0,0,0,0,16,0,68,0,642,444,447
2017,Olomoucký kraj,Šumperk,Ruda nad Moravou,124,91,134,0,,0,39,3,1,2,393,11,0,,80,,2,12,13,7,,,,79,1,0,0,9,74,1,127,6,2034,1209,1215
2017,Olomoucký kraj,Šumperk,Sobotín,22,40,45,0,,1,8,4,0,0,187,6,0,,28,,1,3,4,2,,,,49,4,1,1,0,32,0,88,0,972,526,527
2017,Olomoucký kraj,Šumperk,Staré Město,67,55,79,0,,0,14,1,0,5,256,4,0,,35,,0,1,5,2,,,,52,0,1,2,2,56,1,86,2,1477,726,729
2017,Olomoucký kraj,Šumperk,Stavenice,1,3,11,2,,0,1,0,0,0,25,0,0,,0,,0,2,1,0,,,,4,0,0,0,0,5,0,18,0,122,73,73
2017,Olomoucký kraj,Šumperk,Sudkov,25,37,50,0,,2,3,0,0,1,190,6,0,,70,,0,5,2,2,,,,23,0,1,0,2,15,0,71,2,918,507,511
2017,Olomoucký kraj,Šumperk,Svébohov,49,10,16,0,,0,4,0,1,0,81,5,0,,32,,0,3,4,0,,,,8,0,4,0,1,13,0,30,1,345,262,262
2017,Olomoucký kraj,Šumperk,Šléglov,2,5,0,0,,0,4,0,0,0,1,0,0,,1,,0,2,0,0,,,,0,0,0,0,0,0,0,6,0,36,21,21
2017,Olomoucký kraj,Šumperk,Štíty,91,194,97,1,,0,6,1,1,2,245,10,0,,33,,0,6,4,4,,,,66,3,1,0,0,62,0,101,4,1651,932,936
2017,Olomoucký kraj,Šumperk,Šumperk,632,1197,1034,15,,9,468,14,12,22,4007,213,0,,812,,9,114,78,33,,,,1084,31,10,12,19,932,12,1720,73,21697,12562,12613
2017,Olomoucký kraj,Šumperk,Třeština,16,19,13,0,,0,0,1,0,1,81,0,0,,15,,0,3,1,0,,,,10,0,1,0,0,13,0,21,0,314,195,196
2017,Olomoucký kraj,Šumperk,Úsov,34,37,58,4,,0,17,5,0,1,214,8,0,,18,,2,5,6,1,,,,49,0,1,0,1,25,0,58,2,975,546,546
2017,Olomoucký kraj,Šumperk,Velké Losiny,80,137,111,0,,2,41,0,1,6,504,12,0,,60,,2,10,17,11,,,,128,5,1,3,1,104,0,186,3,2357,1425,1434
2017,Olomoucký kraj,Šumperk,Vernířovice,11,16,6,0,,0,5,0,1,0,24,5,0,,10,,0,3,0,0,,,,9,0,0,0,0,7,0,10,0,186,107,109
2017,Olomoucký kraj,Šumperk,Vikantice,0,1,4,0,,0,0,0,0,1,14,2,0,,2,,0,0,0,0,,,,0,0,0,0,0,1,0,9,0,71,34,35
2017,Olomoucký kraj,Šumperk,Vikýřovice,83,131,66,1,,0,50,3,1,0,369,15,0,,134,,3,8,6,1,,,,88,0,1,1,2,66,0,150,11,1878,1190,1197
2017,Olomoucký kraj,Šumperk,Vyšehoří,9,7,14,0,,0,0,2,0,0,38,3,0,,15,,0,0,2,0,,,,5,0,0,0,0,5,0,17,0,187,117,118
2017,Olomoucký kraj,Šumperk,Zábřeh,788,501,494,18,,6,151,11,5,10,2161,98,0,,408,,6,66,36,21,,,,592,3,8,6,15,465,1,737,39,11192,6646,6679
2017,Olomoucký kraj,Šumperk,Zborov,12,13,18,0,,0,4,1,0,0,31,0,0,,11,,0,0,3,0,,,,3,1,0,0,1,8,0,6,0,176,112,112
2017,Olomoucký kraj,Šumperk,Zvole,49,23,36,1,,1,12,2,1,0,166,3,0,,19,,0,3,2,0,,,,25,0,0,0,1,36,0,43,1,679,424,425
2017,Zlínský kraj,Kroměříž,Bařice-Velké Těšany,30,15,30,1,,0,9,0,1,0,71,3,,,20,,0,1,1,1,,,,17,0,0,0,0,20,,46,2,374,268,269
2017,Zlínský kraj,Kroměříž,Bezměrov,25,20,21,1,,1,6,0,0,0,86,2,,,1,,0,0,4,3,,,,22,0,0,0,1,21,,47,3,426,264,270
2017,Zlínský kraj,Kroměříž,Blazice,16,10,11,3,,0,2,1,0,0,26,0,,,9,,0,1,0,0,,,,6,1,1,0,0,7,,26,0,172,120,120
2017,Zlínský kraj,Kroměříž,Bořenovice,14,5,11,0,,0,1,0,0,0,31,5,,,1,,0,3,0,0,,,,5,0,0,0,0,8,,14,1,149,99,100
2017,Zlínský kraj,Kroměříž,Brusné,17,4,38,0,,0,2,0,0,0,48,5,,,5,,0,0,1,0,,,,25,1,2,0,3,9,,36,0,301,196,197
2017,Zlínský kraj,Kroměříž,Břest,85,59,32,0,,0,13,0,0,1,155,8,,,11,,0,5,5,0,,,,26,0,0,1,1,26,,60,3,756,491,499
2017,Zlínský kraj,Kroměříž,Bystřice pod Hostýnem,333,389,315,5,,7,108,2,2,8,1248,33,,,164,,5,49,16,17,,,,283,11,4,4,2,266,,864,15,6871,4150,4175
2017,Zlínský kraj,Kroměříž,Cetechovice,12,5,9,1,,0,0,3,1,0,27,0,,,6,,0,0,3,0,,,,4,0,0,0,0,2,,6,0,157,79,79
2017,Zlínský kraj,Kroměříž,Dřínov,16,7,46,0,,0,1,2,0,0,69,1,,,10,,0,2,2,0,,,,7,0,0,0,0,22,,31,0,357,216,217
2017,Zlínský kraj,Kroměříž,Holešov,502,460,554,7,,3,180,8,2,22,1636,81,,,240,,10,54,26,19,,,,454,5,6,6,10,566,,816,30,9540,5697,5761
2017,Zlínský kraj,Kroměříž,Honětice,1,0,6,0,,0,1,0,0,0,18,0,,,0,,0,0,0,0,,,,0,0,0,0,0,0,,5,0,52,31,31
2017,Zlínský kraj,Kroměříž,Horní Lapač,34,9,17,0,,0,0,0,0,0,32,2,,,5,,0,1,0,1,,,,4,0,0,0,1,8,,23,2,211,139,141
2017,Zlínský kraj,Kroměříž,Hoštice,1,2,18,0,,0,0,0,0,0,16,6,,,3,,0,0,1,0,,,,2,0,0,0,0,9,,28,1,125,87,87
2017,Zlínský kraj,Kroměříž,Hulín,213,419,301,9,,1,50,8,0,7,1016,52,,,89,,5,31,23,16,,,,198,7,3,6,9,217,,549,16,5699,3245,3281
2017,Zlínský kraj,Kroměříž,Chomýž,25,5,13,0,,0,4,0,0,0,68,3,,,4,,0,1,0,0,,,,18,0,0,1,0,11,,38,0,298,191,191
2017,Zlínský kraj,Kroměříž,Chropyně,94,175,280,5,,6,34,17,2,7,856,26,,,62,,0,35,20,13,,,,143,4,2,2,4,170,,424,25,4068,2406,2429
2017,Zlínský kraj,Kroměříž,Chvalčov,49,98,53,0,,1,19,1,1,2,278,17,,,39,,1,20,3,4,,,,53,0,0,6,0,42,,164,7,1397,858,862
2017,Zlínský kraj,Kroměříž,Chvalnov-Lísky,18,10,12,1,,0,7,1,0,0,22,2,,,5,,0,0,0,2,,,,10,0,0,0,0,7,,17,0,199,114,114
