year,region,county,town,kdúčsl,ods,ksčm,SPR-Republ.str.Čsl. M.Sládka,OBČANÉ 2011-SPRAVEDL. PRO LIDI,Dobrá volba 2016,top_09,Dělnic.str.sociální spravedl.,CESTA ODPOVĚDNÉ SPOLEČNOSTI,Řád národa - Vlastenecká unie,ano,Strana svobodných občanů,-,Česká národní fronta,STAROSTOVÉ A NEZÁVISLÍ,Národ Sobě,Referendum o Evropské unii,sz,"ROZUMNÍ-stop migraci,diktát.EU",Strana Práv Občanů,Volte Pr.Blok www.cibulka.net,Unie H.A.V.E.L.,Společ.proti výst.v Prok.údolí,Česká pirátská strana,Blok proti islam.-Obran.domova,Radostné Česko,Občanská demokratická aliance,SPORTOVCI,čssd,Česká strana národně sociální,spd,REALISTÉ,voters,votes_ok,votes_all
2017,Hlavní město Praha,Praha,Praha 1,954,2770,392,7,5,1,2783,2,13,9,1654,241,0,,774,,12,514,41,34,12,0,6,2332,14,1,44,11,657,3,617,133,21556,14036,14145
2017,Hlavní město Praha,Praha,Praha 10,2398,8137,2485,53,9,37,6497,53,34,40,10856,1050,0,,2334,,30,1212,230,162,50,8,15,9355,35,17,67,69,3175,12,2998,477,79964,51895,52238
2017,Hlavní město Praha,Praha,Praha 11,1622,5100,2310,35,11,31,3598,53,18,48,10213,846,0,,1548,,23,757,192,137,30,5,13,6763,29,17,57,86,2513,14,2674,373,58353,39116,39279
2017,Hlavní město Praha,Praha,Praha 12,1162,4095,1774,25,11,21,2729,30,13,24,6803,601,0,,1146,,17,544,160,151,23,1,18,5034,21,11,41,62,1750,7,1875,279,42205,28428,28550
2017,Hlavní město Praha,Praha,Praha 13,1253,4444,1273,29,7,18,3173,31,15,24,5678,742,0,,1409,,19,631,123,79,15,1,92,5410,27,12,43,62,1601,6,1735,269,42687,28221,28354
2017,Hlavní město Praha,Praha,Praha 14,803,3004,929,23,5,12,2013,30,16,39,4581,470,0,,817,,21,401,124,96,14,3,10,3561,25,7,34,55,1193,5,1544,183,32506,20018,20128
2017,Hlavní město Praha,Praha,Praha 15,579,2544,713,21,2,8,1624,15,18,17,3928,364,0,,702,,8,318,67,53,13,4,6,2886,21,13,22,36,905,9,1162,142,24276,16200,16273
2017,Hlavní město Praha,Praha,Praha 16,170,865,181,6,0,2,509,9,3,6,927,89,0,,210,,1,55,28,6,6,0,8,772,6,6,6,9,211,1,211,43,6143,4346,4376
2017,Hlavní město Praha,Praha,Praha 17,478,1659,712,14,1,8,1088,13,14,35,2751,270,0,,552,,7,228,50,33,5,2,5,2115,7,2,23,29,727,3,872,123,18223,11826,11873
2017,Hlavní město Praha,Praha,Praha 18,286,1224,397,11,6,3,817,7,5,5,2001,233,0,,348,,2,168,48,33,3,0,1,1372,7,5,12,25,520,2,625,69,12641,8235,8291
2017,Hlavní město Praha,Praha,Praha 19,159,630,175,3,3,1,325,2,0,11,730,77,0,,199,,4,60,25,13,1,0,1,546,2,1,8,9,212,2,237,35,4815,3471,3495
2017,Hlavní město Praha,Praha,Praha 2,1173,3859,587,19,7,8,3577,8,18,15,2875,472,0,,1086,,11,688,58,47,20,4,8,3871,14,11,37,38,991,11,1098,203,32641,20814,20954
2017,Hlavní město Praha,Praha,Praha 20,373,1293,544,11,1,2,688,8,2,11,1843,134,0,,373,,5,137,72,20,6,1,0,1303,9,5,21,21,458,1,507,95,11243,7944,7981
2017,Hlavní město Praha,Praha,Praha 21,218,1163,201,1,1,4,641,1,1,2,1297,101,0,,224,,0,68,19,17,5,0,1,913,3,1,5,12,268,2,299,29,7512,5497,5511
2017,Hlavní město Praha,Praha,Praha 22,184,971,167,1,0,2,612,6,3,11,1031,142,0,,332,,5,100,33,11,0,0,1,852,6,1,14,16,256,0,272,38,7355,5067,5089
2017,Hlavní město Praha,Praha,Praha 3,1451,5288,1360,23,15,18,4785,37,20,25,5792,698,0,,1565,,13,1125,137,101,34,6,11,6069,17,7,54,60,1764,11,1795,290,51837,32571,32736
2017,Hlavní město Praha,Praha,Praha 4,3016,10281,2815,45,16,42,7717,57,47,55,13451,1322,0,,3158,,62,1459,250,197,65,12,33,11134,37,15,95,127,3822,13,3489,630,95350,63462,63865
2017,Hlavní město Praha,Praha,Praha 5,2044,6517,1402,35,12,14,5898,26,25,38,6769,826,0,,2130,,27,1026,143,124,27,6,125,7021,34,12,65,71,1932,11,2086,356,58953,38802,39001
2017,Hlavní město Praha,Praha,Praha 6,3318,8312,2458,30,15,27,8690,34,27,33,8958,897,0,,3306,,32,1565,157,115,35,3,21,9189,29,18,66,89,2893,17,2349,513,74849,53196,53558
2017,Hlavní město Praha,Praha,Praha 7,1410,3145,590,19,7,11,3359,11,21,20,2812,427,0,,1034,,19,848,66,38,20,2,5,3925,23,8,25,37,978,6,996,202,30570,20064,20202
2017,Hlavní město Praha,Praha,Praha 8,2308,7978,3153,52,27,29,5784,55,32,67,10956,996,0,,2431,,34,1159,207,153,39,27,20,8755,35,19,62,127,3001,14,3092,542,78558,51154,51455
2017,Hlavní město Praha,Praha,Praha 9,1024,4508,1114,19,3,20,2783,20,20,31,5534,526,0,,1078,,22,504,93,78,23,3,7,4164,24,10,27,57,1434,14,1584,227,38463,24951,25101
2017,Hlavní město Praha,Praha,Praha-Běchovice,51,237,54,1,1,1,124,1,2,1,240,20,0,,46,,0,11,10,1,1,0,1,175,1,1,1,1,43,1,74,5,1546,1105,1107
2017,Hlavní město Praha,Praha,Praha-Benice,15,74,8,0,0,0,37,0,2,0,79,6,0,,30,,0,3,1,0,0,0,0,59,0,0,1,0,13,0,25,10,484,363,367
2017,Hlavní město Praha,Praha,Praha-Březiněves,28,147,41,0,0,0,90,1,0,1,162,9,0,,32,,0,8,3,1,1,0,0,101,0,0,2,1,44,3,36,10,957,721,724
2017,Hlavní město Praha,Praha,Praha-Čakovice,224,914,225,2,1,2,476,6,2,2,1175,108,0,,360,,7,73,20,13,1,1,0,771,1,1,14,11,250,2,297,40,7158,4999,5042
2017,Hlavní město Praha,Praha,Praha-Ďáblice,60,347,84,2,1,2,242,4,2,0,334,43,0,,172,,0,19,10,4,0,0,1,280,1,0,2,6,86,0,115,25,2598,1842,1853
2017,Hlavní město Praha,Praha,Praha-Dolní Chabry,112,483,72,2,0,1,309,1,2,0,412,47,0,,125,,1,36,7,11,0,0,1,392,2,1,4,5,85,1,117,24,3020,2253,2274
2017,Hlavní město Praha,Praha,Praha-Dolní Měcholupy,59,274,39,1,0,1,168,1,0,2,268,28,0,,61,,1,21,4,7,2,0,0,230,2,0,2,1,67,0,69,7,1737,1315,1319
2017,Hlavní město Praha,Praha,Praha-Dolní Počernice,68,290,47,1,0,2,148,2,1,1,275,44,0,,59,,1,24,11,3,1,0,0,211,0,1,1,2,61,1,76,8,1790,1339,1351
2017,Hlavní město Praha,Praha,Praha-Dubeč,82,335,92,5,0,0,219,1,2,10,427,57,0,,77,,6,34,6,12,0,1,3,268,2,0,5,3,110,0,122,26,2601,1905,1916
2017,Hlavní město Praha,Praha,Praha-Klánovice,66,458,60,0,0,1,249,4,2,3,375,37,0,,93,,1,33,8,9,0,0,0,295,0,1,2,6,74,0,85,15,2597,1877,1887
2017,Hlavní město Praha,Praha,Praha-Koloděje,25,170,34,2,0,2,94,1,0,0,176,11,0,,41,,0,10,5,0,0,0,0,140,0,1,2,3,34,0,31,2,1032,784,787
2017,Hlavní město Praha,Praha,Praha-Kolovraty,104,319,55,1,0,2,256,1,2,1,400,54,0,,189,,2,36,14,2,2,0,0,326,0,0,5,2,88,0,84,20,2577,1965,1976
2017,Hlavní město Praha,Praha,Praha-Královice,7,31,10,2,0,0,15,0,0,0,39,2,0,,10,,0,2,0,0,0,0,0,37,0,0,1,1,19,0,17,1,284,194,195
2017,Hlavní město Praha,Praha,Praha-Křeslice,20,116,6,2,0,0,95,2,0,1,120,14,0,,31,,0,10,4,0,0,0,0,110,0,0,1,0,17,0,40,6,748,595,598
2017,Hlavní město Praha,Praha,Praha-Kunratice,169,799,152,2,0,4,641,0,6,2,839,95,0,,270,,0,95,24,9,1,0,1,713,4,1,12,5,151,1,213,29,5771,4238,4265
2017,Hlavní město Praha,Praha,Praha-Libuš,173,733,218,4,1,3,510,2,4,5,1017,106,0,,188,,3,77,27,25,6,1,0,830,3,1,10,9,218,2,285,48,6550,4509,4539
2017,Hlavní město Praha,Praha,Praha-Lipence,51,330,55,3,1,1,201,2,0,0,295,33,0,,56,,2,22,4,4,3,0,0,220,0,0,3,13,57,0,72,14,1935,1442,1447
2017,Hlavní město Praha,Praha,Praha-Lochkov,16,73,16,1,0,0,40,0,0,1,101,15,0,,23,,2,5,5,1,0,0,0,70,1,0,1,2,18,0,23,4,594,418,420
2017,Hlavní město Praha,Praha,Praha-Lysolaje,56,78,12,0,0,1,110,0,0,0,125,12,0,,131,,0,19,0,3,1,0,0,89,0,1,0,1,20,0,16,5,888,680,685
2017,Hlavní město Praha,Praha,Praha-Nebušice,42,186,50,0,1,2,128,1,0,3,283,11,0,,113,,2,35,3,3,1,0,2,177,1,0,1,4,52,0,63,17,1742,1181,1187
2017,Hlavní město Praha,Praha,Praha-Nedvězí,5,31,6,0,0,0,14,2,0,4,37,5,0,,4,,0,2,1,1,0,0,0,27,0,3,0,0,7,0,14,4,228,167,167
2017,Hlavní město Praha,Praha,Praha-Petrovice,132,450,152,5,0,0,309,3,3,8,712,75,0,,161,,2,75,8,9,4,0,2,585,3,0,8,7,203,0,173,31,4717,3120,3137
2017,Hlavní město Praha,Praha,Praha-Přední Kopanina,15,67,10,0,0,0,31,0,1,0,58,5,0,,12,,0,7,3,0,0,0,0,62,1,0,2,3,15,0,15,4,399,311,314
2017,Hlavní město Praha,Praha,Praha-Řeporyje,109,405,49,4,0,1,235,1,0,7,425,55,0,,105,,1,43,5,4,2,1,5,372,1,0,3,4,107,0,105,20,2947,2069,2074
2017,Hlavní město Praha,Praha,Praha-Satalice,61,223,38,0,2,1,132,1,0,1,254,35,0,,141,,2,16,6,2,0,0,0,168,2,2,0,5,68,0,74,14,1658,1248,1257
2017,Hlavní město Praha,Praha,Praha-Slivenec,58,355,53,3,0,0,248,1,0,1,305,40,0,,249,,0,17,14,2,4,0,3,291,3,0,1,5,68,1,102,20,2524,1844,1854
2017,Hlavní město Praha,Praha,Praha-Suchdol,165,510,145,0,0,0,414,2,1,3,655,64,0,,434,,1,83,12,7,4,0,0,537,1,4,3,5,147,2,166,28,4635,3393,3410
2017,Hlavní město Praha,Praha,Praha-Šeberov,57,343,58,3,1,3,218,4,1,1,341,34,0,,61,,2,19,3,5,0,0,1,252,2,0,1,8,53,1,86,23,2145,1581,1588
2017,Hlavní město Praha,Praha,Praha-Štěrboholy,35,213,33,1,0,0,125,1,0,1,235,9,0,,48,,1,16,3,3,2,0,0,158,2,0,4,0,39,0,36,7,1275,972,975
2017,Hlavní město Praha,Praha,Praha-Troja,47,138,16,0,1,0,135,0,0,0,107,10,0,,66,,0,17,1,0,1,0,1,94,3,1,0,2,25,0,22,6,889,693,696
2017,Hlavní město Praha,Praha,Praha-Újezd,67,292,59,2,0,3,205,1,1,1,337,38,0,,80,,0,31,8,6,0,0,0,272,2,0,2,4,55,1,95,15,2085,1577,1583
2017,Hlavní město Praha,Praha,Praha-Velká Chuchle,49,260,52,3,0,0,209,3,0,0,243,19,0,,77,,0,28,2,1,1,1,3,213,0,0,1,1,51,0,82,5,1746,1304,1313
2017,Hlavní město Praha,Praha,Praha-Vinoř,138,337,85,1,1,1,204,2,4,8,486,40,0,,201,,0,35,8,6,1,0,1,318,2,2,2,2,107,1,154,11,2945,2158,2166
2017,Hlavní město Praha,Praha,Praha-Zbraslav,263,905,215,2,1,4,657,2,4,7,1045,102,0,,249,,10,124,22,15,4,0,2,915,5,1,12,8,255,1,280,63,7359,5173,5210
2017,Hlavní město Praha,Praha,Praha-Zličín,131,472,125,2,1,1,347,4,0,1,623,50,0,,169,,2,33,15,6,2,0,4,490,2,0,6,5,111,0,166,33,4079,2801,2820
2017,Středočeský kraj,Benešov,Benešov,314,1052,597,21,,3,414,16,2,10,2577,112,,,802,,6,109,35,10,,3,,948,6,3,11,17,624,5,682,58,13104,8437,8476
2017,Středočeský kraj,Benešov,Bernartice,37,4,7,0,,0,3,0,0,0,39,0,,,6,,0,1,4,0,,0,,7,0,0,0,0,17,0,20,3,191,148,148
2017,Středočeský kraj,Benešov,Bílkovice,6,7,18,0,,1,2,0,0,0,47,0,,,8,,0,0,2,0,,0,,3,0,0,0,0,15,0,9,0,170,118,121
2017,Středočeský kraj,Benešov,Blažejovice,6,6,11,0,,0,0,0,0,0,29,3,,,3,,0,0,0,0,,1,,5,0,0,0,0,5,0,8,0,96,77,80
2017,Středočeský kraj,Benešov,Borovnice,5,2,4,0,,0,1,0,0,0,29,1,,,4,,0,1,0,0,,0,,3,0,0,0,0,2,0,1,0,73,53,54
2017,Středočeský kraj,Benešov,Bukovany,8,50,20,4,,0,11,4,0,0,127,6,,,53,,1,8,0,0,,0,,49,0,0,0,1,20,0,30,1,598,393,393
2017,Středočeský kraj,Benešov,Bystřice,72,204,136,1,,1,96,4,2,6,826,11,,,158,,1,25,12,5,,3,,223,1,0,1,5,187,0,211,9,3490,2200,2205
2017,Středočeský kraj,Benešov,Ctiboř,11,3,4,0,,0,2,0,0,0,35,1,,,4,,0,2,0,0,,0,,11,0,0,0,0,5,0,5,0,106,83,83
2017,Středočeský kraj,Benešov,Čakov,6,7,3,0,,0,8,0,0,0,15,2,,,8,,0,0,0,0,,0,,6,0,0,0,0,6,0,10,0,93,71,71
2017,Středočeský kraj,Benešov,Čechtice,81,70,75,3,,0,35,2,1,1,226,15,,,50,,0,5,6,4,,1,,58,0,2,0,2,54,1,44,8,1140,744,750
2017,Středočeský kraj,Benešov,Čerčany,52,200,66,9,,1,107,1,0,1,424,15,,,126,,1,22,11,3,,0,,191,0,1,1,3,97,1,98,12,2195,1443,1451
2017,Středočeský kraj,Benešov,Červený Újezd,30,13,15,0,,0,3,0,0,0,53,3,,,13,,0,3,2,0,,0,,23,0,0,2,0,5,0,18,4,258,187,187
2017,Středočeský kraj,Benešov,Český Šternberk,3,9,3,0,,0,8,0,0,0,25,1,,,6,,0,1,0,0,,0,,6,0,0,0,0,3,0,17,0,129,82,82
2017,Středočeský kraj,Benešov,Čtyřkoly,11,72,15,1,,0,39,0,0,0,91,11,,,43,,0,1,2,3,,0,,46,2,1,0,0,20,0,38,4,539,400,403
2017,Středočeský kraj,Benešov,Děkanovice,11,0,3,0,,0,0,0,0,0,13,0,,,0,,0,0,0,0,,0,,3,0,0,0,0,2,0,8,0,49,40,40
2017,Středočeský kraj,Benešov,Divišov,49,52,78,2,,0,39,0,0,0,256,14,,,86,,1,3,7,3,,0,,76,2,1,1,3,60,0,79,4,1305,816,830
2017,Středočeský kraj,Benešov,Dolní Kralovice,30,24,66,1,,0,9,0,0,0,150,9,,,24,,1,8,2,1,,0,,47,0,0,0,2,45,0,26,0,727,445,445
2017,Středočeský kraj,Benešov,Drahňovice,5,8,1,1,,0,3,0,0,0,18,1,,,2,,0,1,0,0,,0,,6,0,0,0,0,1,0,9,1,70,57,58
2017,Středočeský kraj,Benešov,Dunice,4,5,3,0,,0,1,0,0,0,10,0,,,3,,0,0,0,0,,0,,5,0,0,0,0,6,0,1,0,55,38,38
2017,Středočeský kraj,Benešov,Heřmaničky,14,27,39,0,,0,10,2,0,1,143,0,,,34,,1,4,3,0,,0,,25,0,0,0,0,22,1,43,5,571,374,374
2017,Středočeský kraj,Benešov,Hradiště,2,0,1,0,,0,0,0,0,0,10,1,,,0,,0,0,0,0,,0,,3,0,0,0,0,0,0,1,1,24,19,19
2017,Středočeský kraj,Benešov,Hulice,6,20,20,1,,0,4,0,0,0,70,2,,,11,,0,1,0,1,,0,,12,0,0,0,1,11,0,13,0,237,173,173
2017,Středočeský kraj,Benešov,Hvězdonice,0,23,14,0,,0,12,0,0,1,49,1,,,13,,0,1,4,0,,0,,32,1,0,0,0,6,0,31,1,257,189,189
2017,Středočeský kraj,Benešov,Chářovice,0,8,17,1,,1,0,0,0,1,37,4,,,15,,0,0,1,0,,0,,10,0,0,1,0,11,0,5,0,145,112,114
2017,Středočeský kraj,Benešov,Chleby,1,3,2,0,,0,0,0,0,0,10,0,,,9,,0,1,1,0,,0,,2,0,0,0,0,0,0,3,0,46,32,33
2017,Středočeský kraj,Benešov,Chlístov,3,29,5,0,,0,7,1,0,0,62,2,,,18,,0,5,0,0,,0,,32,0,0,0,0,5,0,5,2,278,176,177
2017,Středočeský kraj,Benešov,Chlum,6,5,6,0,,0,0,1,0,0,51,0,,,5,,0,0,0,0,,0,,4,0,0,0,0,3,0,6,0,112,87,87
2017,Středočeský kraj,Benešov,Chmelná,33,4,0,0,,0,4,0,0,0,23,0,,,4,,0,1,1,0,,0,,11,0,0,0,1,8,0,5,0,112,95,95
2017,Středočeský kraj,Benešov,Chocerady,12,74,51,1,,0,46,0,1,1,171,12,,,42,,0,9,4,0,,1,,119,0,0,2,2,50,0,53,8,991,659,663
2017,Středočeský kraj,Benešov,Choratice,6,5,1,0,,0,3,0,0,0,10,0,,,4,,0,0,1,0,,0,,0,0,0,0,0,2,0,2,0,58,34,34
2017,Středočeský kraj,Benešov,Chotýšany,7,27,16,0,,0,5,2,0,0,91,6,,,31,,1,1,5,0,,0,,35,1,0,0,1,29,0,33,1,434,292,294
2017,Středočeský kraj,Benešov,Chrášťany,9,20,14,0,,0,4,0,0,0,40,0,,,9,,0,1,1,0,,0,,20,1,0,0,0,1,0,3,0,187,123,123
2017,Středočeský kraj,Benešov,Jankov,20,23,34,3,,0,24,1,0,0,145,5,,,51,,0,3,2,2,,0,,49,0,1,0,2,28,0,35,1,748,429,430
2017,Středočeský kraj,Benešov,Javorník,6,3,5,0,,0,0,0,0,0,20,0,,,7,,0,2,1,0,,0,,9,0,0,0,0,11,0,13,2,104,79,79
2017,Středočeský kraj,Benešov,Ješetice,5,2,6,0,,0,1,0,0,0,19,1,,,6,,1,0,0,0,,0,,7,0,0,0,0,4,0,15,0,106,67,67
2017,Středočeský kraj,Benešov,Kamberk,1,17,1,0,,0,6,0,0,0,28,2,,,2,,0,0,0,0,,0,,9,0,0,0,0,5,0,8,2,121,81,82
2017,Středočeský kraj,Benešov,Keblov,3,10,10,1,,0,2,0,0,0,34,1,,,8,,0,0,1,0,,0,,6,0,0,0,0,10,0,11,2,155,99,99
2017,Středočeský kraj,Benešov,Kladruby,19,14,17,1,,0,11,0,0,0,47,4,,,15,,0,1,1,1,,0,,24,0,0,0,0,9,0,16,2,245,182,182
2017,Středočeský kraj,Benešov,Kondrac,19,28,24,0,,0,5,0,0,2,66,1,,,29,,0,1,6,0,,0,,28,0,0,1,0,35,0,22,0,383,267,269
2017,Středočeský kraj,Benešov,Kozmice,5,21,13,1,,0,11,1,0,0,60,2,,,6,,0,2,5,1,,0,,19,0,0,0,0,12,0,11,0,241,170,171
2017,Středočeský kraj,Benešov,Krhanice,19,70,27,0,,0,31,4,0,1,139,7,,,58,,0,7,3,0,,1,,68,0,0,1,1,20,1,43,1,765,502,505
2017,Středočeský kraj,Benešov,Krňany,1,38,20,2,,0,19,1,0,1,69,6,,,12,,0,2,0,1,,0,,27,0,0,1,0,10,0,27,4,361,241,242
2017,Středočeský kraj,Benešov,Křečovice,37,30,40,1,,0,28,2,1,0,141,0,,,47,,0,8,5,0,,1,,55,1,0,0,1,24,0,24,2,632,448,451
2017,Středočeský kraj,Benešov,Křivsoudov,18,17,11,1,,0,5,0,0,0,66,3,,,19,,0,4,1,1,,0,,41,0,0,3,0,16,0,16,0,351,222,222
2017,Středočeský kraj,Benešov,Kuňovice,7,5,3,0,,0,2,0,0,0,28,0,,,6,,0,0,0,0,,0,,3,0,0,0,1,3,0,3,0,66,61,61
2017,Středočeský kraj,Benešov,Lešany,16,37,39,0,,0,13,1,0,0,105,13,,,31,,0,6,1,3,,0,,40,2,0,1,1,13,0,44,4,567,370,371
2017,Středočeský kraj,Benešov,Libež,8,5,15,0,,0,0,0,0,2,42,2,,,3,,0,0,0,0,,0,,3,0,0,0,1,10,0,15,1,156,107,107
2017,Středočeský kraj,Benešov,Litichovice,6,2,4,1,,0,3,0,0,0,10,0,,,4,,0,1,0,0,,0,,3,0,0,1,0,0,0,4,0,54,39,39
2017,Středočeský kraj,Benešov,Loket,45,24,28,0,,0,19,1,0,0,88,6,,,16,,0,2,4,0,,0,,46,0,0,0,0,31,0,39,1,456,350,351
2017,Středočeský kraj,Benešov,Louňovice pod Blaníkem,20,43,25,1,,0,14,0,0,2,138,0,,,25,,0,4,1,0,,1,,35,0,0,0,0,32,0,23,1,563,365,369
2017,Středočeský kraj,Benešov,Lštění,8,32,20,0,,0,28,0,0,0,43,6,,,24,,1,2,1,1,,1,,30,0,0,1,0,11,0,16,1,331,226,225
2017,Středočeský kraj,Benešov,Maršovice,24,26,43,1,,0,23,2,0,0,131,4,,,35,,0,11,2,0,,0,,55,0,0,0,0,23,0,36,3,602,419,421
2017,Středočeský kraj,Benešov,Mezno,9,20,24,0,,0,3,1,0,0,57,11,,,19,,0,0,1,1,,0,,18,0,0,0,2,18,0,14,3,297,201,203
2017,Středočeský kraj,Benešov,Miličín,21,33,28,1,,0,23,0,0,0,176,3,,,44,,2,6,6,0,,1,,40,0,0,1,0,27,1,35,1,728,449,449
2017,Středočeský kraj,Benešov,Miřetice,7,18,0,0,,0,4,0,0,0,34,0,,,8,,0,0,0,0,,0,,9,0,0,0,1,2,0,15,2,149,100,102
2017,Středočeský kraj,Benešov,Mnichovice,11,8,16,0,,0,0,0,0,0,43,0,,,5,,0,3,1,0,,0,,10,2,0,0,0,9,0,6,0,184,114,114
2017,Středočeský kraj,Benešov,Mrač,8,47,34,0,,1,14,1,0,0,140,7,,,56,,1,12,4,0,,0,,47,0,0,0,1,19,0,32,5,637,429,429
2017,Středočeský kraj,Benešov,Načeradec,34,42,52,1,,0,14,3,0,1,182,6,,,42,,0,2,1,0,,0,,51,1,1,1,2,28,0,43,2,881,509,512
2017,Středočeský kraj,Benešov,Nespeky,8,65,19,0,,0,34,1,0,0,116,3,,,26,,1,6,1,0,,0,,63,0,0,0,0,24,0,20,1,545,388,389
2017,Středočeský kraj,Benešov,Netvořice,8,64,60,1,,1,23,4,0,1,189,10,,,46,,2,6,1,1,,0,,60,1,0,0,0,42,0,53,0,899,573,574
2017,Středočeský kraj,Benešov,Neustupov,9,5,21,0,,0,11,0,0,0,98,11,,,24,,0,3,4,0,,2,,15,0,0,0,1,26,0,31,2,423,263,264
2017,Středočeský kraj,Benešov,Neveklov,39,153,82,4,,1,83,6,0,2,376,18,,,76,,2,21,8,1,,1,,147,3,1,3,2,81,1,106,1,2080,1218,1237
2017,Středočeský kraj,Benešov,Olbramovice,20,44,61,0,,1,28,1,1,0,285,1,,,57,,0,9,3,3,,4,,49,0,0,0,2,41,0,43,7,991,660,664
2017,Středočeský kraj,Benešov,Ostrov,1,2,4,0,,0,0,0,0,0,10,0,,,3,,0,0,0,0,,0,,5,0,0,1,0,0,0,3,1,52,30,32
2017,Středočeský kraj,Benešov,Ostředek,12,18,6,0,,0,12,0,0,0,75,3,,,18,,1,2,8,0,,0,,25,1,0,0,0,15,0,9,0,292,205,206
2017,Středočeský kraj,Benešov,Pavlovice,10,4,15,1,,0,4,0,0,2,37,2,,,6,,0,2,4,0,,0,,6,0,0,0,0,13,0,13,0,168,119,121
2017,Středočeský kraj,Benešov,Petroupim,2,21,6,3,,0,5,0,0,2,61,0,,,22,,0,3,2,0,,0,,13,1,0,0,0,13,0,6,1,243,161,161
2017,Středočeský kraj,Benešov,Popovice,5,13,18,0,,0,3,0,0,0,51,1,,,10,,1,2,1,0,,0,,16,0,0,0,0,15,0,19,0,233,155,157
2017,Středočeský kraj,Benešov,Poříčí nad Sázavou,20,102,24,0,,2,54,0,0,0,211,9,,,63,,1,7,3,3,,0,,51,0,0,0,2,46,0,69,2,987,669,670
2017,Středočeský kraj,Benešov,Postupice,20,68,42,0,,0,17,2,0,0,255,4,,,70,,2,7,3,3,,0,,76,0,2,0,1,30,0,41,10,1030,653,662
2017,Středočeský kraj,Benešov,Pravonín,11,26,30,0,,0,6,0,0,0,95,9,,,22,,0,2,0,0,,0,,29,0,0,0,0,19,0,34,6,447,289,290
2017,Středočeský kraj,Benešov,Přestavlky u Čerčan,7,39,10,0,,0,15,1,0,1,82,1,,,10,,0,2,4,1,,1,,24,0,0,0,0,13,0,10,0,296,221,222
2017,Středočeský kraj,Benešov,Psáře,6,10,7,0,,0,3,0,0,0,13,1,,,7,,0,1,0,0,,0,,7,0,0,0,1,5,0,8,0,113,69,69
2017,Středočeský kraj,Benešov,Pyšely,27,175,40,0,,0,73,0,1,0,223,18,,,135,,3,16,7,2,,1,,146,1,0,3,0,60,0,70,7,1399,1008,1014
2017,Středočeský kraj,Benešov,Rabyně,8,38,11,0,,0,9,0,0,1,41,1,,,11,,0,0,2,3,,0,,19,0,0,0,0,9,0,15,0,235,168,168
2017,Středočeský kraj,Benešov,Radošovice,33,19,16,0,,0,10,0,0,1,38,6,,,20,,0,0,2,0,,1,,16,0,0,0,1,8,0,11,1,296,183,184
2017,Středočeský kraj,Benešov,Rataje,12,8,11,0,,0,3,0,0,0,28,0,,,10,,0,2,2,0,,0,,6,0,0,0,0,10,0,12,0,140,104,104
2017,Středočeský kraj,Benešov,Ratměřice,4,18,10,0,,0,12,3,0,0,41,1,,,35,,0,2,0,0,,0,,10,0,1,0,0,7,0,10,1,238,155,156
2017,Středočeský kraj,Benešov,Řehenice,4,34,8,0,,0,20,0,0,0,69,2,,,26,,1,2,4,0,,1,,48,0,0,0,0,15,0,17,1,366,252,252
2017,Středočeský kraj,Benešov,Řimovice,9,7,10,0,,0,6,0,0,0,27,1,,,8,,0,1,1,0,,0,,18,0,0,0,0,5,0,15,0,180,108,108
2017,Středočeský kraj,Benešov,Sázava,37,216,155,4,,1,78,5,2,5,515,22,,,193,,5,27,7,5,,0,,180,3,2,4,9,203,0,182,7,3090,1867,1877
2017,Středočeský kraj,Benešov,Slověnice,2,3,3,0,,0,0,0,0,0,8,0,,,0,,0,0,0,0,,0,,1,0,0,0,0,1,0,4,0,31,22,22
2017,Středočeský kraj,Benešov,Smilkov,10,3,17,0,,0,1,0,0,0,62,0,,,14,,0,1,1,0,,0,,8,0,0,0,0,15,0,12,0,231,144,146
2017,Středočeský kraj,Benešov,Snět,8,11,1,0,,0,1,0,0,0,21,0,,,2,,0,0,0,0,,0,,11,0,0,0,0,3,0,6,0,89,64,64
2017,Středočeský kraj,Benešov,Soběhrdy,9,23,12,0,,0,14,1,0,0,74,2,,,24,,0,2,1,0,,0,,25,2,0,0,1,17,0,16,2,319,225,227
2017,Středočeský kraj,Benešov,Soutice,4,6,8,0,,0,2,0,0,0,70,4,,,11,,0,1,1,0,,0,,8,0,0,0,3,14,0,14,0,219,146,146
2017,Středočeský kraj,Benešov,Stranný,0,6,6,0,,0,5,0,0,0,13,0,,,5,,0,0,0,1,,0,,4,0,0,0,0,7,0,3,1,82,51,51
2017,Středočeský kraj,Benešov,Strojetice,3,1,10,1,,0,4,0,0,0,23,1,,,7,,0,1,2,0,,0,,8,0,0,0,0,8,0,6,1,103,76,77
2017,Středočeský kraj,Benešov,Struhařov,10,59,35,0,,0,15,1,2,1,180,5,,,32,,1,7,2,3,,0,,48,0,0,1,0,24,0,31,2,670,459,461
2017,Středočeský kraj,Benešov,Střezimíř,7,12,12,0,,0,1,0,0,0,76,6,,,17,,0,1,2,0,,0,,16,0,0,0,0,5,1,18,0,263,174,174
2017,Středočeský kraj,Benešov,Studený,5,8,7,0,,1,0,0,0,1,18,0,,,8,,0,0,0,0,,0,,2,0,0,0,0,3,0,1,0,82,54,54
