year,region,county,town,Nezávislí,kdúčsl,Strana demokratické levice,čssd,ods,Českomoravská unie středu,ksčm,Levý blok,Občanská demokratická aliance,Mor.nár.str.-Hn.slezskom.sjed.,Sdruž.pro rep.-Republ.str.Čsl.,Hn.samosp.M.aSl.-Mor.nár.sjed.,Svobodní demokraté-LSNS,Demokratická unie,Důchodci za životní jistoty,Česká pravice,voters,votes_ok,votes_all
1996,Středočeský kraj,Kladno,Stradonice,2,3,0,18,8,0,18,3,1,,16,,0,2,3,0,90,74,74
1996,Středočeský kraj,Kladno,Studeněves,1,3,1,31,55,1,35,6,8,,30,,3,7,15,0,236,196,200
1996,Středočeský kraj,Kladno,Svárov,1,3,0,23,35,0,20,0,5,,10,,3,2,3,0,153,105,105
1996,Středočeský kraj,Kladno,Svinařov,2,7,1,127,100,2,76,6,25,,40,,1,7,13,0,465,407,408
1996,Středočeský kraj,Kladno,Šlapanice,0,24,0,17,15,0,35,3,3,,19,,1,4,6,0,156,127,127
1996,Středočeský kraj,Kladno,Třebichovice,2,4,0,90,61,0,58,4,8,,53,,4,3,9,0,370,296,297
1996,Středočeský kraj,Kladno,Třebíz,2,2,0,34,26,2,19,2,1,,11,,1,18,5,1,136,124,125
1996,Středočeský kraj,Kladno,Třebusice,0,7,1,75,46,2,83,6,3,,38,,0,5,8,0,330,274,274
1996,Středočeský kraj,Kladno,Tuchlovice,4,52,0,308,420,2,224,25,60,,119,,10,56,42,2,1602,1324,1330
1996,Středočeský kraj,Kladno,Tuřany,3,11,0,87,61,5,43,6,6,,41,,2,6,12,2,356,285,287
1996,Středočeský kraj,Kladno,Uhy,4,5,0,52,58,0,38,4,22,,17,,2,0,12,0,247,214,216
1996,Středočeský kraj,Kladno,Unhošť,2,133,4,527,648,6,221,48,180,,143,,33,83,112,0,2845,2140,2155
1996,Středočeský kraj,Kladno,Velká Dobrá,2,21,0,193,196,1,87,7,54,,68,,18,16,22,2,811,687,690
1996,Středočeský kraj,Kladno,Velké Přítočno,5,3,0,127,117,2,61,12,24,,59,,10,15,11,1,561,447,452
1996,Středočeský kraj,Kladno,Velvary,10,86,1,480,571,4,209,37,85,,158,,40,47,72,0,2272,1800,1813
1996,Středočeský kraj,Kladno,Vinařice,13,32,4,392,338,9,243,42,73,,288,,64,77,35,4,1946,1614,1636
1996,Středočeský kraj,Kladno,Vraný,7,50,1,69,86,0,46,9,19,,41,,2,5,23,0,464,358,362
1996,Středočeský kraj,Kladno,Vrbičany,1,0,0,17,24,1,19,6,1,,14,,1,3,7,0,123,94,96
1996,Středočeský kraj,Kladno,Zájezd,1,2,0,13,19,0,2,2,5,,8,,1,0,2,0,73,55,55
1996,Středočeský kraj,Kladno,Zákolany,1,8,0,87,73,0,53,37,8,,39,,14,0,17,0,393,337,337
1996,Středočeský kraj,Kladno,Zichovec,0,2,0,9,29,3,6,1,2,,1,,0,0,1,0,54,54,54
1996,Středočeský kraj,Kladno,Zlonice,7,42,2,258,314,3,240,28,48,,114,,22,23,39,2,1532,1142,1145
1996,Středočeský kraj,Kladno,Zvoleněves,3,13,0,141,115,0,82,11,16,,72,,4,18,15,0,613,490,495
1996,Středočeský kraj,Kladno,Želenice,1,4,0,30,19,0,13,2,5,,4,,0,4,1,0,127,83,86
1996,Středočeský kraj,Kladno,Žilina,3,7,0,105,99,2,136,5,10,,69,,11,18,5,0,474,470,474
1996,Středočeský kraj,Kladno,Žižice,3,14,0,95,79,0,48,8,8,,36,,1,7,6,1,378,306,306
1996,Středočeský kraj,Kolín,Barchovice,1,11,0,43,38,2,10,1,11,,7,,2,1,12,0,159,139,139
1996,Středočeský kraj,Kolín,Bečváry,4,35,1,203,179,2,43,6,37,,49,,16,12,49,1,744,637,641
1996,Středočeský kraj,Kolín,Bělušice,3,1,0,39,44,3,11,13,15,,9,,3,0,7,0,194,148,149
1996,Středočeský kraj,Kolín,Břežany I,3,7,1,62,57,2,21,2,7,,16,,2,6,12,0,232,198,198
1996,Středočeský kraj,Kolín,Břežany II,3,10,0,80,108,0,26,2,11,,24,,4,8,23,0,374,299,301
1996,Středočeský kraj,Kolín,Býchory,2,16,0,75,112,0,46,4,16,,29,,6,3,16,0,384,325,326
1996,Středočeský kraj,Kolín,Cerhenice,6,42,1,262,251,5,133,18,42,,81,,15,20,41,0,1118,917,928
1996,Středočeský kraj,Kolín,Církvice,0,4,0,28,31,0,14,0,4,,24,,3,4,7,0,132,119,119
1996,Středočeský kraj,Kolín,Černé Voděrady,2,12,0,34,63,2,35,2,5,,17,,1,10,9,0,229,192,193
1996,Středočeský kraj,Kolín,Červené Pečky,3,34,3,278,278,2,141,22,68,,52,,19,21,57,1,1211,979,985
1996,Středočeský kraj,Kolín,Český Brod,25,163,6,800,1416,3,320,50,225,,274,,92,171,184,1,5440,3730,3753
1996,Středočeský kraj,Kolín,Dobřichov,4,15,2,110,118,1,101,7,24,,39,,8,26,22,0,536,477,483
1996,Středočeský kraj,Kolín,Dolní Chvatliny,5,10,0,81,62,1,48,13,5,,23,,0,2,27,0,316,277,278
1996,Středočeský kraj,Kolín,Dománovice,3,6,0,27,22,1,13,1,4,,14,,0,9,8,0,118,108,109
1996,Středočeský kraj,Kolín,Doubravčice,1,0,1,30,49,0,13,1,6,,22,,1,1,3,0,156,128,129
1996,Středočeský kraj,Kolín,Drahobudice,1,11,0,40,28,0,25,0,5,,12,,4,0,9,0,153,135,135
1996,Středočeský kraj,Kolín,Grunta,1,11,0,13,17,0,3,2,1,,7,,2,1,3,0,67,61,61
1996,Středočeský kraj,Kolín,Horní Kruty,1,21,0,88,78,3,40,7,22,,27,,2,6,25,2,377,322,323
1996,Středočeský kraj,Kolín,Hradešín,1,11,0,19,47,0,14,3,5,,3,,4,2,1,0,147,110,110
1996,Středočeský kraj,Kolín,Chotutice,0,5,1,63,90,1,89,1,8,,28,,6,6,18,0,358,316,317
1996,Středočeský kraj,Kolín,Chrášťany,3,31,0,48,90,0,72,2,14,,31,,2,10,16,0,419,319,325
1996,Středočeský kraj,Kolín,Jestřabí Lhota,0,9,0,47,78,0,29,2,13,,28,,1,3,12,0,258,222,225
1996,Středočeský kraj,Kolín,Jevany,2,8,0,52,140,1,34,7,17,,16,,6,6,6,0,380,295,297
1996,Středočeský kraj,Kolín,Kbel,0,9,1,52,35,1,22,0,11,,20,,2,1,12,0,181,166,166
1996,Středočeský kraj,Kolín,Klášterní Skalice,0,8,0,18,24,0,11,1,5,,3,,5,1,6,0,90,82,82
1996,Středočeský kraj,Kolín,Klučov,6,24,1,95,128,7,75,18,17,,40,,3,10,29,1,623,454,460
1996,Středočeský kraj,Kolín,Kolín,140,751,19,5127,6442,38,2136,380,1375,,1127,,364,483,605,16,24870,19003,19131
1996,Středočeský kraj,Kolín,Konárovice,1,12,0,147,123,3,81,8,12,,32,,7,8,30,0,556,464,465
1996,Středočeský kraj,Kolín,Konojedy,0,5,0,13,48,0,7,0,7,,2,,2,3,11,0,111,98,98
1996,Středočeský kraj,Kolín,Kořenice,1,12,0,98,97,2,61,6,16,,39,,2,6,34,0,455,374,380
1996,Středočeský kraj,Kolín,Kostelec nad Č.Lesy,11,56,1,488,677,1,229,17,97,,155,,35,92,97,0,2637,1956,1964
1996,Středočeský kraj,Kolín,Kouřim,5,56,1,264,380,8,116,25,58,,82,,20,33,71,0,1398,1119,1128
1996,Středočeský kraj,Kolín,Kozojedy,2,16,0,60,132,0,48,1,15,,15,,8,10,22,0,404,329,330
1996,Středočeský kraj,Kolín,Krakovany,5,49,0,125,129,13,57,5,9,,77,,2,5,29,1,594,506,508
1996,Středočeský kraj,Kolín,Krupá,1,8,0,49,61,0,52,2,6,,24,,5,5,5,0,248,218,220
1996,Středočeský kraj,Kolín,Krychnov,0,8,0,20,22,0,6,0,0,,6,,0,0,4,0,76,66,68
1996,Středočeský kraj,Kolín,Křečhoř,5,12,0,49,60,2,65,4,11,,10,,7,10,9,0,298,244,244
1996,Středočeský kraj,Kolín,Kšely,0,6,1,18,32,0,25,0,2,,16,,0,1,8,0,152,109,110
1996,Středočeský kraj,Kolín,Libenice,1,1,1,48,35,0,18,1,2,,24,,2,2,6,0,195,141,143
1996,Středočeský kraj,Kolín,Libodřice,2,3,0,50,50,0,27,0,6,,17,,1,0,8,0,180,164,164
1996,Středočeský kraj,Kolín,Lipec,2,7,0,34,42,0,13,1,12,,16,,2,2,8,0,150,139,139
1996,Středočeský kraj,Kolín,Lošany,3,1,0,41,45,0,35,11,7,,4,,3,10,5,0,211,165,165
1996,Středočeský kraj,Kolín,Malotice,4,4,0,63,40,0,28,4,7,,32,,4,3,13,0,223,202,202
1996,Středočeský kraj,Kolín,Masojedy,0,1,0,4,24,0,3,0,0,,4,,0,1,3,0,48,40,40
1996,Středočeský kraj,Kolín,Mrzky,2,7,0,9,29,0,19,4,1,,3,,3,0,8,0,96,85,85
1996,Středočeský kraj,Kolín,Nebovidy,0,17,0,100,70,2,55,3,19,,25,,5,16,19,0,374,331,332
1996,Středočeský kraj,Kolín,Němčice,4,16,0,56,38,2,27,1,7,,14,,0,0,11,0,223,176,176
1996,Středočeský kraj,Kolín,Nová Ves I,3,39,0,183,156,0,71,8,36,,59,,7,10,34,0,783,606,612
1996,Středočeský kraj,Kolín,Nučice,0,9,0,45,64,2,18,0,2,,10,,2,15,13,0,229,180,183
1996,Středočeský kraj,Kolín,Ohaře,1,28,0,44,43,0,21,1,16,,21,,0,3,6,0,215,184,185
1996,Středočeský kraj,Kolín,Oleška,10,17,1,147,146,0,83,8,17,,46,,8,12,32,0,639,527,533
1996,Středočeský kraj,Kolín,Oplany,2,5,0,9,15,0,6,0,2,,2,,4,5,3,0,61,53,53
1996,Středočeský kraj,Kolín,Ovčáry,4,37,1,122,96,0,59,13,15,,24,,3,2,19,0,490,395,396
1996,Středočeský kraj,Kolín,Pašinka,0,4,0,44,59,0,44,6,9,,19,,7,1,14,0,246,207,208
1996,Středočeský kraj,Kolín,Pečky,16,148,4,635,831,13,472,50,141,,184,,27,80,106,3,3390,2710,2721
1996,Středočeský kraj,Kolín,Plaňany,5,27,15,253,192,4,163,13,28,,77,,25,23,41,1,1042,867,871
1996,Středočeský kraj,Kolín,Polepy,4,11,0,121,82,3,31,11,22,,26,,17,14,6,0,411,348,350
1996,Středočeský kraj,Kolín,Polní Chrčice,2,14,1,18,35,4,10,5,3,,9,,1,0,3,0,119,105,105
1996,Středočeský kraj,Kolín,Polní Voděrady,3,2,0,17,36,0,6,0,4,,11,,3,5,5,0,107,92,92
1996,Středočeský kraj,Kolín,Poříčany,6,56,1,178,290,1,80,18,56,,38,,14,20,30,0,896,788,796
1996,Středočeský kraj,Kolín,Prusice,0,0,0,19,26,0,3,0,0,,3,,0,2,0,0,58,53,53
1996,Středočeský kraj,Kolín,Přehvozdí,0,4,0,26,32,0,7,1,3,,7,,0,1,1,0,107,82,84
1996,Středočeský kraj,Kolín,Přistoupim,3,12,0,70,69,0,31,3,8,,23,,11,11,7,0,318,248,251
1996,Středočeský kraj,Kolín,Přišimasy,1,14,0,71,82,2,17,4,16,,13,,5,9,19,0,332,253,253
1996,Středočeský kraj,Kolín,Radim,2,28,0,140,125,2,177,11,12,,56,,6,9,17,1,682,586,591
1996,Středočeský kraj,Kolín,Radovesnice I,4,3,2,33,66,0,32,3,11,,14,,2,5,10,0,241,185,186
1996,Středočeský kraj,Kolín,Radovesnice II,5,26,1,81,62,0,21,1,9,,43,,2,2,40,0,345,293,293
1996,Středočeský kraj,Kolín,Ratboř,5,16,1,88,133,2,49,3,24,,27,,11,0,19,0,419,378,383
1996,Středočeský kraj,Kolín,Ratenice,0,9,0,66,82,8,51,3,14,,27,,3,16,16,0,352,295,299
1996,Středočeský kraj,Kolín,Rostoklaty,0,3,0,38,81,0,25,10,7,,18,,8,4,19,0,289,213,215
1996,Středočeský kraj,Kolín,Skvrňov,4,4,0,33,43,1,12,0,8,,23,,3,4,6,0,162,141,145
1996,Středočeský kraj,Kolín,Starý Kolín,3,33,0,248,334,0,104,14,39,,74,,20,21,51,0,1253,941,947
1996,Středočeský kraj,Kolín,Stříbrná Skalice,3,33,1,114,250,0,81,9,48,,28,,12,17,25,3,775,624,627
1996,Středočeský kraj,Kolín,Svojšice,9,11,2,78,106,0,61,5,9,,21,,3,4,18,1,424,328,330
1996,Středočeský kraj,Kolín,Štíhlice,0,3,0,18,15,3,14,1,2,,7,,0,3,1,0,81,67,67
1996,Středočeský kraj,Kolín,Tismice,1,6,0,46,68,0,16,4,9,,24,,3,4,30,0,292,211,211
1996,Středočeský kraj,Kolín,Toušice,0,11,0,53,32,3,26,6,8,,24,,0,5,10,1,198,179,179
1996,Středočeský kraj,Kolín,Třebovle,3,16,0,51,74,0,61,0,6,,33,,3,7,9,0,303,263,266
1996,Středočeský kraj,Kolín,Tři Dvory,5,14,0,194,177,8,88,15,35,,30,,8,12,24,0,698,610,615
1996,Středočeský kraj,Kolín,Tuchoraz,1,4,0,61,78,0,21,3,8,,8,,7,2,13,0,265,206,211
1996,Středočeský kraj,Kolín,Tuklaty,3,17,0,98,122,1,40,5,31,,27,,3,14,16,0,494,377,382
1996,Středočeský kraj,Kolín,Týnec nad Labem,8,68,1,349,372,6,110,8,68,,116,,12,17,98,0,1455,1233,1237
1996,Středočeský kraj,Kolín,Uhlířská Lhota,2,25,0,103,55,4,27,6,8,,20,,1,4,9,0,282,264,264
1996,Středočeský kraj,Kolín,Veletov,1,5,0,43,49,0,18,5,6,,11,,1,1,7,0,159,147,147
1996,Středočeský kraj,Kolín,Velim,6,130,3,300,331,7,125,26,74,,73,,17,47,64,0,1466,1203,1210
1996,Středočeský kraj,Kolín,Velký Osek,9,66,0,326,420,2,145,20,94,,94,,45,43,63,3,1648,1330,1339
1996,Středočeský kraj,Kolín,Veltruby,7,33,0,222,208,1,108,11,22,,73,,4,15,48,0,919,752,756
1996,Středočeský kraj,Kolín,Vitice,3,27,0,112,119,2,99,16,13,,53,,7,4,37,0,695,492,500
1996,Středočeský kraj,Kolín,Vlkančice,0,7,0,22,19,0,11,8,6,,5,,3,1,1,0,94,83,83
1996,Středočeský kraj,Kolín,Volárna,4,4,3,73,74,7,34,6,15,,16,,2,1,27,0,336,266,267
1996,Středočeský kraj,Kolín,Vrátkov,0,5,0,45,50,0,9,2,8,,7,,4,6,9,0,170,145,147
1996,Středočeský kraj,Kolín,Vrbčany,0,12,0,48,36,0,40,6,3,,28,,2,3,18,0,244,196,196
1996,Středočeský kraj,Kolín,Vrbová Lhota,5,5,0,66,78,4,49,2,10,,32,,3,0,6,0,260,260,260
1996,Středočeský kraj,Kolín,Výžerky,2,4,0,17,26,0,9,1,3,,1,,4,0,12,1,91,80,83
1996,Středočeský kraj,Kolín,Vyžlovka,0,3,2,56,143,0,49,3,16,,16,,1,20,13,0,355,322,323
1996,Středočeský kraj,Kolín,Zalešany,0,2,1,13,29,0,20,1,3,,14,,1,8,1,0,104,93,93
1996,Středočeský kraj,Kolín,Zásmuky,11,28,0,251,309,5,189,8,43,,108,,17,56,57,1,1302,1083,1088
1996,Středočeský kraj,Kolín,Žabonosy,3,8,0,25,15,0,47,6,2,,27,,5,6,8,0,177,152,153
1996,Středočeský kraj,Kolín,Ždánice,2,2,0,43,88,0,18,7,15,,27,,3,15,9,0,267,229,230
1996,Středočeský kraj,Kolín,Žiželice,7,40,2,251,206,10,135,10,20,,79,,10,10,38,0,1014,818,823
1996,Středočeský kraj,Kutná Hora,Adamov,0,9,0,27,17,0,15,3,5,,3,,4,1,2,0,103,86,86
1996,Středočeský kraj,Kutná Hora,Bernardov,1,7,0,20,45,3,19,0,6,,11,,2,0,14,0,138,128,128
1996,Středočeský kraj,Kutná Hora,Bílé Podolí,6,31,0,124,93,0,73,9,10,,22,,6,6,10,0,451,390,393
1996,Středočeský kraj,Kutná Hora,Bludov,0,3,0,5,4,0,1,0,0,,4,,1,0,3,0,22,21,21
1996,Středočeský kraj,Kutná Hora,Bohdaneč,1,55,0,86,63,2,40,3,6,,26,,1,2,9,0,348,294,294
1996,Středočeský kraj,Kutná Hora,Brambory,0,8,0,16,25,0,7,1,2,,5,,3,7,3,0,86,77,78
1996,Středočeský kraj,Kutná Hora,Bratčice,2,47,0,103,58,0,13,6,5,,24,,4,3,8,0,332,273,275
1996,Středočeský kraj,Kutná Hora,Církvice,2,27,1,191,171,4,98,41,21,,45,,12,12,17,0,827,642,645
1996,Středočeský kraj,Kutná Hora,Čáslav,19,344,9,1698,1564,16,884,149,278,,387,,89,166,210,3,7979,5816,5852
1996,Středočeský kraj,Kutná Hora,Čejkovice,0,8,0,3,12,1,0,0,0,,0,,0,1,1,0,29,26,27
1996,Středočeský kraj,Kutná Hora,Černíny,1,42,0,83,69,0,39,15,7,,18,,4,6,17,0,345,301,303
1996,Středočeský kraj,Kutná Hora,Červené Janovice,4,52,3,133,74,1,42,6,17,,57,,11,11,33,1,556,445,445
1996,Středočeský kraj,Kutná Hora,Čestín,1,26,0,71,79,1,37,1,10,,31,,12,8,18,0,408,295,297
1996,Středočeský kraj,Kutná Hora,Dobrovítov,3,19,0,43,13,0,7,1,5,,5,,2,0,4,0,107,102,103
1996,Středočeský kraj,Kutná Hora,Dolní Pohleď,1,13,0,27,10,0,3,3,3,,8,,1,0,6,0,86,75,78
1996,Středočeský kraj,Kutná Hora,Drobovice,1,12,0,101,63,1,32,7,9,,22,,5,8,3,0,301,264,267
1996,Středočeský kraj,Kutná Hora,Hlízov,3,13,3,62,65,0,44,13,17,,15,,11,11,15,0,318,272,274
1996,Středočeský kraj,Kutná Hora,Horka I,5,30,0,77,89,1,12,6,8,,20,,6,9,17,0,343,280,284
1996,Středočeský kraj,Kutná Hora,Horka II,0,18,0,119,50,1,22,2,12,,33,,4,12,15,0,323,288,290
1996,Středočeský kraj,Kutná Hora,Horky,1,8,0,82,51,2,44,5,7,,29,,1,17,7,0,285,254,257
1996,Středočeský kraj,Kutná Hora,Horušice,1,5,1,54,39,1,11,1,11,,17,,1,6,4,0,169,152,154
1996,Středočeský kraj,Kutná Hora,Hostovlice,1,10,0,28,61,0,31,3,4,,19,,4,1,4,0,200,166,168
1996,Středočeský kraj,Kutná Hora,Hraběšín,0,8,0,28,26,0,6,0,4,,11,,0,0,7,0,101,90,90
1996,Středočeský kraj,Kutná Hora,Chabeřice,1,29,0,52,44,1,10,7,12,,16,,0,3,9,0,210,184,184
1996,Středočeský kraj,Kutná Hora,Chlístovice,7,44,1,121,82,0,77,4,12,,49,,9,7,42,0,554,455,459
