year,region,county,town,Nezávislí,kdúčsl,Strana demokratické levice,čssd,ods,Českomoravská unie středu,ksčm,Levý blok,Občanská demokratická aliance,Mor.nár.str.-Hn.slezskom.sjed.,Sdruž.pro rep.-Republ.str.Čsl.,Hn.samosp.M.aSl.-Mor.nár.sjed.,Svobodní demokraté-LSNS,Demokratická unie,Důchodci za životní jistoty,Česká pravice,voters,votes_ok,votes_all
1996,Jihomoravský kraj,Břeclav,Starovičky,2,42,0,95,103,6,61,4,33,27,18,13,8,3,10,0,529,425,431
1996,Jihomoravský kraj,Břeclav,Strachotín,3,37,0,92,93,9,76,0,24,3,46,14,5,2,19,0,562,423,426
1996,Jihomoravský kraj,Břeclav,Šakvice,6,164,1,143,187,4,84,6,38,10,105,40,15,6,37,0,1172,846,850
1996,Jihomoravský kraj,Břeclav,Šitbořice,8,460,0,272,135,9,48,7,56,5,97,16,5,14,26,0,1417,1158,1170
1996,Jihomoravský kraj,Břeclav,Tvrdonice,9,191,1,228,368,2,332,5,75,7,50,15,20,4,27,0,1590,1334,1343
1996,Jihomoravský kraj,Břeclav,Týnec,4,113,3,99,148,0,170,3,29,1,16,6,8,6,9,0,746,615,621
1996,Jihomoravský kraj,Břeclav,Uherčice,3,201,2,110,134,0,52,6,30,7,29,14,8,5,17,0,749,618,627
1996,Jihomoravský kraj,Břeclav,Valtice,11,154,28,544,516,10,299,20,137,27,162,33,49,34,83,0,2876,2107,2121
1996,Jihomoravský kraj,Břeclav,Velké Bílovice,151,434,2,338,592,29,158,12,226,22,118,44,27,25,74,1,2907,2253,2280
1996,Jihomoravský kraj,Břeclav,Velké Hostěrádky,3,25,0,44,61,0,26,0,10,4,40,1,1,8,7,0,299,230,230
1996,Jihomoravský kraj,Břeclav,Velké Němčice,7,259,1,180,204,8,68,0,83,4,66,27,5,40,51,0,1210,1003,1017
1996,Jihomoravský kraj,Břeclav,Velké Pavlovice,10,291,2,422,500,10,219,13,166,24,125,30,25,49,53,2,2308,1941,1953
1996,Jihomoravský kraj,Břeclav,Vlasatice,4,59,0,101,78,13,86,2,14,3,28,13,8,0,17,2,606,428,431
1996,Jihomoravský kraj,Břeclav,Vranovice,2,131,0,216,331,12,98,14,66,16,125,30,10,17,38,0,1423,1106,1108
1996,Jihomoravský kraj,Břeclav,Vrbice,5,114,0,131,176,27,26,6,50,15,35,21,5,8,36,0,824,655,662
1996,Jihomoravský kraj,Břeclav,Zaječí,4,22,0,156,157,16,145,7,71,5,55,39,26,0,18,0,1051,721,730
1996,Jihomoravský kraj,Zlín,Biskupice,2,84,0,127,61,4,64,5,33,6,20,10,8,6,4,0,517,434,436
1996,Jihomoravský kraj,Zlín,Bohuslavice u Zlína,3,80,2,127,131,0,61,2,34,2,31,12,10,5,9,0,580,509,510
1996,Jihomoravský kraj,Zlín,Bratřejov,2,106,0,123,100,2,60,4,28,1,29,8,17,8,6,0,590,494,500
1996,Jihomoravský kraj,Zlín,Brumov-Bylnice,15,759,0,807,775,11,293,49,163,38,175,65,33,39,135,1,4501,3358,3369
1996,Jihomoravský kraj,Zlín,Březnice,8,128,1,159,169,2,45,12,64,3,34,10,24,11,34,3,894,707,712
1996,Jihomoravský kraj,Zlín,Březová,2,76,0,73,74,0,26,6,16,2,9,2,0,3,3,0,323,292,295
1996,Jihomoravský kraj,Zlín,Březůvky,6,60,0,106,89,0,35,5,24,1,24,12,6,9,20,0,399,397,399
1996,Jihomoravský kraj,Zlín,Dešná,0,12,0,25,9,0,10,6,8,0,5,1,2,1,6,0,110,85,86
1996,Jihomoravský kraj,Zlín,Dobrkovice,2,46,1,46,35,0,4,3,6,4,9,2,3,0,9,0,224,170,173
1996,Jihomoravský kraj,Zlín,Dolní Lhota,9,87,0,89,57,16,1,2,17,1,19,11,3,6,8,0,370,326,327
1996,Jihomoravský kraj,Zlín,Doubravy,2,44,0,75,85,1,13,0,28,3,11,9,4,2,12,0,291,289,291
1996,Jihomoravský kraj,Zlín,Drnovice,5,115,1,52,54,1,23,7,20,2,21,4,0,4,9,0,339,318,321
1996,Jihomoravský kraj,Zlín,Držková,0,44,0,58,54,0,8,0,20,3,13,2,1,1,12,0,261,216,217
1996,Jihomoravský kraj,Zlín,Fryšták,11,388,3,585,587,13,157,31,230,23,140,20,65,26,82,1,2868,2362,2379
1996,Jihomoravský kraj,Zlín,Halenkovice,13,126,1,248,222,8,172,12,56,16,63,27,11,50,36,0,1296,1061,1066
1996,Jihomoravský kraj,Zlín,Haluzice,0,3,0,27,10,0,3,1,1,1,4,2,0,0,2,0,61,54,54
1996,Jihomoravský kraj,Zlín,Horní Lhota,1,81,0,55,82,3,10,1,16,2,20,4,10,31,11,0,370,327,329
1996,Jihomoravský kraj,Zlín,Hostišová,2,54,0,40,41,0,29,0,11,0,12,9,7,2,7,0,257,214,217
1996,Jihomoravský kraj,Zlín,Hrobice,1,110,0,62,58,0,14,3,30,1,17,2,1,2,8,0,368,309,309
1996,Jihomoravský kraj,Zlín,Hřivínův Újezd,2,59,1,112,54,0,25,1,27,3,25,8,7,0,5,0,405,329,329
1996,Jihomoravský kraj,Zlín,Hvozdná,3,126,0,196,148,0,39,5,60,6,28,6,2,4,17,0,741,640,642
1996,Jihomoravský kraj,Zlín,Jasenná,1,45,0,159,163,7,27,7,54,5,25,10,13,7,18,1,669,542,545
1996,Jihomoravský kraj,Zlín,Jestřabí,0,40,0,53,45,0,10,0,20,4,18,10,0,1,4,0,237,205,206
1996,Jihomoravský kraj,Zlín,Kaňovice,0,63,0,54,14,0,8,2,9,1,16,1,2,0,7,0,200,177,180
1996,Jihomoravský kraj,Zlín,Karlovice,3,18,0,36,36,1,14,0,9,1,14,1,7,3,5,0,168,148,150
1996,Jihomoravský kraj,Zlín,Kašava,3,153,0,101,121,2,25,2,49,5,24,10,8,12,12,0,530,527,529
1996,Jihomoravský kraj,Zlín,Kelníky,1,33,0,30,13,1,11,2,8,0,13,1,1,1,4,0,132,119,119
1996,Jihomoravský kraj,Zlín,Komárov,0,54,0,45,31,1,41,2,15,2,11,8,0,8,6,0,261,224,228
1996,Jihomoravský kraj,Zlín,Křekov,3,28,0,26,13,0,8,2,8,0,12,1,0,3,11,0,131,115,118
1996,Jihomoravský kraj,Zlín,Lhota,7,123,0,114,87,0,35,7,28,8,32,10,1,4,20,0,541,476,476
1996,Jihomoravský kraj,Zlín,Lhotsko,0,16,0,35,57,1,7,0,11,0,13,3,0,2,9,0,179,154,154
1996,Jihomoravský kraj,Zlín,Lípa,3,74,0,97,139,2,41,4,33,2,19,5,4,8,8,1,509,440,441
1996,Jihomoravský kraj,Zlín,Lipová,0,44,0,47,35,5,5,5,16,2,19,7,2,3,12,0,237,202,204
1996,Jihomoravský kraj,Zlín,Loučka,2,103,1,38,84,5,20,1,22,4,14,3,9,15,33,0,394,354,355
1996,Jihomoravský kraj,Zlín,Ludkovice,4,110,0,102,78,15,39,3,28,0,22,2,3,4,6,0,503,416,418
1996,Jihomoravský kraj,Zlín,Luhačovice,7,539,4,947,1274,25,370,78,363,54,227,47,83,161,159,0,5511,4338,4380
1996,Jihomoravský kraj,Zlín,Lukov,3,185,1,251,271,5,53,6,103,7,47,5,15,9,42,1,1227,1004,1012
1996,Jihomoravský kraj,Zlín,Lutonina,0,21,0,97,55,2,18,2,27,1,15,4,5,7,9,1,311,264,265
1996,Jihomoravský kraj,Zlín,Machová,5,57,0,116,57,1,48,2,9,3,24,11,0,4,11,0,400,348,349
1996,Jihomoravský kraj,Zlín,Mysločovice,6,105,1,102,84,2,23,3,25,3,17,2,5,1,13,0,468,392,396
1996,Jihomoravský kraj,Zlín,Napajedla,11,364,16,1284,1231,17,563,47,391,29,262,32,87,152,88,1,5923,4575,4603
1996,Jihomoravský kraj,Zlín,Návojná,3,176,0,74,71,0,21,4,18,2,23,9,4,5,26,0,524,436,442
1996,Jihomoravský kraj,Zlín,Nedašov,3,290,1,124,157,5,9,3,23,9,47,13,2,7,39,1,994,733,740
1996,Jihomoravský kraj,Zlín,Nedašova Lhota,5,181,0,52,71,0,3,1,10,3,11,2,0,5,16,0,469,360,366
1996,Jihomoravský kraj,Zlín,Neubuz,3,68,0,77,50,0,19,3,25,3,22,6,6,9,14,0,334,305,305
1996,Jihomoravský kraj,Zlín,Oldřichovice,1,28,2,72,34,0,28,0,12,1,31,5,1,6,6,0,260,227,230
1996,Jihomoravský kraj,Zlín,Otrokovice,35,823,8,3698,2829,44,856,152,922,85,655,105,220,230,251,7,15196,10920,10982
1996,Jihomoravský kraj,Zlín,Podhradí,1,46,0,18,14,0,5,0,7,1,5,1,0,6,3,0,135,107,110
1996,Jihomoravský kraj,Zlín,Podkopná Lhota,0,68,0,55,50,0,37,2,9,5,9,4,0,1,1,0,255,241,241
1996,Jihomoravský kraj,Zlín,Pohořelice,6,68,1,118,102,2,70,1,39,3,48,12,9,4,20,0,607,503,505
1996,Jihomoravský kraj,Zlín,Poteč,3,190,0,101,66,0,18,0,27,3,30,2,2,4,16,0,540,462,464
1996,Jihomoravský kraj,Zlín,Pozlovice,7,183,0,158,187,8,44,11,63,4,48,10,31,30,25,0,947,809,813
1996,Jihomoravský kraj,Zlín,Provodov,0,198,0,100,84,5,27,0,33,7,24,7,5,3,14,0,592,507,513
1996,Jihomoravský kraj,Zlín,Racková,11,90,0,74,87,5,23,5,30,9,31,7,7,4,10,0,486,393,393
1996,Jihomoravský kraj,Zlín,Rudimov,3,39,2,32,24,15,15,2,12,5,7,1,6,3,8,0,203,174,174
1996,Jihomoravský kraj,Zlín,Sazovice,10,94,0,93,95,4,21,2,26,6,21,5,5,1,17,0,478,400,410
1996,Jihomoravský kraj,Zlín,Sehradice,2,129,1,118,111,9,13,4,16,0,31,6,2,11,15,0,521,468,470
1996,Jihomoravský kraj,Zlín,Slavičín,24,753,8,1360,1091,75,416,104,345,39,441,92,54,83,155,2,6576,5042,5068
1996,Jihomoravský kraj,Zlín,Slopné,2,133,1,83,76,2,14,2,31,4,18,4,2,8,13,0,455,393,394
1996,Jihomoravský kraj,Zlín,Slušovice,8,328,1,388,429,7,58,48,178,10,77,12,36,39,31,0,2070,1650,1654
1996,Jihomoravský kraj,Zlín,Spytihněv,5,238,4,224,196,8,121,10,56,19,69,24,9,28,19,0,1250,1030,1037
1996,Jihomoravský kraj,Zlín,Šanov,4,60,0,92,66,4,25,0,14,3,18,8,6,7,16,0,412,323,325
1996,Jihomoravský kraj,Zlín,Šarovy,0,9,0,42,29,0,14,0,15,5,6,2,4,1,6,0,166,133,135
1996,Jihomoravský kraj,Zlín,Štítná n.Vláří-Popov,5,418,0,301,292,28,44,16,69,16,64,32,12,11,34,0,1690,1342,1367
1996,Jihomoravský kraj,Zlín,Tečovice,2,159,0,152,184,3,60,5,47,13,32,15,8,21,16,1,909,718,722
1996,Jihomoravský kraj,Zlín,Tichov,3,85,0,33,31,0,16,3,8,3,18,2,1,2,4,0,239,209,210
1996,Jihomoravský kraj,Zlín,Tlumačov,6,143,0,387,310,9,124,19,83,9,148,30,27,25,54,1,1832,1375,1384
1996,Jihomoravský kraj,Zlín,Trnava,5,207,0,178,123,4,85,7,59,10,32,5,1,5,26,1,871,748,753
1996,Jihomoravský kraj,Zlín,Ublo,0,4,0,43,47,0,35,2,8,0,11,2,3,2,6,0,196,163,164
1996,Jihomoravský kraj,Zlín,Újezd,3,180,0,154,119,2,48,8,53,7,21,21,6,2,29,0,882,653,664
1996,Jihomoravský kraj,Zlín,Valašské Klobouky,15,604,2,617,859,12,216,42,277,20,183,34,29,50,109,1,3863,3070,3088
1996,Jihomoravský kraj,Zlín,Velký Ořechov,0,63,0,100,109,15,32,3,31,5,21,6,2,6,8,0,492,401,407
1996,Jihomoravský kraj,Zlín,Veselá,4,75,0,176,100,1,24,8,25,3,13,3,5,7,10,0,540,454,454
1996,Jihomoravský kraj,Zlín,Vizovice,8,426,2,567,847,7,126,34,262,23,123,23,71,67,71,1,3386,2658,2664
1996,Jihomoravský kraj,Zlín,Vlachova Lhota,3,61,0,30,20,0,7,0,13,2,16,2,0,2,4,0,184,160,160
1996,Jihomoravský kraj,Zlín,Vlachovice,3,276,0,209,204,0,58,14,53,9,45,6,3,13,28,0,1116,921,929
1996,Jihomoravský kraj,Zlín,Vlčková,0,38,0,73,56,1,12,1,22,1,13,0,1,1,15,0,292,234,237
1996,Jihomoravský kraj,Zlín,Všemina,2,205,0,180,134,2,20,4,52,4,21,4,0,12,15,0,752,655,659
1996,Jihomoravský kraj,Zlín,Vysoké Pole,1,98,1,125,71,2,37,2,22,2,40,16,1,3,20,0,558,441,442
1996,Jihomoravský kraj,Zlín,Zádveřice-Raková,4,15,3,249,183,29,42,14,57,9,53,17,29,60,50,1,970,815,818
1996,Jihomoravský kraj,Zlín,Zlín,150,4587,29,12707,16647,168,4058,708,4816,306,2342,335,1132,1158,1287,4,65542,50434,50677
1996,Jihomoravský kraj,Zlín,Žlutava,5,72,0,144,159,22,89,3,26,5,23,12,8,6,11,1,697,586,588
1996,Jihomoravský kraj,Hodonín,Archlebov,0,128,0,132,64,47,65,10,29,3,25,12,5,9,15,0,679,544,546
1996,Jihomoravský kraj,Hodonín,Blatnice p.Sv.Anton.,11,325,1,217,300,74,91,6,86,10,105,25,26,31,45,0,1696,1353,1360
1996,Jihomoravský kraj,Hodonín,Blatnička,0,91,0,37,64,1,18,2,32,4,16,2,4,11,8,0,355,290,291
1996,Jihomoravský kraj,Hodonín,Bukovany,5,100,0,103,123,3,74,0,17,7,33,8,3,2,11,1,580,490,492
1996,Jihomoravský kraj,Hodonín,Bzenec,6,233,5,641,543,25,285,30,235,48,209,45,33,28,65,0,3345,2431,2447
1996,Jihomoravský kraj,Hodonín,Čejč,3,125,0,153,176,8,153,7,66,11,52,26,5,9,26,0,956,820,826
1996,Jihomoravský kraj,Hodonín,Čejkovice,11,376,3,312,237,51,138,5,118,25,146,41,31,16,39,0,1946,1549,1565
1996,Jihomoravský kraj,Hodonín,Čeložnice,0,23,0,58,62,0,31,2,21,2,28,2,2,3,14,0,305,248,249
1996,Jihomoravský kraj,Hodonín,Dambořice,3,207,0,135,134,13,60,3,43,8,59,13,6,11,26,0,897,721,725
1996,Jihomoravský kraj,Hodonín,Dolní Bojanovice,15,805,0,160,414,15,58,7,85,7,109,18,15,24,40,0,1782,1772,1779
1996,Jihomoravský kraj,Hodonín,Domanín,3,120,0,153,110,12,91,4,33,9,47,12,4,14,15,1,761,628,632
1996,Jihomoravský kraj,Hodonín,Dražůvky,1,32,1,39,28,2,22,1,5,3,21,8,1,1,2,0,192,167,168
1996,Jihomoravský kraj,Hodonín,Dubňany,36,283,2,985,606,56,782,64,185,37,379,73,39,39,138,0,5033,3704,3724
1996,Jihomoravský kraj,Hodonín,Hodonín,28,1176,10,4194,4037,138,2308,218,1155,93,1185,178,303,209,339,4,21354,15575,15670
1996,Jihomoravský kraj,Hodonín,Hovorany,10,277,0,241,423,22,254,9,92,7,84,32,9,13,33,1,1680,1507,1513
1996,Jihomoravský kraj,Hodonín,Hroznová Lhota,6,221,0,176,168,28,38,2,58,2,29,3,5,8,21,0,981,765,776
1996,Jihomoravský kraj,Hodonín,Hrubá Vrbka,3,139,0,117,60,31,40,2,22,3,21,5,10,3,13,0,546,469,472
1996,Jihomoravský kraj,Hodonín,Hýsly,3,45,0,60,45,3,14,4,14,2,42,5,2,0,10,0,288,249,251
1996,Jihomoravský kraj,Hodonín,Javorník,2,3,1,119,85,41,35,7,17,9,43,10,26,17,29,0,573,444,447
1996,Jihomoravský kraj,Hodonín,Ježov,0,38,0,135,107,23,36,1,35,4,35,15,8,11,13,0,570,461,462
1996,Jihomoravský kraj,Hodonín,Josefov,0,69,0,37,79,3,14,0,4,4,5,10,11,3,3,0,270,242,243
1996,Jihomoravský kraj,Hodonín,Karlín,5,32,1,28,23,0,26,4,8,1,5,4,2,1,6,0,167,146,147
1996,Jihomoravský kraj,Hodonín,Kelčany,0,14,0,41,22,2,38,3,0,1,12,3,4,2,9,0,173,151,153
1996,Jihomoravský kraj,Hodonín,Kněždub,5,208,0,137,110,26,29,8,39,17,25,19,15,19,11,0,824,668,673
1996,Jihomoravský kraj,Hodonín,Kostelec,3,74,0,112,140,2,51,1,22,4,37,7,10,8,16,0,565,487,488
1996,Jihomoravský kraj,Hodonín,Kozojídky,3,117,1,43,59,15,1,2,10,11,7,6,2,2,8,0,322,287,288
1996,Jihomoravský kraj,Hodonín,Kuželov,4,110,0,44,46,5,14,7,10,3,14,2,1,10,10,0,310,280,280
1996,Jihomoravský kraj,Hodonín,Kyjov,28,781,8,1913,2079,68,1072,88,578,73,503,107,129,140,242,1,9926,7810,7849
1996,Jihomoravský kraj,Hodonín,Labuty,1,10,0,43,19,1,20,0,15,1,7,4,3,1,13,0,157,138,138
1996,Jihomoravský kraj,Hodonín,Lipov,2,214,1,157,216,195,49,10,50,4,45,3,3,7,19,2,1145,977,979
1996,Jihomoravský kraj,Hodonín,Louka,0,165,0,134,98,41,48,4,45,5,32,26,6,15,15,0,818,634,645
1996,Jihomoravský kraj,Hodonín,Lovčice,6,142,0,120,70,1,58,1,29,4,57,24,8,6,20,2,625,548,550
1996,Jihomoravský kraj,Hodonín,Lužice,6,153,0,362,398,16,238,20,106,19,75,9,20,22,38,0,1983,1482,1501
1996,Jihomoravský kraj,Hodonín,Malá Vrbka,0,27,0,36,31,12,27,3,5,1,9,1,2,4,6,0,173,164,166
1996,Jihomoravský kraj,Hodonín,Mikulčice,13,110,0,213,321,19,217,14,55,16,57,12,17,38,27,1,1371,1130,1135
1996,Jihomoravský kraj,Hodonín,Milotice,4,305,0,174,175,6,140,13,66,8,83,21,10,9,21,0,1358,1035,1050
1996,Jihomoravský kraj,Hodonín,Moravany,1,122,1,73,131,3,59,1,17,3,50,5,6,5,13,0,543,490,491
1996,Jihomoravský kraj,Hodonín,Moravský Písek,13,184,0,311,274,15,255,13,51,9,85,34,15,15,55,0,1608,1329,1340
1996,Jihomoravský kraj,Hodonín,Mutěnice,38,452,3,409,457,21,147,16,121,25,176,30,18,15,58,1,2643,1987,1995
1996,Jihomoravský kraj,Hodonín,Násedlovice,2,157,0,86,76,12,52,3,29,3,73,12,6,3,20,0,624,534,537
1996,Jihomoravský kraj,Hodonín,Nechvalín,0,40,0,57,17,0,32,1,4,4,15,5,4,3,15,0,246,197,198
1996,Jihomoravský kraj,Hodonín,Nenkovice,1,84,0,27,45,2,43,2,23,3,32,4,1,0,20,0,356,287,290
1996,Jihomoravský kraj,Hodonín,Nová Lhota,13,126,0,129,84,8,40,2,16,8,18,18,3,5,25,0,628,495,503
1996,Jihomoravský kraj,Hodonín,Nový Poddvorov,0,36,0,20,16,12,3,1,8,0,23,2,5,1,5,2,166,134,135
1996,Jihomoravský kraj,Hodonín,Ostrovánky,0,42,0,29,11,1,38,0,0,0,11,2,1,0,2,0,164,137,139
1996,Jihomoravský kraj,Hodonín,Petrov,7,177,4,178,240,15,65,1,50,5,48,19,3,9,23,1,1038,845,854
1996,Jihomoravský kraj,Hodonín,Prušánky,7,269,0,274,308,13,153,7,65,22,68,24,20,29,31,0,1576,1290,1302
1996,Jihomoravský kraj,Hodonín,Radějov,4,91,0,103,99,3,83,5,13,17,39,28,9,4,26,1,653,525,528
1996,Jihomoravský kraj,Hodonín,Ratíškovice,8,389,4,573,506,29,318,26,203,15,149,43,20,47,52,0,3069,2382,2399
1996,Jihomoravský kraj,Hodonín,Rohatec,2,158,1,649,508,47,259,27,130,19,109,52,30,27,48,0,2391,2066,2077
1996,Jihomoravský kraj,Hodonín,Skalka,2,21,0,29,34,0,15,2,14,1,7,4,2,0,6,0,161,137,140
1996,Jihomoravský kraj,Hodonín,Skoronice,1,106,0,47,55,2,14,0,26,1,34,5,1,15,10,0,384,317,318
1996,Jihomoravský kraj,Hodonín,Sobůlky,4,101,0,146,60,4,80,7,28,5,69,13,10,3,21,0,681,551,555
1996,Jihomoravský kraj,Hodonín,Starý Poddvorov,0,195,0,116,80,13,40,3,31,6,44,9,5,10,13,0,674,565,570
1996,Jihomoravský kraj,Hodonín,Stavěšice,1,68,0,51,47,3,28,3,6,5,13,4,2,2,9,0,283,242,245
1996,Jihomoravský kraj,Hodonín,Strážnice,13,821,0,730,751,58,358,34,286,49,179,65,88,62,102,2,4595,3598,3622
1996,Jihomoravský kraj,Hodonín,Strážovice,1,44,0,105,70,4,61,2,26,1,32,2,2,2,7,0,416,359,360
1996,Jihomoravský kraj,Hodonín,Sudoměřice,0,204,0,175,120,5,68,5,21,5,56,10,10,6,28,1,902,714,723
1996,Jihomoravský kraj,Hodonín,Suchov,7,31,0,106,88,7,24,2,13,5,33,6,3,9,14,0,468,348,351
1996,Jihomoravský kraj,Hodonín,Svatobořice-Mistřín,15,423,0,465,390,21,298,14,140,21,217,50,36,42,70,0,2677,2202,2210
1996,Jihomoravský kraj,Hodonín,Syrovín,2,56,0,65,45,1,19,3,7,3,16,4,3,5,8,3,305,240,241
1996,Jihomoravský kraj,Hodonín,Šardice,8,193,0,236,172,31,299,6,80,8,270,21,14,19,37,1,1644,1395,1404
1996,Jihomoravský kraj,Hodonín,Tasov,1,99,0,49,66,32,17,3,20,6,34,15,2,6,8,0,422,358,363
1996,Jihomoravský kraj,Hodonín,Těmice,11,84,0,152,109,7,47,3,32,12,41,12,13,5,9,0,636,537,544
1996,Jihomoravský kraj,Hodonín,Terezín,1,69,0,63,43,5,35,1,8,9,10,11,0,2,8,1,311,266,269
1996,Jihomoravský kraj,Hodonín,Tvarožná Lhota,10,141,0,109,113,10,43,1,20,7,34,14,7,10,24,0,678,543,552
1996,Jihomoravský kraj,Hodonín,Uhřice,2,149,0,103,39,4,54,8,25,1,39,8,3,3,12,0,534,450,453
1996,Jihomoravský kraj,Hodonín,Vacenovice,19,365,0,217,196,6,155,3,39,16,90,41,47,16,24,0,1506,1234,1237
1996,Jihomoravský kraj,Hodonín,Velká nad Veličkou,5,257,3,515,375,39,211,23,109,26,126,43,42,57,44,0,2409,1875,1898
1996,Jihomoravský kraj,Hodonín,Veselí nad Moravou,36,985,10,1769,1633,98,844,77,512,50,374,99,104,215,152,1,9091,6959,7004
1996,Jihomoravský kraj,Hodonín,Věteřov,2,106,0,76,33,2,65,4,15,1,32,5,2,0,10,0,402,353,358
1996,Jihomoravský kraj,Hodonín,Vlkoš,6,92,1,138,84,15,57,10,27,9,95,21,6,22,23,0,748,606,613
1996,Jihomoravský kraj,Hodonín,Vnorovy,4,619,0,317,392,25,136,14,124,28,94,36,16,38,59,1,2364,1903,1915
1996,Jihomoravský kraj,Hodonín,Vracov,12,261,4,751,507,42,242,25,229,22,157,58,42,32,66,0,3375,2450,2469
1996,Jihomoravský kraj,Hodonín,Vřesovice,2,44,0,132,57,11,40,13,13,6,45,18,1,6,27,0,500,415,419
1996,Jihomoravský kraj,Hodonín,Žádovice,2,70,0,118,88,13,71,4,43,15,37,19,8,5,15,0,600,508,515
1996,Jihomoravský kraj,Hodonín,Žarošice,3,185,0,95,97,12,76,6,43,10,33,13,7,7,15,0,759,602,608
1996,Jihomoravský kraj,Hodonín,Ždánice,10,164,3,457,391,18,269,13,147,18,118,27,23,32,32,2,1922,1724,1732
1996,Jihomoravský kraj,Hodonín,Želetice,1,91,0,82,51,1,27,1,28,4,26,6,10,3,6,0,397,337,341
1996,Jihomoravský kraj,Hodonín,Žeravice,7,84,0,173,123,31,45,6,49,6,49,19,19,4,24,0,786,639,645
1996,Jihomoravský kraj,Hodonín,Žeraviny,0,59,0,18,22,2,3,3,3,1,5,1,2,11,1,0,147,131,131
1996,Jihomoravský kraj,Jihlava,Arnolec,0,34,0,44,26,0,9,0,4,0,15,0,0,2,1,0,154,135,136
1996,Jihomoravský kraj,Jihlava,Batelov,10,180,1,344,306,7,182,21,168,6,166,1,20,26,43,0,1778,1481,1493
1996,Jihomoravský kraj,Jihlava,Bílý Kámen,0,21,0,10,17,0,19,2,15,0,4,1,0,0,0,0,94,89,89
1996,Jihomoravský kraj,Jihlava,Bítovčice,10,56,0,62,41,1,39,7,29,0,18,0,1,3,14,1,322,282,282
1996,Jihomoravský kraj,Jihlava,Bohuslavice,0,16,0,15,24,0,4,0,5,0,1,0,0,0,3,0,81,68,69
1996,Jihomoravský kraj,Jihlava,Borovná,0,17,0,15,8,0,13,0,3,0,12,0,2,1,0,0,75,71,71
1996,Jihomoravský kraj,Jihlava,Boršov,0,26,0,24,3,0,13,1,4,0,11,1,2,1,1,0,92,87,87
1996,Jihomoravský kraj,Jihlava,Brtnice,12,379,9,603,462,9,299,32,170,3,162,6,26,23,68,1,2716,2264,2286
1996,Jihomoravský kraj,Jihlava,Brzkov,4,31,0,35,42,0,18,0,5,0,6,0,2,0,3,0,169,146,148
1996,Jihomoravský kraj,Jihlava,Cejle,1,13,1,93,69,0,32,6,22,1,17,0,2,4,4,0,303,265,266
1996,Jihomoravský kraj,Jihlava,Cerekvička-Rosice,3,16,0,22,17,0,23,0,6,0,9,0,0,1,3,0,115,100,100
1996,Jihomoravský kraj,Jihlava,Černíč,0,32,0,13,34,0,5,1,9,1,4,0,2,6,5,0,129,112,112
1996,Jihomoravský kraj,Jihlava,Čížov,0,2,0,30,18,0,10,2,10,0,8,0,3,0,4,0,101,87,87
1996,Jihomoravský kraj,Jihlava,Dlouhá Brtnice,3,53,1,68,31,2,21,0,22,1,30,2,0,1,5,0,264,240,241
1996,Jihomoravský kraj,Jihlava,Dobronín,8,81,6,308,243,1,134,9,71,3,106,1,14,21,44,1,1365,1051,1052
1996,Jihomoravský kraj,Jihlava,Dobroutov,4,32,0,37,18,0,13,3,11,0,16,0,0,2,2,0,162,138,138
1996,Jihomoravský kraj,Jihlava,Dolní Cerekev,5,53,0,157,159,1,78,5,40,1,64,2,14,7,12,1,726,599,601
1996,Jihomoravský kraj,Jihlava,Dolní Vilímeč,0,40,0,7,8,11,1,0,7,0,4,0,1,1,2,0,84,82,82
1996,Jihomoravský kraj,Jihlava,Doupě,0,6,0,7,18,0,9,0,5,0,8,0,3,1,2,0,63,59,60
1996,Jihomoravský kraj,Jihlava,Dudín,0,15,0,26,13,2,17,1,9,0,4,0,5,0,6,0,113,98,98
1996,Jihomoravský kraj,Jihlava,Dušejov,0,50,2,65,44,4,18,1,27,0,19,0,5,9,9,0,291,253,254
1996,Jihomoravský kraj,Jihlava,Dvorce,0,2,2,36,27,0,15,0,8,0,4,0,0,4,5,0,126,103,104
1996,Jihomoravský kraj,Jihlava,Dyjice,0,21,0,21,19,0,5,3,5,1,9,0,3,1,2,0,103,90,90
1996,Jihomoravský kraj,Jihlava,Hladov,1,15,0,11,17,0,12,2,11,0,14,0,1,1,2,0,97,87,87
1996,Jihomoravský kraj,Jihlava,Hodice,8,44,0,91,150,3,78,2,43,0,46,0,12,16,10,0,592,503,505
1996,Jihomoravský kraj,Jihlava,Hojkov,0,13,0,34,32,0,13,2,11,0,10,0,0,1,4,0,124,120,120
1996,Jihomoravský kraj,Jihlava,Horní Dubenky,3,24,0,88,49,0,132,2,26,0,47,0,5,7,5,0,517,388,390
1996,Jihomoravský kraj,Jihlava,Horní Myslová,0,9,0,18,9,3,6,0,4,0,8,0,1,5,0,1,71,64,65
1996,Jihomoravský kraj,Jihlava,Hostětice,1,11,0,14,29,1,6,0,7,1,14,0,2,0,5,0,105,91,92
1996,Jihomoravský kraj,Jihlava,Hubenov,1,19,0,27,33,0,11,1,8,0,9,0,2,2,2,0,116,115,115
1996,Jihomoravský kraj,Jihlava,Hybrálec,6,11,0,46,81,0,23,1,17,0,27,1,0,0,4,0,260,217,217
1996,Jihomoravský kraj,Jihlava,Jamné,2,55,0,78,40,3,68,4,12,2,26,3,1,5,7,0,368,306,310
